symbol	length	Control_D0	Control_D1	APOBEC3C_D0	APOBEC3C_D1
ENSG00000181789.10	2155.54	2508.00	2276.00	2557.00	3485.00
ENSG00000181790.6	5506.00	1.00	2.00	0.00	2.00
ENSG00000181798.2	1282.00	0.00	0.00	0.00	1.00
ENSG00000181817.5	850.00	145.00	132.00	115.00	204.00
ENSG00000181819.14	1013.00	1.04	0.00	0.00	0.00
ENSG00000181826.5	1348.76	69.00	60.00	70.00	75.00
ENSG00000181827.10	6699.37	1041.00	1075.00	1166.00	1204.00
ENSG00000181830.7	3592.31	187.00	191.00	223.00	355.00
ENSG00000181852.13	2467.30	432.00	490.00	475.00	560.00
ENSG00000181856.10	2851.91	77.00	64.00	71.00	107.00
ENSG00000181873.8	4837.69	146.00	121.00	117.00	144.00
ENSG00000181885.14	1016.50	0.00	0.00	0.00	0.00
ENSG00000181894.10	3360.35	145.00	211.00	219.00	215.00
ENSG00000181896.7	2103.30	214.00	282.00	254.00	315.00
ENSG00000181904.8	3767.34	1234.13	1588.41	1789.72	1706.00
ENSG00000181915.3	3723.00	314.00	348.00	269.00	275.00
ENSG00000181924.6	882.91	487.00	463.00	449.00	755.00
ENSG00000181929.7	1645.41	318.60	377.90	448.81	539.67
ENSG00000181938.9	2237.41	30.00	42.00	64.00	67.00
ENSG00000181982.13	2562.84	18.00	15.00	28.00	32.00
ENSG00000181991.11	886.39	145.00	127.00	122.00	237.00
ENSG00000181997.8	1041.00	9.55	5.55	7.80	15.67
ENSG00000182004.8	624.16	529.12	668.63	569.93	753.00
ENSG00000182010.6	5182.55	162.00	159.00	122.00	103.00
ENSG00000182013.13	2530.46	8.00	12.00	24.00	22.00
ENSG00000182021.5	2276.77	361.98	389.03	302.81	334.64
ENSG00000182022.13	3610.75	4801.00	4148.00	3751.00	4751.00
ENSG00000182035.7	772.00	0.00	2.00	2.00	1.00
ENSG00000182040.4	2617.00	1.00	0.00	0.00	0.00
ENSG00000182054.5	1648.61	1331.00	1023.00	1561.00	2206.00
ENSG00000182057.4	886.76	3.00	6.00	4.00	9.00
ENSG00000182087.8	1842.17	1151.00	793.00	782.00	1782.00
ENSG00000182093.10	1411.27	685.00	715.00	761.00	741.00
ENSG00000182095.10	3400.11	1014.00	807.00	1027.00	1925.00
ENSG00000182108.5	1286.59	452.00	405.00	429.00	771.00
ENSG00000182109.3	1921.19	7.00	5.00	1.00	9.00
ENSG00000182117.4	550.59	614.00	607.00	766.00	867.00
ENSG00000182118.5	1495.00	1.00	9.00	8.00	12.00
ENSG00000182134.11	2585.89	148.00	137.00	201.00	189.00
ENSG00000182141.5	2705.77	95.00	151.00	167.00	161.36
ENSG00000182149.16	1572.86	4931.97	5169.45	4832.95	5701.93
ENSG00000182150.11	2286.34	322.00	353.00	407.00	347.00
ENSG00000182154.7	1262.00	75.00	35.00	62.00	195.00
ENSG00000182156.5	2039.39	13.00	13.00	22.00	40.00
ENSG00000182158.10	7157.63	1815.00	2103.00	2441.00	2764.00
ENSG00000182162.5	4198.00	46.00	44.00	46.00	58.00
ENSG00000182165.13	803.22	116.00	120.00	130.00	226.00
ENSG00000182173.8	977.52	257.00	251.00	176.00	335.00
ENSG00000182175.9	1931.14	0.00	0.00	0.00	0.00
ENSG00000182179.6	2199.17	221.00	198.00	249.00	367.00
ENSG00000182180.9	1495.53	803.00	901.00	993.00	1194.00
ENSG00000182185.14	1472.84	41.00	43.00	51.00	65.00
ENSG00000182195.6	784.00	0.00	2.00	2.00	2.00
ENSG00000182196.9	856.13	754.79	588.99	677.87	1196.66
ENSG00000182197.6	2511.10	925.00	981.00	873.00	1110.00
ENSG00000182199.6	1746.80	3240.00	3232.00	2732.00	3858.00
ENSG00000182208.8	1223.32	257.00	170.00	140.00	249.00
ENSG00000182217.7	1696.00	21.95	25.02	17.75	37.35
ENSG00000182218.5	7390.00	1.00	1.00	0.00	1.00
ENSG00000182220.9	2061.00	1298.00	1483.00	1499.00	1607.00
ENSG00000182224.7	2977.46	203.00	264.00	316.00	333.00
ENSG00000182230.7	1132.95	0.00	0.00	0.00	0.00
ENSG00000182240.11	1594.11	25.00	35.00	95.00	112.00
ENSG00000182247.5	1276.06	14.00	23.00	28.00	21.00
ENSG00000182253.10	6539.95	108.00	123.00	183.00	201.00
ENSG00000182263.9	9317.28	792.00	757.00	756.00	738.00
ENSG00000182264.4	1154.98	2.00	7.00	5.00	5.00
ENSG00000182271.8	1162.50	0.00	0.00	0.00	0.00
ENSG00000182272.7	1486.34	425.00	380.00	328.00	619.00
ENSG00000182287.9	1757.34	244.00	318.00	379.00	396.00
ENSG00000182307.8	2614.78	469.00	375.00	381.00	449.00
ENSG00000182308.5	4764.00	8.00	5.00	4.00	3.00
ENSG00000182310.8	951.82	16.00	12.81	6.67	11.59
ENSG00000182318.5	4629.00	68.00	67.00	52.00	99.00
ENSG00000182319.5	4730.11	1929.00	1233.00	1312.00	2047.00
ENSG00000182324.5	2960.00	81.00	63.00	35.00	35.76
ENSG00000182325.6	1576.86	132.81	111.87	125.85	252.95
ENSG00000182326.10	2355.99	284.00	294.00	429.00	449.00
ENSG00000182327.7	1023.00	21.00	9.00	30.00	66.00
ENSG00000182329.6	2924.83	0.00	0.00	0.00	0.00
ENSG00000182359.10	811.34	49.00	69.00	56.00	67.00
ENSG00000182362.9	882.19	71.00	79.00	94.00	99.00
ENSG00000182366.5	2426.79	2.00	0.00	5.00	9.00
ENSG00000182368.4	616.00	4.00	0.00	1.00	1.00
ENSG00000182372.6	4431.16	977.00	821.00	653.00	878.00
ENSG00000182378.8	3420.74	6399.00	4765.97	3147.00	4799.00
ENSG00000182379.9	1804.00	21.00	16.00	9.00	11.00
ENSG00000182389.14	6423.81	153.00	227.00	428.00	408.00
ENSG00000182397.10	3831.00	1.00	4.00	5.00	5.00
ENSG00000182400.10	3040.14	1418.00	1618.00	1657.00	1682.00
ENSG00000182404.6	1904.00	1.00	0.00	1.00	0.00
ENSG00000182405.4	2318.00	39.00	59.00	55.00	47.00
ENSG00000182446.9	4094.34	2125.00	1955.00	1909.00	2503.00
ENSG00000182459.4	1936.00	53.00	50.00	53.00	73.00
ENSG00000182463.11	8622.70	100.00	117.12	94.55	92.70
ENSG00000182472.4	1293.12	250.00	133.00	207.00	309.00
ENSG00000182473.16	3347.03	1250.00	1448.00	2462.00	3245.00
ENSG00000182477.5	938.00	0.00	1.00	1.00	0.00
ENSG00000182481.4	2161.00	2970.59	2574.30	2166.72	2547.48
ENSG00000182484.10	1485.99	446.49	302.13	340.60	605.95
ENSG00000182489.7	2649.33	1.00	4.00	3.00	0.00
ENSG00000182492.11	2402.00	105.00	59.00	133.00	236.00
ENSG00000182500.7	2139.00	137.00	93.00	124.00	257.00
ENSG00000182504.6	6219.56	175.00	232.00	296.00	243.00
ENSG00000182511.7	2338.40	22.00	26.00	55.00	72.00
ENSG00000182512.4	1146.65	1423.00	1521.00	1290.00	1845.00
ENSG00000182518.9	972.01	46.00	59.00	73.00	94.00
ENSG00000182521.5	1298.00	0.00	0.00	0.00	0.00
ENSG00000182534.9	1890.52	5263.77	4349.69	4504.87	5017.60
ENSG00000182541.13	3246.95	1198.00	1121.00	829.00	1157.00
ENSG00000182544.8	1753.31	182.00	180.00	209.00	304.00
ENSG00000182545.6	1172.00	1.00	1.00	2.00	3.00
ENSG00000182551.9	2537.60	492.00	503.00	774.00	1000.00
ENSG00000182552.10	2386.95	217.53	275.20	364.27	329.08
ENSG00000182557.3	636.09	3.00	1.00	3.00	2.00
ENSG00000182568.12	3790.34	2.00	6.00	7.00	9.00
ENSG00000182575.7	3005.60	30.00	20.00	21.00	18.00
ENSG00000182578.9	1506.00	1.00	1.00	0.00	0.00
ENSG00000182580.2	4236.00	1.00	1.00	0.00	1.00
ENSG00000182600.5	1960.70	389.19	396.21	289.00	409.22
ENSG00000182606.10	4979.05	1952.00	1992.00	2033.00	2549.00
ENSG00000182611.3	496.00	0.00	0.00	0.00	1.57
ENSG00000182612.6	1538.85	4.00	6.00	16.00	17.00
ENSG00000182621.12	5146.38	2397.00	2822.00	1803.00	1846.00
ENSG00000182628.8	1023.87	599.89	716.93	687.99	613.95
ENSG00000182632.10	2109.84	3.00	5.00	4.00	2.00
ENSG00000182646.12	1932.23	1245.45	91.45	104.94	1114.51
ENSG00000182648.7	724.00	14.65	9.00	6.00	20.00
ENSG00000182670.9	6803.93	4964.87	5381.87	6337.93	6091.77
ENSG00000182676.4	420.00	1.00	0.00	0.00	1.00
ENSG00000182685.3	1913.00	20.00	18.00	28.00	26.00
ENSG00000182687.3	1364.00	0.00	0.00	2.00	6.00
ENSG00000182700.3	2871.00	193.00	225.00	160.00	168.00
ENSG00000182704.6	2733.19	350.00	242.00	358.00	652.00
ENSG00000182712.11	1045.80	40.14	30.65	42.06	93.98
ENSG00000182718.12	835.74	3537.50	3210.81	3506.69	4560.36
ENSG00000182749.5	3297.00	532.00	541.00	707.00	1080.00
ENSG00000182752.8	7392.39	58.00	48.00	47.00	43.00
ENSG00000182759.3	1446.50	2.00	1.00	0.00	0.00
ENSG00000182768.7	1610.90	1290.70	1437.12	1257.23	1620.46
ENSG00000182771.13	3015.75	1.00	2.00	0.00	0.00
ENSG00000182774.6	597.34	8777.11	9376.50	5099.52	8707.15
ENSG00000182782.7	2051.00	39.00	31.65	27.39	33.18
ENSG00000182791.3	2915.00	2.00	1.00	2.00	5.00
ENSG00000182795.12	5493.00	30.00	35.00	32.00	40.00
ENSG00000182796.8	2211.01	166.00	195.00	257.00	302.00
ENSG00000182809.6	1005.86	79.00	37.00	67.00	193.00
ENSG00000182810.5	2592.00	89.00	81.00	119.00	157.00
ENSG00000182827.8	3573.00	943.00	1082.00	1020.00	1177.00
ENSG00000182831.7	5953.00	1286.00	1320.00	1160.00	1206.00
ENSG00000182836.5	7621.00	1.00	0.00	1.00	0.00
ENSG00000182841.8	2046.11	380.60	368.74	325.62	432.84
ENSG00000182853.7	766.00	0.00	1.00	1.00	2.00
ENSG00000182858.9	2859.74	200.00	165.00	235.00	391.00
ENSG00000182866.12	1776.07	90.00	77.00	105.00	169.00
ENSG00000182870.8	1293.70	0.00	0.00	0.00	0.00
ENSG00000182871.10	4582.10	3520.00	2162.00	2681.00	5551.00
ENSG00000182872.11	3357.01	498.00	335.00	422.00	823.00
ENSG00000182873.4	2171.39	14.00	10.00	5.00	16.00
ENSG00000182885.12	2621.71	248.00	197.00	279.00	381.00
ENSG00000182890.3	2333.00	28.32	26.04	27.94	31.97
ENSG00000182899.10	568.24	5342.00	5408.00	4611.00	5270.00
ENSG00000182902.9	2093.37	4.00	7.00	21.00	21.00
ENSG00000182903.11	1927.52	612.43	611.02	587.60	551.85
ENSG00000182909.5	1914.00	16.00	6.00	17.00	35.00
ENSG00000182912.6	1424.50	53.00	54.00	74.00	123.00
ENSG00000182916.7	982.54	0.00	1.00	2.00	2.00
ENSG00000182919.10	1912.91	1195.00	1403.00	1832.00	1683.00
ENSG00000182923.12	1981.89	343.00	419.00	440.00	389.00
ENSG00000182931.5	630.00	0.00	1.00	0.00	9.00
ENSG00000182934.7	2887.06	2190.00	1976.00	1922.00	2653.00
ENSG00000182944.13	2455.29	3702.94	4192.99	3978.98	4848.90
ENSG00000182950.2	1196.00	3.00	1.00	2.00	5.00
ENSG00000182952.4	1225.00	765.00	758.00	756.00	889.00
ENSG00000182957.11	7282.47	1364.00	1207.00	1074.00	1133.00
ENSG00000182963.5	4079.71	232.00	269.00	218.00	240.00
ENSG00000182973.14	1950.05	263.00	321.00	360.00	444.00
ENSG00000182979.13	2158.09	1165.00	876.93	840.00	1512.00
ENSG00000182983.10	2200.00	2.00	2.00	3.00	1.00
ENSG00000182985.12	2632.24	1742.00	1913.00	1782.00	2024.00
ENSG00000182986.8	6038.00	6.00	11.00	8.00	4.00
ENSG00000182993.3	1803.02	19.00	23.00	21.00	30.00
ENSG00000183010.12	1638.42	2832.02	2078.00	2200.00	4135.00
ENSG00000183011.9	598.19	68.00	37.00	78.00	172.00
ENSG00000183018.4	3040.92	1.00	0.00	0.00	4.00
ENSG00000183019.3	1010.67	0.00	0.00	0.00	0.00
ENSG00000183020.9	2847.48	1601.00	1162.00	1171.00	1951.00
ENSG00000183023.14	3997.21	0.00	0.00	0.00	0.00
ENSG00000183032.6	1237.80	15.00	10.00	29.00	26.00
ENSG00000183038.9	920.50	1.47	0.00	0.00	0.00
ENSG00000183044.7	4664.80	1014.00	971.00	1015.00	1155.00
ENSG00000183048.7	1601.23	149.00	139.00	165.00	308.00
ENSG00000183049.8	3401.67	1.00	0.00	0.00	0.00
ENSG00000183054.7	6229.30	1485.28	1184.25	1672.60	1344.62
ENSG00000183055.5	704.00	0.00	0.00	1.00	0.00
ENSG00000183060.11	2754.77	121.26	153.00	170.65	217.00
ENSG00000183067.5	1284.00	0.00	0.00	0.00	0.00
ENSG00000183072.9	1559.81	4.00	5.00	11.00	18.00
ENSG00000183077.11	895.57	2288.00	2053.00	2178.00	3054.00
ENSG00000183086.10	990.00	12.60	8.57	11.97	0.00
ENSG00000183087.10	2490.00	6.00	14.00	5.00	11.00
ENSG00000183091.15	3712.19	14.00	13.00	20.00	11.00
ENSG00000183098.6	6467.00	1689.00	1731.00	1706.00	1813.00
ENSG00000183111.7	4038.71	6.00	6.00	7.00	11.00
ENSG00000183114.6	2581.00	21.00	23.00	27.00	43.00
ENSG00000183117.13	12134.00	1.00	1.00	2.00	2.00
ENSG00000183134.4	2895.00	17.00	11.00	29.23	25.00
ENSG00000183137.10	1264.21	81.00	108.00	128.00	129.00
ENSG00000183145.4	2005.00	32.00	45.00	48.00	68.00
ENSG00000183148.5	2129.00	0.53	3.51	0.00	0.00
ENSG00000183150.3	1579.12	9.00	14.00	16.00	17.00
ENSG00000183154.1	2086.00	0.00	0.00	1.00	0.00
ENSG00000183155.4	2430.00	88.00	123.00	136.00	200.00
ENSG00000183160.8	1083.75	0.00	0.00	0.00	0.00
ENSG00000183161.3	3309.00	114.00	138.00	181.00	206.00
ENSG00000183166.6	4380.57	2.00	1.00	3.00	0.00
ENSG00000183171.5	2143.00	1.00	0.00	1.00	1.00
ENSG00000183172.8	724.84	212.00	203.00	172.00	306.00
ENSG00000183185.5	3315.43	2.00	7.00	11.00	23.00
ENSG00000183186.6	3098.00	1.00	0.00	1.00	7.00
ENSG00000183196.4	2728.03	7.00	7.00	10.00	21.00
ENSG00000183199.6	2173.00	36.14	34.10	42.07	37.13
ENSG00000183207.8	1576.00	562.00	409.00	599.00	959.00
ENSG00000183208.8	812.44	3.00	7.00	16.00	19.00
ENSG00000183230.12	2842.33	0.00	1.00	1.00	0.00
ENSG00000183242.7	1416.71	0.00	0.00	0.00	0.00
ENSG00000183246.6	5629.50	1.29	3.00	2.00	0.00
ENSG00000183248.7	4228.22	108.00	63.00	90.00	166.00
ENSG00000183250.7	1525.93	0.00	4.00	5.00	11.00
ENSG00000183251.3	983.00	2.00	0.00	2.00	2.00
ENSG00000183255.7	2532.10	20781.29	16840.00	13146.00	16117.43
ENSG00000183258.7	1803.69	671.00	564.00	615.00	954.00
ENSG00000183281.10	960.00	4.54	8.50	4.00	2.00
ENSG00000183283.11	1322.15	2000.00	2123.00	2089.00	2237.00
ENSG00000183287.9	6227.00	1.00	0.00	1.00	1.00
ENSG00000183291.11	1179.72	1328.00	1555.00	1528.00	1669.00
ENSG00000183298.4	880.00	0.21	1.13	0.00	1.15
ENSG00000183305.9	844.45	1.00	0.00	0.00	0.00
ENSG00000183307.3	3961.00	0.00	1.00	1.00	1.00
ENSG00000183308.6	485.00	0.00	2.00	0.00	1.00
ENSG00000183309.7	3504.64	248.00	302.00	352.00	392.00
ENSG00000183317.12	3838.98	6.00	4.00	6.00	19.00
ENSG00000183323.8	3111.74	189.00	248.00	372.27	362.00
ENSG00000183336.7	1012.00	34.36	19.50	28.31	86.59
ENSG00000183337.12	4656.89	1190.00	1095.00	1121.00	1272.00
ENSG00000183340.5	3191.87	203.00	213.00	299.00	306.00
ENSG00000183354.7	5288.68	390.00	484.00	520.00	460.00
ENSG00000183379.4	2420.00	2.00	4.00	1.00	2.00
ENSG00000183386.5	1581.59	488.00	382.00	387.00	541.00
ENSG00000183396.3	662.00	0.00	0.00	0.00	2.00
ENSG00000183397.5	674.00	2.00	0.00	0.00	0.00
ENSG00000183401.7	708.17	44.00	50.00	49.00	69.00
ENSG00000183405.5	647.00	361.95	376.30	375.05	391.63
ENSG00000183421.7	3889.00	303.00	274.00	238.00	416.00
ENSG00000183423.7	3496.50	1.00	3.00	0.00	0.00
ENSG00000183426.11	1585.57	2654.19	2314.89	1953.58	3124.05
ENSG00000183431.7	1642.99	1179.00	1308.00	1311.00	1519.00
ENSG00000183444.10	985.00	46.00	38.00	58.00	82.92
ENSG00000183458.9	4425.75	170.46	84.72	126.89	546.79
ENSG00000183473.5	4099.00	2.00	1.00	1.00	7.00
ENSG00000183474.11	1734.28	621.47	585.69	834.86	789.34
ENSG00000183475.8	4810.39	340.00	395.00	410.00	415.00
ENSG00000183479.8	1519.25	0.00	1.00	0.00	0.00
ENSG00000183484.7	2384.17	0.00	0.00	1.00	0.00
ENSG00000183486.8	2050.81	633.00	544.00	541.00	699.00
ENSG00000183495.9	12080.56	1302.97	1237.48	1179.27	1458.53
ENSG00000183496.5	3558.70	50.00	45.00	67.00	71.00
ENSG00000183506.12	2404.90	1361.31	981.05	985.02	1474.74
ENSG00000183508.4	5751.00	39.00	29.00	11.00	18.00
ENSG00000183513.4	1226.95	532.00	668.00	598.00	738.00
ENSG00000183520.7	1337.75	238.00	318.00	342.00	331.00
ENSG00000183527.7	846.21	305.00	416.00	446.00	538.00
ENSG00000183530.9	7466.13	861.00	819.00	942.00	956.00
ENSG00000183535.5	2883.00	0.00	0.00	0.00	0.00
ENSG00000183542.4	928.00	0.00	0.00	3.00	4.28
ENSG00000183549.6	1785.63	175.00	179.00	224.00	304.98
ENSG00000183558.5	974.00	9.84	7.96	3.73	7.67
ENSG00000183560.4	805.00	0.00	0.00	1.00	5.00
ENSG00000183569.13	1298.40	26.00	18.00	19.00	32.00
ENSG00000183576.8	2734.52	904.00	903.00	946.00	966.00
ENSG00000183578.5	2262.00	7.00	8.00	12.00	13.00
ENSG00000183579.11	5444.82	1234.00	1269.00	1205.00	1573.00
ENSG00000183580.8	2586.67	0.00	0.00	0.00	0.00
ENSG00000183597.11	1597.34	165.00	162.00	158.00	250.00
ENSG00000183604.10	2655.59	622.24	689.28	514.80	556.58
ENSG00000183605.12	1275.48	337.00	462.00	493.00	560.00
ENSG00000183615.5	936.00	11.00	8.00	3.00	12.00
ENSG00000183617.4	626.00	150.00	125.00	142.00	213.00
ENSG00000183621.11	3007.81	20.00	28.00	19.00	31.00
ENSG00000183624.9	2086.42	412.00	454.00	450.00	528.00
ENSG00000183628.8	1413.12	0.00	0.00	0.00	0.00
ENSG00000183629.9	3199.33	0.00	0.00	0.00	0.00
ENSG00000183638.5	7973.00	1.00	2.00	1.00	2.00
ENSG00000183647.6	3122.50	35.00	38.00	44.00	32.00
ENSG00000183648.5	359.93	194.00	217.00	247.00	349.00
ENSG00000183653.4	1073.00	0.50	0.00	0.00	0.00
ENSG00000183655.11	3710.90	69.00	69.00	68.00	149.00
ENSG00000183657.2	2906.00	51.00	45.00	29.00	21.00
ENSG00000183665.4	2215.00	10.00	24.00	48.00	43.00
ENSG00000183666.12	1163.64	95.08	89.42	86.57	103.29
ENSG00000183668.13	1719.64	2.00	0.00	8.00	5.57
ENSG00000183682.7	1692.00	0.00	0.00	0.00	1.21
ENSG00000183684.6	1052.16	304.00	280.00	325.00	495.00
ENSG00000183688.4	3621.00	351.00	306.00	208.00	311.00
ENSG00000183696.9	1192.49	72.00	71.00	59.00	126.00
ENSG00000183718.4	2970.77	233.00	283.00	258.00	287.00
ENSG00000183722.7	1278.00	1.00	0.00	0.00	0.00
ENSG00000183723.8	5057.76	2278.00	2362.00	2100.00	2237.20
ENSG00000183726.6	1822.02	1239.00	1223.00	1427.00	1550.00
ENSG00000183734.4	1852.00	0.00	0.00	0.00	0.00
ENSG00000183735.5	2931.58	454.00	506.00	568.00	546.00
ENSG00000183741.7	5828.19	205.00	257.00	216.00	283.00
ENSG00000183742.8	9159.00	3.00	0.00	3.00	1.00
ENSG00000183747.7	1539.47	289.22	350.34	289.54	384.75
ENSG00000183748.4	3385.50	0.00	2.00	0.00	0.00
ENSG00000183751.10	1868.44	210.83	154.00	194.89	445.00
ENSG00000183760.6	2887.00	1.00	0.00	1.00	2.00
ENSG00000183762.8	5541.70	867.00	849.00	730.00	960.00
ENSG00000183763.4	1353.33	68.00	81.00	75.00	84.00
ENSG00000183765.16	1697.27	252.00	256.00	291.00	315.00
ENSG00000183770.5	2917.00	0.00	1.00	0.00	1.00
ENSG00000183773.11	1937.42	108.00	96.00	149.95	241.45
ENSG00000183775.6	3455.13	8.00	9.00	7.00	11.00
ENSG00000183778.13	13170.00	0.00	0.00	1.00	4.00
ENSG00000183779.5	3347.00	173.00	157.00	161.00	234.00
ENSG00000183780.8	2762.00	1.00	0.00	1.00	2.00
ENSG00000183784.5	2786.00	0.00	0.00	1.00	0.00
ENSG00000183785.10	1607.14	5.00	3.00	6.00	15.00
ENSG00000183793.9	1053.00	144.63	133.14	138.41	113.69
ENSG00000183798.4	3796.00	0.00	0.00	2.00	1.00
ENSG00000183801.3	2586.65	0.00	11.00	13.00	20.00
ENSG00000183807.6	1033.00	0.00	1.00	1.00	0.00
ENSG00000183808.7	5594.34	566.00	603.00	681.00	644.00
ENSG00000183813.6	3095.00	1.00	2.00	0.00	2.00
ENSG00000183814.11	3145.38	79.00	81.00	80.00	83.00
ENSG00000183826.12	6768.94	33.00	30.00	68.00	82.00
ENSG00000183828.10	854.50	10.00	6.00	18.00	45.00
ENSG00000183831.6	1446.00	0.00	2.00	4.00	1.00
ENSG00000183837.8	3196.25	0.00	0.00	0.00	0.00
ENSG00000183840.5	2784.00	2.00	5.00	29.00	28.00
ENSG00000183844.12	1039.24	132.00	114.00	259.00	354.00
ENSG00000183850.9	2374.00	0.00	0.00	0.00	2.00
ENSG00000183853.13	4544.88	2.00	4.00	8.00	6.00
ENSG00000183856.6	5147.28	842.00	510.00	275.00	375.00
ENSG00000183864.4	4561.00	791.89	665.51	724.88	932.67
ENSG00000183873.11	8303.00	2.00	2.00	0.00	6.00
ENSG00000183876.8	2700.70	118.00	152.00	211.00	314.00
ENSG00000183878.11	1285.40	1.00	1.00	0.00	2.00
ENSG00000183888.4	3039.00	234.00	186.00	244.00	427.00
ENSG00000183889.8	1258.33	1501.96	1733.26	851.38	2619.59
ENSG00000183891.5	767.29	264.00	290.00	266.00	311.00
ENSG00000183900.4	2269.00	0.00	0.00	2.81	3.77
ENSG00000183914.10	4319.32	1.00	0.00	0.00	2.00
ENSG00000183921.5	2528.00	2.00	2.00	0.00	3.00
ENSG00000183929.6	2463.00	47.00	45.00	123.00	133.00
ENSG00000183935.3	1336.00	1.00	1.00	1.00	1.00
ENSG00000183941.8	1297.20	18.05	17.98	36.25	49.65
ENSG00000183943.5	463.00	0.00	1.00	1.01	2.00
ENSG00000183955.8	2360.08	318.00	243.00	256.00	309.00
ENSG00000183960.4	5082.00	1.00	3.00	4.00	3.00
ENSG00000183963.14	2782.56	1022.00	610.00	682.00	1171.00
ENSG00000183971.5	510.96	0.00	1.00	1.00	3.00
ENSG00000183978.7	775.03	283.00	338.00	539.00	708.00
ENSG00000183979.7	2154.00	0.00	2.00	3.00	1.00
ENSG00000184005.9	3861.00	0.00	0.00	0.00	0.00
ENSG00000184007.13	1273.09	1896.00	1992.00	1821.00	2023.00
ENSG00000184009.5	1599.77	23968.00	20962.00	25392.00	38516.00
ENSG00000184012.7	3217.40	106.00	86.00	105.00	145.00
ENSG00000184014.3	2698.69	2589.00	2126.00	1953.00	2210.00
ENSG00000184040.7	4036.00	2.61	9.32	0.00	0.00
ENSG00000184047.11	985.47	427.04	415.00	415.00	578.00
ENSG00000184055.4	929.00	1.00	1.00	0.00	0.00
ENSG00000184056.10	2362.93	195.00	219.00	287.00	342.00
ENSG00000184058.8	1232.00	0.00	0.00	0.00	0.00
ENSG00000184060.6	2279.17	32.00	14.00	44.00	37.00
ENSG00000184068.2	2989.00	0.00	1.00	0.00	0.00
ENSG00000184076.10	815.19	801.00	688.00	877.00	1355.00
ENSG00000184083.7	1838.07	65.00	77.00	70.00	82.00
ENSG00000184100.5	1944.00	5.58	4.35	5.24	9.99
ENSG00000184110.10	1596.91	6237.65	5884.42	5898.43	8350.60
ENSG00000184115.12	2918.00	2.09	7.41	2.72	3.42
ENSG00000184117.7	2202.20	3498.00	3425.00	4844.00	6324.00
ENSG00000184154.8	1012.10	18.00	19.00	40.00	39.00
ENSG00000184160.6	2127.00	305.00	202.00	192.00	410.00
ENSG00000184162.10	1202.56	151.00	144.00	119.00	186.00
ENSG00000184163.3	678.76	10.00	3.00	4.00	12.00
ENSG00000184164.10	1483.22	76.00	68.00	108.00	157.00
ENSG00000184178.11	2933.22	63.00	90.00	114.00	143.00
ENSG00000184182.14	1068.77	307.84	403.55	423.95	491.54
ENSG00000184194.5	4485.00	12.00	19.00	20.00	40.00
ENSG00000184203.3	2289.75	1168.95	1085.93	1024.90	1122.88
ENSG00000184205.10	2412.83	325.00	308.00	253.00	352.00
ENSG00000184206.7	3542.88	193.88	254.64	257.41	281.86
ENSG00000184207.8	2727.00	94.00	70.00	82.00	160.00
ENSG00000184208.10	4050.26	176.95	224.44	338.75	397.00
ENSG00000184209.14	1063.75	142.00	176.00	220.00	266.00
ENSG00000184216.7	2745.64	1222.00	973.00	1064.00	1829.00
ENSG00000184220.6	1153.76	75.00	89.00	135.00	166.00
ENSG00000184224.3	2431.00	2.00	3.00	1.00	1.00
ENSG00000184226.10	5157.40	0.00	1.00	0.00	0.00
ENSG00000184227.3	1699.30	167.90	188.41	377.51	528.76
ENSG00000184232.4	2382.11	738.00	644.00	1010.00	1674.00
ENSG00000184254.12	1592.00	0.00	0.00	0.00	0.00
ENSG00000184260.4	437.00	1.09	2.10	1.03	2.09
ENSG00000184270.3	448.00	0.00	0.00	0.00	0.00
ENSG00000184271.11	1457.27	22.00	19.00	24.00	24.00
ENSG00000184274.3	2323.00	0.00	0.00	0.00	1.00
ENSG00000184277.8	1352.39	614.00	646.00	568.00	716.00
ENSG00000184281.10	1353.68	123.00	56.00	102.00	260.00
ENSG00000184292.5	2068.00	0.00	0.00	3.00	0.00
ENSG00000184303.4	1048.00	0.50	1.00	0.00	0.00
ENSG00000184304.10	3018.47	171.00	198.00	382.00	358.00
ENSG00000184307.9	4205.79	27.00	37.00	55.00	53.00
ENSG00000184313.15	2337.26	3.00	3.00	5.08	8.00
ENSG00000184319.11	1069.85	106.22	137.18	159.64	194.23
ENSG00000184324.11	818.00	0.00	0.00	0.00	0.00
ENSG00000184343.6	962.27	7.00	2.00	3.00	9.65
ENSG00000184347.10	4419.00	0.00	0.00	0.00	2.00
ENSG00000184348.2	460.00	9.00	2.00	6.00	6.00
ENSG00000184357.3	790.00	0.00	0.00	0.00	0.00
ENSG00000184363.5	2074.91	223.00	130.00	189.00	412.00
ENSG00000184368.11	3389.94	128.00	177.00	238.00	234.00
ENSG00000184371.9	3668.53	804.00	582.00	556.00	855.00
ENSG00000184378.2	2005.00	6.00	14.00	13.00	14.00
ENSG00000184381.14	1287.44	83.00	52.00	131.00	193.00
ENSG00000184384.9	7106.00	1439.00	1335.00	1070.00	1075.00
ENSG00000184402.10	3974.61	1043.00	1042.00	1143.00	1385.00
ENSG00000184414.2	1006.00	5.00	5.00	2.00	6.00
ENSG00000184428.8	1621.13	441.00	442.00	430.00	664.00
ENSG00000184432.5	2963.52	2632.00	2832.00	3351.00	3668.00
