symbol	length	Control_D0	Control_D1	AKAP8_D0	AKAP8_D1
ENSG00000158528.7	9058.59	1546.00	1507.00	1378.00	1916.00
ENSG00000158545.11	3234.61	1501.00	1863.00	1387.00	1990.00
ENSG00000158552.8	1186.30	753.00	992.00	790.00	915.00
ENSG00000158555.10	1910.24	1144.00	1742.00	724.00	1000.00
ENSG00000158560.10	1382.29	0.00	0.00	0.00	2.00
ENSG00000158571.6	1929.00	63.00	86.00	100.00	139.00
ENSG00000158578.14	646.00	1.00	0.00	1.00	1.00
ENSG00000158604.10	2283.65	1709.00	1989.00	1809.00	2392.00
ENSG00000158615.8	5227.00	1418.00	1388.00	1215.00	1633.00
ENSG00000158623.10	846.79	135.00	180.00	190.00	237.00
ENSG00000158636.12	3082.27	858.00	734.00	757.00	979.00
ENSG00000158669.7	2032.55	1199.00	1454.00	1718.00	2502.00
ENSG00000158683.3	9092.00	3.00	1.00	1.00	2.00
ENSG00000158691.10	4153.80	258.00	256.00	211.00	291.00
ENSG00000158710.10	1585.22	244.00	294.00	802.00	969.00
ENSG00000158711.9	6926.78	1916.00	1731.00	1530.00	1991.00
ENSG00000158715.5	2833.30	136.00	206.00	95.00	141.00
ENSG00000158717.6	1557.36	262.00	401.00	367.00	520.00
ENSG00000158747.9	1073.75	75.00	68.00	132.37	222.00
ENSG00000158769.13	2583.60	2789.04	3074.58	3922.19	5366.74
ENSG00000158773.10	1368.52	356.00	426.00	321.00	524.00
ENSG00000158786.4	3426.00	1.00	0.00	0.00	0.00
ENSG00000158792.11	2164.45	100.00	159.00	172.00	243.00
ENSG00000158793.9	1178.49	324.00	431.00	378.00	500.00
ENSG00000158796.12	1592.73	451.00	526.00	592.00	737.00
ENSG00000158805.7	3234.08	554.00	669.00	681.00	911.00
ENSG00000158806.9	1121.90	543.00	647.00	973.00	1497.00
ENSG00000158813.13	5122.22	603.00	694.00	713.00	1023.00
ENSG00000158815.6	2005.44	312.00	418.00	312.00	410.00
ENSG00000158825.5	882.13	42.00	43.00	100.00	157.00
ENSG00000158828.5	2567.27	599.00	788.00	758.00	1010.00
ENSG00000158850.10	1732.81	850.00	1127.00	887.00	1208.00
ENSG00000158856.13	1944.05	3134.00	4172.00	3069.00	3991.00
ENSG00000158859.9	5045.52	45.00	40.00	80.00	125.00
ENSG00000158863.17	2096.84	739.00	957.00	1073.00	1448.00
ENSG00000158864.8	1547.66	1930.00	2419.00	2184.00	2888.00
ENSG00000158865.8	1221.72	9.00	21.00	5.00	13.00
ENSG00000158869.6	586.79	15.00	23.00	21.00	30.00
ENSG00000158874.7	473.47	50506.00	64343.00	78780.00	100266.00
ENSG00000158882.8	2380.85	311.00	384.00	358.00	579.00
ENSG00000158887.11	1748.99	372.00	447.00	289.00	456.00
ENSG00000158941.12	1805.39	1543.00	1913.00	1449.00	2059.00
ENSG00000158955.6	1624.23	0.00	1.00	3.00	3.00
ENSG00000158966.9	5260.00	2.00	0.00	2.00	1.00
ENSG00000158985.9	3604.10	936.00	957.00	872.00	1236.00
ENSG00000158987.15	7670.60	801.00	881.00	608.00	891.00
ENSG00000159023.14	2920.33	2647.00	2891.00	2527.00	3406.00
ENSG00000159055.3	1575.00	92.00	95.00	43.00	68.00
ENSG00000159063.8	1583.29	572.00	673.00	735.00	1042.00
ENSG00000159069.9	2088.89	642.00	934.00	1036.00	1390.00
ENSG00000159079.14	1510.77	437.44	449.77	406.80	657.51
ENSG00000159082.13	5500.34	247.00	244.00	239.00	361.00
ENSG00000159086.10	2642.46	1286.00	1186.00	917.00	1281.00
ENSG00000159110.15	2451.36	532.28	586.87	603.29	840.23
ENSG00000159111.8	1158.45	2096.00	2625.00	1979.00	2573.00
ENSG00000159128.10	1264.49	1573.00	1718.00	1495.00	2143.00
ENSG00000159131.12	1495.38	2005.00	2156.00	1802.00	2706.00
ENSG00000159140.13	3297.86	6077.00	6759.00	5313.00	7687.00
ENSG00000159147.13	1987.00	350.00	364.00	285.00	416.00
ENSG00000159164.5	4416.00	119.00	178.00	262.00	391.00
ENSG00000159166.9	2476.40	844.00	1155.00	1444.00	2069.00
ENSG00000159167.7	3883.00	24.00	14.00	27.00	27.00
ENSG00000159176.9	2073.89	419.00	453.00	647.00	885.00
ENSG00000159197.3	1051.00	0.00	1.00	2.00	1.00
ENSG00000159199.9	445.74	424.00	569.00	482.00	588.00
ENSG00000159200.13	2367.72	380.00	398.00	353.00	562.00
ENSG00000159202.13	2833.49	2962.00	3474.00	3160.00	4354.00
ENSG00000159208.11	1065.19	7.00	5.00	7.00	8.00
ENSG00000159210.5	827.17	539.00	619.00	677.00	1016.00
ENSG00000159212.8	3833.00	1.00	0.00	0.00	0.00
ENSG00000159214.8	1450.92	42.00	48.00	62.00	90.00
ENSG00000159216.14	5742.89	558.00	503.00	658.00	910.00
ENSG00000159217.5	8014.67	5541.00	6666.00	6057.00	8431.00
ENSG00000159224.4	716.00	4.00	0.00	3.00	14.00
ENSG00000159228.8	1295.28	246.00	344.00	337.00	464.00
ENSG00000159239.7	1419.50	7.00	3.00	6.00	4.00
ENSG00000159247.8	1596.61	157.01	197.47	127.23	168.35
ENSG00000159251.6	1812.67	0.00	0.00	0.00	0.00
ENSG00000159256.8	2772.15	958.76	962.70	813.52	1052.00
ENSG00000159259.7	4480.00	158.00	208.00	125.00	182.00
ENSG00000159261.6	1716.86	103.00	162.00	19.00	54.00
ENSG00000159263.11	2271.37	26.00	26.00	59.00	51.00
ENSG00000159267.10	4272.83	430.00	527.00	535.00	853.00
ENSG00000159289.6	3176.00	6.00	10.84	8.35	10.25
ENSG00000159307.14	2062.14	2.00	0.00	1.00	0.00
ENSG00000159314.7	2836.94	307.00	445.00	408.00	624.00
ENSG00000159322.13	2467.32	863.00	892.00	761.00	1141.00
ENSG00000159335.11	710.19	1925.00	2489.00	1464.00	1603.00
ENSG00000159337.6	3447.57	21.00	24.00	30.00	21.00
ENSG00000159339.9	471.00	0.00	1.00	1.00	1.00
ENSG00000159346.8	2175.82	2456.00	2621.00	2758.00	3673.00
ENSG00000159348.8	1415.82	230.00	272.00	414.00	563.00
ENSG00000159352.11	1137.75	1220.00	1493.00	1336.00	1847.00
ENSG00000159363.13	2257.74	467.00	678.00	964.00	1285.00
ENSG00000159377.6	943.37	1155.00	1493.00	1322.00	1724.00
ENSG00000159388.5	2605.74	343.00	352.00	610.00	795.00
ENSG00000159399.5	5536.83	6719.99	7298.97	6475.00	8075.99
ENSG00000159403.11	1139.90	88.00	125.61	141.00	203.57
ENSG00000159409.10	2335.00	2.00	1.00	0.00	1.00
ENSG00000159423.12	3160.85	2854.00	4276.00	3380.47	4260.00
ENSG00000159433.7	10599.52	1747.00	1922.00	1773.00	2279.00
ENSG00000159445.8	1752.50	185.00	199.00	174.00	269.00
ENSG00000159459.7	6690.91	813.00	866.00	711.00	996.00
ENSG00000159461.10	2669.17	1775.00	2229.00	2080.00	2899.00
ENSG00000159479.12	1805.82	499.00	554.00	467.00	625.00
ENSG00000159556.5	1655.86	69.00	105.00	77.00	99.00
ENSG00000159579.9	2328.29	1483.00	1529.00	1562.00	2200.00
ENSG00000159588.10	2397.14	100.00	110.00	104.00	109.00
ENSG00000159592.6	2703.57	2991.00	2964.00	2698.00	3521.00
ENSG00000159593.10	1580.24	1229.00	1172.00	1125.00	1628.00
ENSG00000159596.6	1132.33	813.00	902.00	719.00	1003.00
ENSG00000159618.11	3557.00	0.00	0.00	3.00	10.00
ENSG00000159625.10	1662.66	77.00	91.00	79.00	118.00
ENSG00000159640.10	1598.08	0.00	5.00	1.00	0.00
ENSG00000159648.7	2360.00	3.00	5.00	7.00	5.00
ENSG00000159650.4	3057.62	33.00	46.00	13.00	13.00
ENSG00000159658.6	3612.40	916.00	1012.06	1041.08	1390.11
ENSG00000159674.7	1441.30	615.00	847.00	1291.00	1995.00
ENSG00000159685.6	912.10	114.00	159.00	106.00	130.00
ENSG00000159692.11	1491.13	1009.00	1497.00	1181.00	1637.00
ENSG00000159708.13	1701.91	1.00	1.00	2.00	2.00
ENSG00000159712.10	2980.00	7.00	7.00	4.00	9.00
ENSG00000159713.6	1058.00	3.00	2.00	2.00	6.00
ENSG00000159714.6	1117.22	12.00	20.00	14.00	12.00
ENSG00000159720.7	1369.32	554.00	790.00	537.00	729.00
ENSG00000159723.4	764.00	0.00	0.00	0.00	0.00
ENSG00000159733.9	1254.01	1.00	6.00	3.00	5.00
ENSG00000159753.9	2221.55	110.00	185.00	118.00	179.00
ENSG00000159761.10	1496.22	30.00	31.00	39.00	58.00
ENSG00000159784.13	3224.11	0.00	0.00	1.00	0.00
ENSG00000159788.14	3531.52	743.00	926.00	759.00	1065.00
ENSG00000159792.5	3470.26	657.00	1048.00	1191.00	1675.00
ENSG00000159840.11	1728.81	1635.00	1992.00	1844.00	2452.00
ENSG00000159842.10	3375.11	810.00	858.00	853.00	1275.00
ENSG00000159860.5	2600.00	12.38	5.66	6.02	7.14
ENSG00000159871.10	2100.84	0.00	0.00	0.00	2.00
ENSG00000159873.5	3132.25	1750.00	1809.00	1729.00	2406.00
ENSG00000159882.8	3355.06	53.00	54.00	35.00	59.00
ENSG00000159884.7	921.07	144.00	147.00	160.00	256.00
ENSG00000159885.9	1595.00	54.06	50.50	49.42	75.47
ENSG00000159899.10	1364.49	62.00	85.00	34.00	58.00
ENSG00000159904.7	1156.00	1.11	7.78	2.84	4.10
ENSG00000159905.10	2279.21	37.00	46.00	30.00	59.00
ENSG00000159915.8	2554.40	28.00	29.00	24.00	48.00
ENSG00000159917.10	1682.12	85.00	76.00	71.00	152.00
ENSG00000159921.10	4645.91	1270.00	1355.00	1161.00	1554.00
ENSG00000159958.3	926.00	1.00	9.00	4.00	3.00
ENSG00000160007.13	6881.91	3560.00	4030.00	2935.00	3690.00
ENSG00000160014.12	1617.96	5430.00	7316.00	7602.00	10040.00
ENSG00000160049.7	4278.33	952.00	1049.00	1122.00	1616.00
ENSG00000160050.10	1082.57	16.00	26.00	25.00	43.00
ENSG00000160051.7	2075.23	47.00	56.00	45.00	64.00
ENSG00000160055.15	1441.32	48.00	100.00	140.00	187.00
ENSG00000160058.14	2912.86	2345.00	2840.00	2942.00	3741.00
ENSG00000160062.10	4733.77	41.00	48.00	46.82	71.00
ENSG00000160072.15	2178.63	235.45	336.65	287.34	411.48
ENSG00000160075.10	1377.56	966.00	1256.00	997.00	1436.00
ENSG00000160087.16	1148.90	343.00	463.00	390.00	547.00
ENSG00000160094.10	2916.08	516.00	640.00	393.00	462.00
ENSG00000160097.11	1547.15	11.00	19.00	15.00	35.00
ENSG00000160111.8	2831.08	10.00	15.00	20.00	29.00
ENSG00000160113.5	2404.00	340.00	513.00	370.00	538.00
ENSG00000160117.10	3196.59	63.00	71.00	50.00	75.00
ENSG00000160124.5	603.95	531.00	552.00	445.00	612.00
ENSG00000160131.9	4214.85	687.00	694.00	396.00	587.00
ENSG00000160145.11	2825.55	977.08	999.43	959.67	1263.95
ENSG00000160161.5	4199.00	11.00	17.00	15.00	21.00
ENSG00000160172.6	1862.23	27.00	30.15	47.00	60.00
ENSG00000160179.14	2903.00	0.00	2.00	3.00	6.00
ENSG00000160180.14	808.05	43.00	69.00	112.00	152.00
ENSG00000160181.4	718.20	4.00	2.00	3.00	13.00
ENSG00000160182.2	551.00	67.00	105.00	602.00	706.00
ENSG00000160183.9	1849.79	157.00	211.00	174.00	217.00
ENSG00000160185.9	1966.00	0.00	0.00	0.00	0.00
ENSG00000160188.5	1749.00	0.00	0.00	0.00	0.00
ENSG00000160190.9	2295.97	0.00	6.00	15.00	25.00
ENSG00000160191.13	1920.61	473.00	622.00	344.00	419.00
ENSG00000160193.7	1639.23	160.00	188.00	139.00	208.00
ENSG00000160194.13	2714.87	575.00	812.00	593.00	772.00
ENSG00000160199.10	1965.64	255.00	256.00	229.00	263.00
ENSG00000160200.13	2166.38	1667.00	2397.00	1919.00	2835.00
ENSG00000160201.7	1419.00	1485.00	1633.00	1198.00	1660.00
ENSG00000160202.3	950.49	104.00	157.00	110.00	119.00
ENSG00000160207.4	1623.84	24.00	18.00	23.00	13.00
ENSG00000160208.11	5051.32	1645.00	1915.00	1174.00	1609.00
ENSG00000160209.14	2118.37	2148.00	3048.00	1840.00	2356.00
ENSG00000160211.11	2045.09	819.00	1264.00	3223.00	4431.00
ENSG00000160213.5	2100.42	1659.00	1817.00	1417.00	1914.00
ENSG00000160214.8	1803.01	437.00	490.00	434.00	549.00
ENSG00000160216.14	3836.84	1354.00	1705.00	1392.00	1933.00
ENSG00000160218.8	5421.63	1085.00	1172.00	1083.00	1565.00
ENSG00000160219.7	2572.50	0.00	0.00	0.00	0.00
ENSG00000160221.12	1519.65	707.00	913.00	682.00	911.00
ENSG00000160223.12	6600.51	366.00	484.00	397.00	502.00
ENSG00000160226.11	2501.38	93.56	144.10	145.00	211.88
ENSG00000160229.7	1155.68	13.00	13.00	17.00	14.00
ENSG00000160233.6	2529.00	605.00	913.00	422.00	541.00
ENSG00000160255.12	2198.77	728.00	1082.00	856.00	1077.00
ENSG00000160256.8	907.69	154.00	202.00	170.00	234.75
ENSG00000160271.10	3097.38	693.00	957.00	940.00	1201.00
ENSG00000160282.9	1385.84	1123.00	1818.00	1337.00	1863.00
ENSG00000160284.10	1207.71	100.00	148.00	150.00	170.00
ENSG00000160285.10	3865.85	3383.17	5441.89	3739.41	5355.13
ENSG00000160293.12	4694.64	3548.00	4144.00	3177.00	4346.00
ENSG00000160294.6	4010.01	1567.00	1880.00	1571.00	2229.00
ENSG00000160298.13	1937.45	48.00	94.00	68.00	72.00
ENSG00000160299.12	4716.37	427.00	547.00	399.00	584.00
ENSG00000160305.13	4138.22	1460.00	1724.00	1653.00	2222.00
ENSG00000160310.12	1994.19	1052.00	1259.00	1153.00	1646.00
ENSG00000160318.2	417.00	11.00	17.00	6.00	11.00
ENSG00000160323.14	2200.04	109.00	163.00	53.00	74.00
ENSG00000160325.10	2223.87	256.00	421.00	461.00	575.00
ENSG00000160326.9	2417.62	71.00	108.00	138.00	199.00
ENSG00000160336.10	3464.26	773.00	700.00	673.43	931.00
ENSG00000160345.8	739.32	24.00	25.00	32.00	35.00
ENSG00000160352.11	3785.36	170.00	148.00	139.00	201.00
ENSG00000160360.7	2416.22	62.00	71.00	159.00	254.00
ENSG00000160392.9	1891.08	93.00	124.00	119.00	156.00
ENSG00000160401.10	2708.00	2.00	0.00	1.00	1.00
ENSG00000160404.13	1424.80	67.00	94.00	84.00	118.00
ENSG00000160408.10	2009.91	1519.90	2005.83	2198.46	2975.49
ENSG00000160410.10	1774.90	292.00	512.00	591.00	780.00
ENSG00000160439.11	1912.46	255.00	334.00	277.00	365.00
ENSG00000160445.6	4093.57	913.00	1183.00	891.00	1244.00
ENSG00000160446.14	1147.68	104.00	137.00	210.00	237.00
ENSG00000160447.6	3375.00	164.00	266.00	242.00	360.00
ENSG00000160460.11	1583.66	3.00	3.00	3.00	5.00
ENSG00000160469.12	1500.16	27.00	31.00	55.00	63.00
ENSG00000160471.8	559.59	17.73	10.86	43.75	43.17
ENSG00000160472.4	593.00	1.00	4.00	12.00	13.00
ENSG00000160539.4	2095.00	16.00	24.00	16.00	26.00
ENSG00000160551.5	12120.38	3447.00	3369.00	3099.00	4449.00
ENSG00000160563.9	1431.00	149.89	208.00	202.00	251.87
ENSG00000160570.9	1557.35	316.00	376.00	465.00	593.00
ENSG00000160584.11	4677.35	1147.00	1424.00	1067.00	1406.00
ENSG00000160588.5	3513.60	276.00	287.00	360.00	494.00
ENSG00000160593.13	1889.39	279.00	287.00	223.00	264.00
ENSG00000160602.9	2059.55	128.00	217.00	203.00	267.00
ENSG00000160606.6	888.38	64.00	80.00	122.00	172.00
ENSG00000160613.8	3366.81	424.00	532.00	654.13	953.00
ENSG00000160633.8	2598.37	2683.34	2766.84	2092.33	3039.27
ENSG00000160654.5	2431.10	2.00	1.00	13.00	7.00
ENSG00000160678.7	595.16	1336.00	1575.00	1445.00	2217.00
ENSG00000160679.8	2117.26	910.00	1112.00	793.00	1161.00
ENSG00000160685.9	2779.10	388.00	581.00	665.00	832.00
ENSG00000160688.14	1624.92	173.00	251.00	312.00	461.00
ENSG00000160691.14	2163.76	2341.00	2985.00	4473.00	6328.00
ENSG00000160695.10	2281.94	540.00	686.00	714.00	964.00
ENSG00000160703.11	2711.13	276.00	352.00	337.00	441.00
ENSG00000160710.11	5687.56	4608.00	5189.00	4502.00	6020.00
ENSG00000160712.8	5728.16	1306.00	1447.00	1752.00	2673.00
ENSG00000160714.5	1894.67	1421.00	1440.00	1407.00	2046.00
ENSG00000160716.4	5867.00	1.00	5.00	0.00	2.00
ENSG00000160741.12	1968.63	716.00	922.00	899.00	1050.00
ENSG00000160746.8	1690.27	340.00	346.00	393.00	612.00
ENSG00000160752.10	1157.32	4218.00	5595.00	3836.00	5495.00
ENSG00000160753.11	2008.23	217.00	277.00	337.00	417.00
ENSG00000160766.10	1870.18	38.58	64.08	48.94	79.90
ENSG00000160767.16	2507.46	575.00	820.00	700.00	922.00
ENSG00000160781.11	1928.70	41.00	61.00	71.00	94.00
ENSG00000160783.15	1062.44	548.56	634.91	522.44	671.24
ENSG00000160785.9	3046.70	692.00	792.00	834.00	1081.00
ENSG00000160789.15	1767.82	2214.00	3185.00	3089.00	4318.00
ENSG00000160796.12	3502.68	723.00	1006.00	1003.00	1396.00
ENSG00000160799.7	625.93	368.00	521.00	375.00	575.00
ENSG00000160803.7	3403.62	1455.91	1675.50	1481.65	2000.86
ENSG00000160808.5	795.67	1.00	1.00	0.00	0.00
ENSG00000160813.2	912.64	125.00	173.00	195.00	214.00
ENSG00000160818.12	1807.18	498.00	501.00	379.00	621.00
ENSG00000160828.13	1123.52	110.35	165.28	143.73	201.93
ENSG00000160862.8	1302.36	2916.26	3002.84	3272.05	4496.94
ENSG00000160867.10	2157.16	2357.00	3788.00	2586.00	3247.00
ENSG00000160868.10	2153.00	13.00	7.03	6.02	20.04
ENSG00000160870.8	1635.86	118.00	126.00	205.00	356.00
ENSG00000160877.5	2704.53	1231.00	1719.00	1774.00	2404.00
ENSG00000160883.6	1143.50	1.00	0.00	0.00	0.00
ENSG00000160888.6	2734.41	404.00	592.00	607.00	777.00
ENSG00000160908.14	1689.01	210.00	216.00	202.00	308.00
ENSG00000160917.10	1250.49	346.00	470.00	487.00	575.00
ENSG00000160932.6	1157.06	516.00	711.00	916.00	1038.00
ENSG00000160948.9	937.50	313.00	497.00	424.00	554.00
ENSG00000160949.12	4808.47	179.00	327.00	210.00	290.00
ENSG00000160951.3	1421.00	1.00	1.00	0.00	1.00
ENSG00000160953.10	2197.02	690.00	884.00	772.00	1129.00
ENSG00000160957.8	1925.13	188.00	306.00	124.00	180.00
ENSG00000160959.3	2746.88	166.00	229.00	243.00	361.00
ENSG00000160961.7	2675.69	165.00	211.00	177.00	222.00
ENSG00000160963.9	2995.71	108.00	124.00	176.00	230.00
ENSG00000160972.5	1005.58	315.00	518.00	478.00	601.00
ENSG00000160973.7	2503.00	5.00	6.00	5.00	6.00
ENSG00000160991.11	3611.47	123.00	151.00	296.00	446.00
ENSG00000160993.3	1937.16	73.00	95.00	80.00	129.00
ENSG00000160999.8	960.14	26.00	25.00	42.00	39.00
ENSG00000161010.10	1834.38	608.00	810.00	701.00	891.95
ENSG00000161011.15	2140.94	2629.00	3471.00	5542.00	7451.00
ENSG00000161013.12	1588.24	1483.00	2002.00	3285.00	4277.00
ENSG00000161016.11	817.88	9969.00	13512.00	10376.00	14069.00
ENSG00000161021.7	3780.52	1234.00	1440.23	1163.00	1543.00
ENSG00000161031.8	1554.25	0.00	3.00	1.00	0.00
ENSG00000161036.6	1718.07	110.00	150.00	161.00	203.00
ENSG00000161040.12	1396.08	7.00	10.00	4.00	14.00
ENSG00000161048.7	3305.11	240.00	252.00	214.00	304.00
ENSG00000161057.6	1339.58	857.00	904.00	942.00	1443.00
ENSG00000161082.8	3578.61	80.00	96.00	56.00	83.00
ENSG00000161091.8	1448.17	483.00	681.00	614.00	860.00
ENSG00000161133.12	1188.00	1.21	0.00	0.05	1.15
ENSG00000161149.7	958.00	0.00	0.00	0.00	1.00
ENSG00000161179.9	1291.51	53.00	98.00	90.00	132.00
ENSG00000161180.6	2102.89	2.00	5.00	1.00	6.00
ENSG00000161202.13	4562.70	3192.00	4056.00	3038.00	4217.00
ENSG00000161203.9	1701.83	1952.00	2420.00	2370.00	3393.00
ENSG00000161204.7	1636.16	511.00	691.00	576.00	910.00
ENSG00000161217.7	2556.93	868.00	1062.00	935.00	1493.00
ENSG00000161243.4	1000.56	13.00	24.00	11.00	23.00
ENSG00000161249.16	742.58	684.00	787.00	792.00	1145.00
ENSG00000161265.10	1079.33	112.84	177.12	142.00	198.67
ENSG00000161267.7	1021.27	997.00	1387.00	593.00	870.00
ENSG00000161270.15	2031.60	0.00	0.00	0.00	0.00
ENSG00000161277.9	1389.59	62.00	91.00	88.00	87.00
ENSG00000161298.12	2359.69	269.00	211.00	189.00	309.00
ENSG00000161326.8	1549.84	282.00	375.00	345.00	477.00
ENSG00000161328.10	2769.00	13.00	24.00	26.00	20.00
ENSG00000161395.8	2211.09	152.00	238.00	215.00	276.00
ENSG00000161509.9	2358.16	0.00	1.00	3.00	2.00
ENSG00000161513.7	1639.27	356.00	478.00	736.00	1094.00
ENSG00000161526.10	1276.49	1008.00	1187.00	1130.00	1646.00
ENSG00000161533.7	3737.67	3669.00	4081.00	3162.00	4455.00
ENSG00000161542.12	1188.08	3160.00	3580.00	2984.00	3853.00
ENSG00000161544.5	1333.00	481.93	707.61	1240.90	1674.91
ENSG00000161547.10	1390.39	2877.00	3511.00	2485.00	3234.00
ENSG00000161551.8	1061.65	133.00	139.00	138.00	206.00
ENSG00000161558.6	1484.84	175.00	208.00	130.00	186.00
ENSG00000161570.4	1184.14	5.00	17.00	4.00	5.00
ENSG00000161573.6	1509.11	303.00	357.00	144.00	259.00
ENSG00000161574.11	999.00	28.79	40.99	62.32	53.99
ENSG00000161583.12	914.09	73.19	110.65	66.52	72.41
ENSG00000161594.6	2057.00	1.00	0.00	0.00	1.00
ENSG00000161618.5	1875.09	95.41	153.71	95.00	137.00
ENSG00000161638.6	3084.22	17.00	20.00	14.00	21.00
ENSG00000161640.11	2159.00	0.00	0.00	0.00	0.00
ENSG00000161642.13	2314.97	43.00	96.00	282.00	391.00
ENSG00000161647.14	1653.01	29.00	36.00	54.00	76.00
ENSG00000161653.6	2112.17	89.00	136.00	138.00	183.00
ENSG00000161654.5	2270.15	1748.04	1609.11	1659.06	2177.22
ENSG00000161664.2	1381.51	2.00	5.00	4.00	11.00
ENSG00000161677.7	750.56	6.00	21.00	19.00	29.00
ENSG00000161682.10	2665.95	209.00	301.00	450.00	567.00
ENSG00000161692.13	2157.64	282.00	370.00	277.00	329.00
ENSG00000161714.7	1420.84	488.00	640.00	1636.00	2185.00
ENSG00000161791.9	5185.83	43.00	46.00	92.00	104.00
ENSG00000161800.8	1832.82	426.00	437.00	243.00	348.00
ENSG00000161813.16	3912.02	1606.00	1605.00	1241.00	1624.00
ENSG00000161835.6	1069.41	35.00	57.00	48.00	71.00
ENSG00000161847.9	2620.26	490.78	895.30	462.72	647.79
ENSG00000161860.7	1231.00	19.00	25.00	15.00	16.00
ENSG00000161888.7	1688.45	78.00	92.00	50.00	49.00
ENSG00000161896.6	2644.08	9.00	7.00	22.00	37.00
ENSG00000161904.7	1450.71	1236.00	1537.00	1360.00	1872.00
ENSG00000161905.8	581.00	2.00	3.00	0.00	1.00
ENSG00000161912.13	3533.24	22.00	24.00	87.00	119.00
ENSG00000161914.5	937.96	38.00	87.00	73.00	94.00
ENSG00000161920.5	824.04	160.00	187.00	187.00	231.00
ENSG00000161921.10	1326.88	2951.00	3277.00	3747.00	4780.00
ENSG00000161939.14	1372.77	0.00	2.34	6.46	5.33
ENSG00000161940.6	1077.83	0.00	0.00	0.00	0.00
ENSG00000161944.12	1318.28	4865.00	6076.00	6051.00	7955.00
ENSG00000161955.12	1430.06	74.19	64.98	119.00	162.00
ENSG00000161956.8	1518.57	622.51	720.67	779.44	1011.27
ENSG00000161958.6	2242.47	274.25	317.61	233.74	300.93
ENSG00000161960.10	1557.44	11265.39	12916.90	11395.39	16420.10
ENSG00000161970.8	526.14	11042.25	12250.09	8112.95	11417.36
ENSG00000161980.5	1392.00	76.00	102.00	105.00	140.00
ENSG00000161981.6	946.57	91.00	133.00	89.00	135.00
ENSG00000161992.5	2216.00	7.00	15.00	7.00	5.00
ENSG00000161996.13	1910.63	137.00	188.00	138.00	238.00
ENSG00000161999.7	1657.11	154.00	235.00	159.00	220.00
ENSG00000162004.12	1118.32	9.00	4.00	19.00	36.00
ENSG00000162009.7	2657.00	15.00	39.00	41.00	45.00
ENSG00000162032.11	1510.65	148.00	265.00	227.00	262.00
ENSG00000162039.10	1721.27	3.00	0.00	8.00	13.00
ENSG00000162062.10	1183.00	41.00	45.00	40.00	42.00
ENSG00000162063.8	4262.07	267.00	336.00	217.00	261.00
ENSG00000162065.7	6047.58	510.09	608.00	529.00	723.00
ENSG00000162066.10	1442.84	366.00	571.00	383.00	491.00
ENSG00000162068.1	1986.00	0.00	0.00	4.00	7.00
ENSG00000162069.10	2516.24	0.00	0.00	3.00	3.00
ENSG00000162073.9	2214.31	233.00	329.00	370.00	511.00
ENSG00000162076.8	933.27	87.00	145.00	142.00	205.00
ENSG00000162078.7	797.60	96.00	91.00	231.00	330.00
ENSG00000162086.10	1968.90	69.00	101.00	48.00	61.00
ENSG00000162104.5	6974.07	1911.00	2389.00	1906.00	2624.00
ENSG00000162105.12	3346.89	2137.00	2380.00	1620.00	2105.00
ENSG00000162129.8	2135.26	219.00	284.00	288.00	430.00
ENSG00000162139.5	2863.80	184.00	169.00	192.00	236.00
ENSG00000162144.5	1709.68	242.00	291.00	180.00	296.00
ENSG00000162148.6	935.68	15.00	17.00	23.06	25.64
ENSG00000162174.8	1364.66	995.00	1167.00	758.00	1152.00
ENSG00000162191.9	991.21	1068.00	1197.00	968.00	1528.00
ENSG00000162194.8	657.94	392.88	417.00	510.00	719.00
ENSG00000162222.9	919.42	227.00	285.00	275.00	363.00
ENSG00000162227.3	1126.84	95.00	129.00	106.00	152.00
ENSG00000162231.9	2329.87	1595.00	2065.00	1216.00	1589.00
ENSG00000162236.7	1669.80	604.00	936.00	700.00	968.00
ENSG00000162241.8	2388.16	108.00	182.00	80.00	146.00
ENSG00000162244.6	724.26	8633.91	12622.20	7578.30	9534.55
ENSG00000162267.8	2274.48	38418.00	45176.00	31241.00	41426.00
ENSG00000162290.12	3836.42	1275.00	1363.00	926.00	1135.00
ENSG00000162298.12	2885.39	1741.10	2313.37	1787.21	2422.00
ENSG00000162300.7	1054.91	421.00	492.00	466.00	612.00
ENSG00000162302.8	2479.09	181.00	264.00	267.00	384.00
ENSG00000162337.7	3721.17	6678.00	9173.00	7186.00	9171.00
ENSG00000162341.11	2980.17	95.00	129.00	117.00	148.00
ENSG00000162344.3	2447.00	0.00	5.00	1.00	5.00
ENSG00000162366.3	741.37	6.00	5.00	6.00	9.00
ENSG00000162367.7	4642.00	7.00	6.00	8.00	9.00
ENSG00000162368.9	2074.50	2823.00	2663.00	2460.00	3600.00
ENSG00000162373.8	1716.00	2.00	1.00	0.00	5.00
ENSG00000162377.4	1577.26	228.00	271.00	226.00	312.00
ENSG00000162378.8	8093.00	565.00	617.00	635.00	800.00
ENSG00000162383.7	2387.99	117.00	165.00	182.00	211.00
ENSG00000162384.9	1115.12	501.00	622.00	473.00	606.00
ENSG00000162385.6	703.81	388.00	493.00	297.00	464.00
ENSG00000162390.13	2381.67	38.00	39.00	35.00	38.00
ENSG00000162391.7	1444.00	0.00	1.00	0.00	1.00
