symbol	length	Control_D0	Control_D1	AKAP1_D0	AKAP1_D1
ENSG00000167637.12	1753.43	112.00	98.00	207.00	209.00
ENSG00000167642.8	1226.05	7.00	6.73	19.39	9.00
ENSG00000167644.7	488.96	18.00	6.65	8.63	15.00
ENSG00000167645.12	940.96	702.00	469.00	1125.00	1267.00
ENSG00000167646.9	1000.06	6.00	11.00	99.00	107.00
ENSG00000167653.4	1020.00	1.00	1.00	3.00	6.00
ENSG00000167656.4	834.66	15.00	8.00	5.00	5.00
ENSG00000167657.7	1264.69	413.00	343.00	882.00	1006.00
ENSG00000167658.11	2442.33	92107.00	69973.00	60350.00	65583.00
ENSG00000167664.4	1228.01	76.00	45.00	133.00	140.00
ENSG00000167670.11	3130.56	483.00	394.00	398.00	397.00
ENSG00000167671.7	1618.56	798.00	486.00	1426.00	1548.00
ENSG00000167674.10	2145.40	1174.00	899.00	1420.00	1593.00
ENSG00000167676.3	6341.00	123.00	60.00	189.00	259.00
ENSG00000167680.11	2537.85	2298.00	1637.00	1600.00	1918.00
ENSG00000167685.10	1826.42	733.00	555.00	548.00	580.00
ENSG00000167693.12	2078.20	803.00	594.00	905.00	1025.00
ENSG00000167695.10	2109.66	1108.00	883.00	1174.00	1297.00
ENSG00000167699.9	1592.49	1537.00	1474.00	2125.00	1983.00
ENSG00000167700.4	1526.95	143.00	89.00	289.00	312.00
ENSG00000167701.9	1825.82	107.00	61.00	4.00	11.00
ENSG00000167702.7	2154.69	362.00	228.00	399.00	543.00
ENSG00000167703.10	2578.22	1270.00	972.00	801.00	964.00
ENSG00000167705.7	1115.65	114.00	76.00	126.00	135.00
ENSG00000167711.9	2273.08	25708.00	20596.00	4113.00	4346.00
ENSG00000167716.14	4882.91	810.00	524.00	800.00	990.00
ENSG00000167720.8	1192.20	180.00	170.00	320.00	313.00
ENSG00000167721.6	4854.94	1547.00	1540.00	3417.00	3402.00
ENSG00000167723.10	4555.17	17.00	35.00	123.00	133.00
ENSG00000167733.9	1179.22	47.00	61.00	137.70	137.53
ENSG00000167740.5	1541.55	191.00	218.00	1021.00	1095.00
ENSG00000167741.6	2482.00	8.00	6.00	7.00	6.00
ENSG00000167747.9	1549.49	1135.00	900.00	644.00	754.00
ENSG00000167751.8	811.12	0.00	1.00	9.00	10.00
ENSG00000167755.9	1154.01	3.00	2.00	1.00	6.00
ENSG00000167765.3	1698.00	5.00	4.00	9.00	8.00
ENSG00000167766.14	1845.61	634.00	645.00	925.06	957.00
ENSG00000167767.9	3861.99	12.00	11.00	186.00	206.00
ENSG00000167770.7	1606.22	1893.00	1468.00	3192.00	3695.00
ENSG00000167771.5	2502.24	212.00	143.00	189.00	224.00
ENSG00000167772.7	1821.70	702.00	418.00	965.00	1135.00
ENSG00000167774.2	580.00	26.57	3.55	390.94	454.04
ENSG00000167775.6	1244.78	890.00	550.00	2370.00	2883.00
ENSG00000167778.4	2617.64	474.00	355.00	1329.00	1428.00
ENSG00000167779.3	696.62	41.00	33.00	201.00	212.00
ENSG00000167780.7	1442.44	1699.00	1475.00	135.00	166.00
ENSG00000167785.4	2634.09	305.00	337.00	382.00	381.00
ENSG00000167792.7	1471.58	2228.00	1773.00	2374.00	2705.00
ENSG00000167797.3	1109.94	183.00	122.00	329.00	417.00
ENSG00000167798.12	3526.00	0.00	1.00	0.00	2.00
ENSG00000167799.5	767.95	139.00	86.00	97.00	101.00
ENSG00000167800.9	1548.00	128.00	104.00	2.00	4.00
ENSG00000167807.11	1956.00	4.28	4.77	7.63	9.46
ENSG00000167815.7	984.43	4918.00	4147.00	4380.00	4591.00
ENSG00000167840.9	1708.12	185.00	202.00	326.00	304.00
ENSG00000167842.11	2235.58	339.00	397.00	612.00	532.00
ENSG00000167850.3	1517.00	0.00	0.00	34.00	42.00
ENSG00000167851.9	1459.00	2.00	0.00	4.00	2.00
ENSG00000167861.11	1774.83	189.00	139.00	549.00	567.00
ENSG00000167862.5	879.60	377.00	380.00	728.00	742.00
ENSG00000167863.7	606.94	2662.00	2705.00	4682.00	4252.00
ENSG00000167874.6	875.00	3.00	6.00	3.00	2.00
ENSG00000167880.3	6269.35	712.00	488.00	741.00	891.00
ENSG00000167881.10	2621.18	2887.00	2679.00	5254.00	5353.00
ENSG00000167889.8	3773.67	1.00	1.00	101.00	129.00
ENSG00000167895.10	3643.19	416.00	281.00	81.00	109.00
ENSG00000167900.7	1346.86	648.00	552.00	355.00	406.00
ENSG00000167904.10	1935.23	557.00	537.00	911.00	854.00
ENSG00000167910.3	2950.00	24.00	40.00	2.00	2.00
ENSG00000167914.6	1639.14	1.00	0.00	2.00	4.00
ENSG00000167920.4	1076.34	463.00	450.00	513.00	539.00
ENSG00000167925.11	2150.91	582.00	475.00	1197.00	1306.00
ENSG00000167930.11	2212.19	2042.00	1412.00	3367.00	3855.00
ENSG00000167962.8	2819.56	318.00	200.00	336.00	418.00
ENSG00000167964.8	1619.16	76.00	61.00	98.00	126.00
ENSG00000167965.13	1540.69	670.00	512.00	962.00	1113.00
ENSG00000167967.11	2468.81	184.00	119.00	301.00	437.00
ENSG00000167968.8	1658.56	10.00	9.00	7.00	9.00
ENSG00000167969.8	1185.34	823.00	585.00	584.00	648.00
ENSG00000167971.14	5055.31	118.00	109.00	96.00	136.00
ENSG00000167972.9	4785.75	65.00	56.00	972.00	1110.00
ENSG00000167977.4	2430.35	756.00	597.00	995.00	1136.00
ENSG00000167978.12	3119.61	11660.00	8744.00	10852.00	11867.00
ENSG00000167981.4	1831.00	45.00	55.00	145.00	125.00
ENSG00000167984.12	6310.00	5.00	2.00	0.00	1.00
ENSG00000167985.2	927.70	437.59	460.74	541.51	555.41
ENSG00000167986.9	3521.59	11311.00	10277.00	10936.00	11752.00
ENSG00000167987.6	2231.23	482.00	370.00	613.00	704.00
ENSG00000167992.8	2768.72	3534.00	2208.00	759.00	871.00
ENSG00000167994.7	1473.56	47.00	35.00	63.00	57.00
ENSG00000167995.11	2272.03	4.00	8.00	30.00	18.00
ENSG00000167996.11	1008.74	37828.18	34434.30	20607.94	20320.46
ENSG00000168000.10	993.10	62.99	37.75	374.03	406.51
ENSG00000168002.7	831.89	652.00	653.00	1055.00	943.00
ENSG00000168003.12	1687.77	2425.00	2008.00	2889.00	3514.00
ENSG00000168005.4	1948.33	594.00	369.00	930.00	1077.00
ENSG00000168010.6	2337.83	343.00	297.00	344.00	374.00
ENSG00000168014.12	2924.12	283.00	269.00	755.00	797.00
ENSG00000168016.9	5012.10	63.00	69.00	171.00	188.00
ENSG00000168026.12	1958.00	10.00	10.00	58.00	62.00
ENSG00000168028.9	1129.63	22943.42	23160.96	16640.38	17720.89
ENSG00000168032.4	1658.00	1.00	0.00	0.00	1.00
ENSG00000168036.12	3257.87	7922.00	7751.00	11871.00	12081.00
ENSG00000168038.6	2176.61	80.00	91.00	202.00	190.00
ENSG00000168040.4	1841.00	284.00	295.00	718.00	791.00
ENSG00000168056.10	2612.03	1264.00	893.00	1084.00	1319.00
ENSG00000168060.10	1914.85	1191.00	1055.00	157.00	107.00
ENSG00000168061.9	1307.97	210.00	156.00	393.00	392.00
ENSG00000168062.5	2113.47	103.00	70.00	124.00	137.00
ENSG00000168065.11	2173.90	23.00	13.00	67.00	58.00
ENSG00000168066.16	1896.21	2957.00	2188.00	3374.00	3747.00
ENSG00000168067.7	2582.12	378.00	291.00	799.00	944.00
ENSG00000168071.17	840.77	112.00	86.00	245.00	240.00
ENSG00000168077.9	3358.63	1181.00	998.00	270.00	295.00
ENSG00000168078.5	2020.32	551.00	636.00	284.00	253.00
ENSG00000168081.4	1200.00	0.00	2.00	0.00	1.00
ENSG00000168090.5	1315.09	1624.00	1443.00	1921.00	2018.00
ENSG00000168092.9	4188.40	2531.00	2527.00	4536.00	4500.00
ENSG00000168096.10	1538.63	138.00	72.00	162.00	173.00
ENSG00000168101.10	1355.91	450.00	352.00	635.00	731.00
ENSG00000168116.9	2898.50	451.00	427.00	655.00	562.00
ENSG00000168118.7	1886.94	2128.00	2256.00	1507.00	1403.00
ENSG00000168124.2	942.00	5.00	3.00	5.00	8.00
ENSG00000168126.3	939.00	2.00	0.00	0.00	1.00
ENSG00000168135.4	2065.00	0.00	0.00	4.00	3.00
ENSG00000168137.11	3848.66	3305.00	3084.00	2652.00	2763.00
ENSG00000168140.4	2806.00	736.00	450.00	535.00	506.00
ENSG00000168152.8	3022.48	225.00	235.00	334.00	399.00
ENSG00000168159.9	935.92	1523.00	1203.00	1605.00	1912.00
ENSG00000168172.4	5784.66	1636.00	1727.00	1904.00	1665.00
ENSG00000168175.10	2776.60	1746.00	1660.00	4104.00	3997.00
ENSG00000168209.4	1728.50	2171.00	1698.00	1432.00	1663.00
ENSG00000168214.16	3687.87	2428.00	2349.00	1285.00	1240.00
ENSG00000168216.6	2144.79	1223.00	1127.00	2099.00	2003.00
ENSG00000168228.10	2531.79	391.00	325.00	172.00	264.00
ENSG00000168234.8	1877.81	611.00	601.00	441.00	419.00
ENSG00000168237.13	1637.48	1617.00	1216.00	407.00	468.00
ENSG00000168243.6	1871.18	2482.00	2417.00	523.00	522.00
ENSG00000168246.5	3301.00	1039.00	1062.00	1213.00	1161.00
ENSG00000168255.14	757.23	426.53	433.49	478.56	457.57
ENSG00000168256.13	2137.98	1007.00	900.00	1715.00	1773.00
ENSG00000168259.10	1619.12	1854.00	1941.00	4261.00	4305.00
ENSG00000168264.6	1984.23	7789.00	6748.00	5077.00	4982.00
ENSG00000168268.6	1627.77	3570.00	3075.00	2032.00	2150.00
ENSG00000168273.3	498.17	141.00	118.00	247.00	257.00
ENSG00000168274.3	547.00	25.00	30.00	85.00	111.00
ENSG00000168275.10	722.10	611.00	579.00	919.00	827.00
ENSG00000168280.12	6470.37	31.00	24.00	901.00	855.00
ENSG00000168282.4	2710.00	845.00	823.00	836.00	794.00
ENSG00000168283.9	2756.64	1288.93	1258.96	1517.39	1477.00
ENSG00000168286.1	1885.00	908.00	831.00	708.00	753.00
ENSG00000168288.8	1440.84	2865.00	2786.00	4315.00	4013.00
ENSG00000168291.8	1524.96	4200.00	3813.00	3637.00	3418.00
ENSG00000168297.11	1913.65	431.00	437.00	180.00	181.00
ENSG00000168298.4	785.00	12.00	8.00	14.00	10.00
ENSG00000168300.9	2453.45	1026.00	1016.00	1676.00	1519.00
ENSG00000168301.8	1528.52	384.00	314.00	303.00	268.00
ENSG00000168303.6	7668.00	868.00	811.00	891.00	958.00
ENSG00000168306.8	1624.08	1351.00	1312.00	489.00	539.00
ENSG00000168310.6	2028.65	645.00	660.00	417.00	424.00
ENSG00000168329.9	2330.83	1.00	1.00	0.00	0.00
ENSG00000168350.6	1401.89	2.00	1.00	21.00	18.00
ENSG00000168356.7	5262.00	11.00	9.00	1.00	3.00
ENSG00000168374.6	1599.82	5472.00	5392.00	5441.00	5195.00
ENSG00000168385.13	2457.30	19342.00	19695.00	19713.00	19557.00
ENSG00000168386.14	3272.89	3508.00	3180.00	10104.00	9663.00
ENSG00000168389.13	1950.19	0.00	0.00	27.00	11.00
ENSG00000168393.8	1183.85	541.00	479.00	833.00	903.00
ENSG00000168394.9	2472.56	801.00	720.00	1580.00	1734.00
ENSG00000168395.10	1993.64	1059.00	949.00	1181.00	1252.00
ENSG00000168397.12	1244.90	3077.00	2450.00	2820.00	3063.00
ENSG00000168398.5	4170.50	0.00	0.00	1.13	0.00
ENSG00000168404.8	2223.13	142.00	106.00	291.00	291.00
ENSG00000168411.9	4277.08	1042.00	1088.00	1689.00	1653.00
ENSG00000168412.6	1289.00	0.00	0.00	4.00	7.00
ENSG00000168421.8	1367.24	9.00	12.00	53.00	52.00
ENSG00000168427.7	3685.00	2.00	4.00	3.00	2.00
ENSG00000168434.8	2603.60	770.00	634.00	961.00	1007.00
ENSG00000168438.10	3529.58	632.00	755.00	1237.00	1085.00
ENSG00000168439.12	2105.39	3120.00	2946.00	7249.00	7867.00
ENSG00000168453.10	3367.93	72.00	39.00	39.00	21.00
ENSG00000168454.10	1703.00	0.00	0.00	0.00	2.00
ENSG00000168461.8	3256.02	5.00	11.00	97.00	102.00
ENSG00000168476.7	1607.34	292.00	210.00	361.00	390.00
ENSG00000168477.13	4032.00	106.08	55.00	61.00	75.00
ENSG00000168481.4	3263.02	0.00	3.00	13.00	13.00
ENSG00000168487.13	3075.33	323.00	248.00	653.00	762.00
ENSG00000168488.14	2306.36	4980.00	3805.00	4088.00	4602.00
ENSG00000168490.9	2286.35	14.00	8.00	34.00	42.00
ENSG00000168491.5	1822.31	1.00	1.00	6.00	6.00
ENSG00000168495.8	1919.01	1903.00	1852.00	1290.00	1417.00
ENSG00000168496.3	2202.46	498.00	474.00	598.00	575.00
ENSG00000168497.4	3229.00	761.00	601.00	1241.00	1189.00
ENSG00000168502.13	3208.31	43.00	33.00	216.00	240.00
ENSG00000168505.6	1421.33	0.00	0.00	12.00	25.00
ENSG00000168509.13	1517.40	0.00	2.00	0.00	0.00
ENSG00000168517.6	1047.69	665.00	527.00	910.00	994.00
ENSG00000168522.8	1684.01	1254.17	1242.68	1193.04	1236.99
ENSG00000168528.7	1999.55	3256.00	1892.00	506.00	585.00
ENSG00000168538.11	4094.43	826.00	889.00	1736.00	1676.00
ENSG00000168542.8	5435.06	0.00	1.00	570.00	638.00
ENSG00000168556.5	903.88	123.00	177.00	252.00	256.00
ENSG00000168564.5	2617.85	479.00	478.00	527.00	526.00
ENSG00000168566.11	4081.65	1329.00	1334.00	1767.00	1713.00
ENSG00000168569.7	1262.42	157.00	157.00	292.00	359.00
ENSG00000168575.5	2807.72	1139.00	1023.00	1993.00	2009.00
ENSG00000168591.11	1936.75	893.00	804.00	1016.00	1051.00
ENSG00000168610.10	4275.45	3497.00	3232.00	7105.00	7535.00
ENSG00000168612.4	2242.78	337.00	341.00	498.00	493.00
ENSG00000168614.13	3021.25	514.98	476.62	631.86	655.80
ENSG00000168615.7	3794.93	3787.00	3640.00	16178.00	16167.00
ENSG00000168619.11	1429.00	0.00	0.00	0.00	1.00
ENSG00000168621.10	3655.00	5.00	3.00	58.00	67.00
ENSG00000168646.8	3523.77	1803.13	1494.00	2126.00	2145.00
ENSG00000168653.6	546.02	1757.00	1736.00	4160.00	4042.00
ENSG00000168661.10	2185.05	103.00	94.00	136.00	126.00
ENSG00000168671.5	2355.00	0.00	2.00	8.00	8.00
ENSG00000168672.3	3238.08	77.00	109.00	67.00	70.00
ENSG00000168675.14	1513.25	624.00	589.00	106.00	97.00
ENSG00000168676.6	575.00	1.00	1.00	3.00	5.00
ENSG00000168679.13	2025.76	65.00	58.00	304.00	309.00
ENSG00000168701.14	795.38	846.00	791.00	1420.00	1560.00
ENSG00000168702.12	7837.49	0.00	2.00	1.00	3.00
ENSG00000168710.13	3953.68	3928.00	3760.00	4594.00	4627.00
ENSG00000168724.10	2186.50	981.00	1024.00	1466.00	1430.00
ENSG00000168734.9	1198.21	732.00	554.00	1060.00	1241.00
ENSG00000168743.8	3212.90	435.00	395.00	3376.00	3019.00
ENSG00000168748.9	1476.33	0.00	1.00	2.00	0.00
ENSG00000168758.6	3075.94	1793.00	1384.00	3309.00	3568.00
ENSG00000168763.11	3432.32	2006.00	1925.00	1235.00	1351.00
ENSG00000168765.11	1382.67	917.68	821.00	619.45	648.44
ENSG00000168769.8	9511.10	456.00	483.00	615.00	614.00
ENSG00000168772.9	4766.51	1.00	0.00	2.00	3.00
ENSG00000168778.7	2804.95	207.00	202.00	759.00	748.00
ENSG00000168779.15	1890.00	2.00	1.00	11.00	4.00
ENSG00000168781.17	4001.43	436.58	439.00	765.25	798.33
ENSG00000168785.3	3065.21	11.00	11.00	48.00	83.00
ENSG00000168792.4	3592.00	216.00	230.00	552.00	557.00
ENSG00000168795.4	4627.00	843.00	797.00	899.00	952.00
ENSG00000168802.8	1640.33	1956.67	1866.01	4132.00	4372.00
ENSG00000168803.10	2439.47	318.00	335.00	571.00	538.00
ENSG00000168806.6	2423.46	87.00	76.00	401.00	450.00
ENSG00000168807.12	9474.71	811.00	962.00	1865.00	1737.00
ENSG00000168811.2	1522.00	4.00	11.00	13.00	1.00
ENSG00000168813.12	6096.44	808.00	931.00	1208.00	1206.00
ENSG00000168818.5	1556.97	499.00	511.00	972.00	1124.00
ENSG00000168824.10	1443.26	0.00	0.00	5.00	6.00
ENSG00000168826.11	2741.51	73.00	69.00	97.00	90.00
ENSG00000168827.10	3257.88	716.00	734.00	1444.00	1443.00
ENSG00000168843.9	2759.15	3.00	7.00	18.00	17.00
ENSG00000168852.8	592.86	3.00	3.80	3.95	3.00
ENSG00000168872.11	2976.38	2034.03	2012.69	3280.77	3426.75
ENSG00000168874.8	1893.31	5.00	2.00	13.00	18.00
ENSG00000168876.4	1621.72	200.00	247.00	325.00	355.00
ENSG00000168883.15	1940.27	1544.00	1531.00	1848.00	1940.00
ENSG00000168884.10	1863.62	566.00	434.00	842.00	962.00
ENSG00000168887.6	1608.96	1016.00	979.00	907.00	943.00
ENSG00000168890.9	1523.57	1566.00	1244.00	593.00	658.00
ENSG00000168894.5	567.59	2397.00	2314.00	1884.00	1906.00
ENSG00000168899.4	678.03	238.00	217.00	727.00	911.00
ENSG00000168904.10	1266.56	366.00	337.00	418.00	405.00
ENSG00000168906.8	2367.38	3411.00	3248.00	3232.00	3432.00
ENSG00000168907.9	2113.25	0.00	0.00	0.00	0.00
ENSG00000168913.6	1082.00	1.00	0.00	63.00	74.00
ENSG00000168916.11	2612.52	78.00	72.00	108.00	95.00
ENSG00000168917.8	1692.22	324.00	348.00	890.00	885.00
ENSG00000168918.9	2995.63	2517.00	2234.00	933.00	992.00
ENSG00000168924.10	4310.91	913.00	739.00	1265.00	1509.00
ENSG00000168925.6	858.00	0.00	2.00	0.00	4.10
ENSG00000168928.8	901.00	3.00	0.00	3.00	1.90
ENSG00000168936.6	2584.91	1058.00	915.00	1245.00	1292.00
ENSG00000168938.5	1378.86	114.00	98.00	1424.00	1421.00
ENSG00000168939.6	9019.00	5.00	8.00	50.00	34.00
ENSG00000168944.11	4666.70	337.00	316.00	986.00	958.00
ENSG00000168952.11	1482.80	1233.00	1197.00	594.00	584.00
ENSG00000168958.15	1281.25	2422.00	2441.00	3363.00	3263.00
ENSG00000168961.12	1288.02	21.00	13.00	7.00	9.00
ENSG00000168970.16	7033.94	193.41	154.61	217.73	273.14
ENSG00000168993.10	1451.28	11.00	6.00	5.00	18.00
ENSG00000168994.9	1612.17	1192.00	1042.00	819.00	883.00
ENSG00000169016.12	2053.37	892.70	879.57	2247.12	2238.22
ENSG00000169018.5	6753.45	1707.00	1746.00	2176.00	2036.00
ENSG00000169019.9	1397.00	174.00	249.00	847.00	775.00
ENSG00000169020.5	364.16	1707.00	1488.00	1776.00	1734.00
ENSG00000169021.4	1530.00	2052.83	2017.81	3016.70	3029.57
ENSG00000169026.8	1397.82	3.00	2.00	3.00	5.00
ENSG00000169032.5	2620.93	1774.00	1595.00	2582.00	2652.00
ENSG00000169045.13	1527.45	9303.00	8912.00	10649.00	10124.83
ENSG00000169047.5	8015.18	2002.00	1578.00	1151.00	1249.00
ENSG00000169057.15	2479.04	802.00	653.00	795.00	860.00
ENSG00000169059.8	901.50	0.00	0.00	0.00	0.00
ENSG00000169062.10	1771.76	1170.32	1153.94	1596.08	1519.22
ENSG00000169084.8	1684.81	595.00	475.00	535.00	594.00
ENSG00000169085.7	3227.00	1.00	1.00	6.00	10.00
ENSG00000169087.6	1801.77	65.00	69.00	235.00	306.00
ENSG00000169093.10	1981.32	384.00	299.00	984.00	1100.00
ENSG00000169100.8	2050.90	12604.00	9205.00	7526.00	8393.00
ENSG00000169105.6	2118.81	347.00	248.00	1105.00	1186.00
ENSG00000169116.7	5011.00	0.00	0.00	30.00	26.00
ENSG00000169118.11	6619.38	465.76	469.56	666.11	663.83
ENSG00000169122.7	2813.48	41.00	57.00	192.00	186.00
ENSG00000169129.10	3705.00	0.00	0.00	11.00	7.00
ENSG00000169131.6	2484.00	106.06	89.58	221.72	203.43
ENSG00000169136.4	1794.06	162.00	152.00	415.00	467.00
ENSG00000169139.7	1362.45	1554.00	1576.00	2510.00	2341.00
ENSG00000169155.5	4590.17	322.00	340.00	747.00	777.00
ENSG00000169169.10	700.00	3.00	2.00	15.00	12.00
ENSG00000169174.9	3637.82	13698.00	11451.00	1483.00	1571.00
ENSG00000169180.7	2633.92	1985.00	1744.00	4009.00	4365.00
ENSG00000169184.5	7556.00	0.00	3.00	3.00	2.00
ENSG00000169188.4	2867.86	360.00	351.00	695.00	766.00
ENSG00000169189.12	1009.41	1047.00	898.00	1859.00	1875.00
ENSG00000169193.7	1785.81	135.00	178.00	443.00	454.00
ENSG00000169194.5	1147.40	0.00	0.00	0.00	0.00
ENSG00000169203.12	1053.41	393.51	330.74	260.19	265.92
ENSG00000169213.6	12844.00	203.00	212.00	550.00	607.00
ENSG00000169217.4	1739.52	1139.00	1176.00	3081.00	3199.00
ENSG00000169220.13	924.93	185.00	161.00	338.00	310.00
ENSG00000169221.9	3298.66	1311.00	990.00	1490.00	1630.00
ENSG00000169223.10	1168.02	2703.00	2087.00	5026.00	5282.00
ENSG00000169228.9	1409.55	650.00	475.89	533.00	617.00
ENSG00000169230.5	1237.74	2636.42	2508.29	2297.47	2456.56
ENSG00000169231.9	1987.60	55.00	50.00	233.00	250.00
ENSG00000169239.8	2942.32	54.52	64.23	84.92	84.65
ENSG00000169241.13	1150.54	599.00	546.00	670.00	714.00
ENSG00000169242.7	1457.77	8045.00	7125.00	3503.00	3434.00
ENSG00000169246.12	1352.47	1103.57	649.35	689.57	726.46
ENSG00000169247.7	2618.73	11.00	4.00	38.00	53.00
ENSG00000169248.8	1186.50	0.00	1.00	0.00	0.00
ENSG00000169249.8	1435.96	103.00	79.00	170.00	151.96
ENSG00000169251.8	2519.51	2017.00	2218.00	3506.00	3183.00
ENSG00000169252.4	2041.00	0.00	0.00	5.00	8.00
ENSG00000169258.6	4211.00	33.00	19.00	250.00	261.00
ENSG00000169282.13	987.47	0.00	0.00	4.00	10.00
ENSG00000169288.13	1311.95	361.00	364.00	726.00	649.00
ENSG00000169297.6	1238.00	0.00	0.00	0.00	0.00
ENSG00000169299.9	2734.46	539.00	556.00	1665.00	1684.00
ENSG00000169306.5	3359.72	0.00	0.00	13.00	28.00
ENSG00000169330.4	6732.00	12.00	16.00	36.00	35.00
ENSG00000169340.5	1376.50	2.00	5.00	0.00	0.00
ENSG00000169347.12	1255.00	0.00	0.00	0.00	0.00
ENSG00000169359.9	2789.44	898.00	904.00	1354.00	1296.00
ENSG00000169371.9	1470.70	137.37	156.10	450.31	463.79
ENSG00000169372.8	1084.11	293.00	281.00	223.00	243.00
ENSG00000169375.11	4768.14	1597.00	1584.00	1976.00	1870.00
ENSG00000169379.11	2976.94	126.00	162.00	434.00	355.00
ENSG00000169385.2	755.00	0.00	0.00	0.00	0.00
ENSG00000169398.15	3109.80	2655.00	2557.00	2631.00	2717.00
ENSG00000169402.11	2215.85	2.50	0.50	3.90	1.50
ENSG00000169403.7	3451.20	621.00	448.00	41.00	48.00
ENSG00000169410.5	3902.12	914.00	961.00	1111.00	1198.00
ENSG00000169418.9	4236.00	1.00	0.00	1.00	1.00
ENSG00000169427.2	678.18	1.00	0.00	69.00	66.00
ENSG00000169429.6	1678.34	5.00	7.00	323.00	396.00
ENSG00000169432.10	8937.77	2546.00	2528.00	3124.99	2872.00
ENSG00000169435.9	4619.67	0.00	3.00	8.00	7.00
ENSG00000169439.7	1832.64	15294.00	15677.00	12522.00	11041.00
ENSG00000169442.4	468.00	0.00	2.00	56.00	47.00
ENSG00000169446.4	3686.68	647.00	636.00	1683.00	1566.00
ENSG00000169490.12	1475.41	576.00	549.00	1886.00	1873.00
ENSG00000169499.10	4527.42	1391.00	1336.00	593.00	558.00
ENSG00000169504.10	4346.00	4422.80	5059.00	3501.98	3374.00
ENSG00000169507.5	1436.46	340.00	354.00	137.00	121.00
ENSG00000169515.5	3213.00	1.00	1.00	2.00	1.00
ENSG00000169519.15	2900.40	453.51	423.00	417.00	401.00
ENSG00000169548.3	2148.00	31.00	22.00	82.00	93.00
ENSG00000169550.8	2540.22	353.00	355.00	840.00	776.00
ENSG00000169551.8	1445.00	0.00	1.00	4.00	1.00
ENSG00000169554.12	3955.65	1.00	2.00	19.00	20.00
ENSG00000169562.9	1851.92	3824.00	3470.00	536.00	571.00
ENSG00000169564.5	1748.00	10604.00	8640.00	11247.00	12030.00
ENSG00000169567.7	1017.86	8401.00	8357.00	5448.00	4805.00
ENSG00000169570.5	4052.94	140.00	149.00	289.00	261.00
ENSG00000169583.12	1017.00	15.00	10.00	16.00	6.00
ENSG00000169592.10	1324.04	881.00	684.00	1862.00	1950.00
ENSG00000169598.11	2291.98	102.00	96.00	202.00	223.00
ENSG00000169599.8	941.30	952.00	861.00	1308.00	1319.00
ENSG00000169604.15	4659.70	723.00	813.00	2960.00	2735.00
ENSG00000169607.8	4235.36	555.00	540.00	186.00	196.00
ENSG00000169609.9	672.41	207.00	229.00	378.00	334.00
ENSG00000169612.3	1568.00	690.00	679.17	1172.00	1053.24
ENSG00000169621.5	3813.77	28.00	37.00	210.00	223.00
ENSG00000169627.7	414.25	392.39	264.52	591.92	630.70
ENSG00000169629.7	5305.48	293.47	316.94	718.21	744.02
ENSG00000169635.5	6782.71	1331.00	1123.00	710.00	736.00
ENSG00000169641.9	7311.28	1041.00	957.00	2051.00	1912.00
ENSG00000169660.11	1231.13	550.00	373.00	510.00	554.00
ENSG00000169668.7	1842.00	2.11	1.17	1.07	5.38
ENSG00000169679.10	3281.14	1121.00	1128.00	906.00	833.00
ENSG00000169682.13	2054.35	1228.37	853.55	1763.04	2078.99
ENSG00000169683.3	2166.77	274.00	219.00	447.00	509.00
ENSG00000169684.9	1792.29	65.00	62.00	377.00	358.00
ENSG00000169688.10	365.50	0.00	0.00	0.00	0.00
ENSG00000169689.10	760.45	410.00	324.00	769.00	824.00
ENSG00000169692.8	1492.61	366.00	231.00	295.00	318.00
ENSG00000169696.11	1286.21	3257.00	2056.00	1315.00	1464.00
ENSG00000169710.6	3954.64	29977.00	16097.00	6974.00	7973.00
ENSG00000169714.12	1612.09	6752.00	6704.00	8275.00	8152.00
ENSG00000169715.10	629.54	145.00	77.00	610.00	661.00
ENSG00000169718.13	1532.94	1698.00	1090.00	2776.00	3255.00
ENSG00000169727.8	1730.44	2203.00	1666.00	2099.00	2447.00
ENSG00000169733.7	1603.98	1661.00	1051.00	1134.00	1270.00
ENSG00000169738.3	822.57	1263.00	956.00	1534.00	1687.00
ENSG00000169740.9	1107.24	167.00	168.00	532.00	619.00
ENSG00000169750.4	1069.75	135.00	75.00	219.00	278.00
ENSG00000169756.12	3688.44	2005.25	1966.73	1988.02	1900.18
ENSG00000169758.8	2292.00	3.00	4.00	5.00	5.00
ENSG00000169762.12	2217.13	880.00	834.00	608.00	595.00
ENSG00000169764.10	2125.55	4957.00	4958.00	5500.00	5004.00
ENSG00000169783.8	1035.00	2.00	0.00	10.00	3.00
ENSG00000169813.12	2264.68	5101.00	5082.00	5115.00	5112.00
ENSG00000169814.8	1872.82	663.00	547.00	1300.00	1293.00
ENSG00000169826.6	3730.00	307.00	328.00	1037.00	1073.00
ENSG00000169855.15	3752.17	4671.00	4615.00	10461.00	10156.00
ENSG00000169856.7	748.70	163.00	141.00	25.00	21.00
ENSG00000169857.3	1605.00	174.00	132.00	422.00	439.00
ENSG00000169862.14	629.33	0.00	0.00	5.00	2.00
ENSG00000169871.8	2392.68	347.00	319.00	626.00	641.00
ENSG00000169884.9	1815.32	2.00	2.00	13.00	14.00
ENSG00000169885.5	1080.50	2.00	1.00	1.00	0.00
ENSG00000169891.13	2108.00	19.00	25.00	15.00	22.00
