symbol	length	Control_D0	Control_D1	ACO1_D0	ACO1_D1
ENSG00000163319.6	685.43	304.00	323.00	374.00	337.00
ENSG00000163320.6	3140.12	1468.00	1453.00	1234.00	1125.00
ENSG00000163322.9	2471.23	384.00	388.00	449.00	409.00
ENSG00000163328.9	6305.56	30.00	22.00	38.00	31.00
ENSG00000163344.5	1280.00	170.00	189.00	296.00	292.00
ENSG00000163346.12	2679.47	1196.00	1240.00	738.00	691.00
ENSG00000163347.5	3407.99	1752.00	1667.00	2497.00	2427.00
ENSG00000163348.3	3122.42	769.00	754.00	1055.00	1019.18
ENSG00000163349.17	6577.02	1480.00	1478.00	1833.00	1683.00
ENSG00000163354.10	841.03	2.00	4.00	2.00	2.00
ENSG00000163359.11	5301.38	2.00	2.00	3.00	3.00
ENSG00000163362.6	3234.55	347.00	353.00	411.00	438.00
ENSG00000163374.15	2487.19	966.32	1006.76	1130.44	1051.40
ENSG00000163376.7	4617.31	51.00	45.00	99.00	87.00
ENSG00000163377.10	2292.00	33.00	27.00	12.00	9.00
ENSG00000163378.9	2807.84	262.00	253.00	433.00	431.00
ENSG00000163382.7	1113.83	482.00	517.00	624.00	625.00
ENSG00000163386.16	4249.09	359.96	389.55	839.05	763.80
ENSG00000163389.6	2816.79	449.00	429.00	508.00	457.00
ENSG00000163393.8	3843.39	47.00	42.00	18.00	21.00
ENSG00000163395.12	9689.01	38.00	36.00	780.00	679.00
ENSG00000163399.11	3591.32	19411.00	19811.00	33789.00	33005.00
ENSG00000163406.6	2397.00	28.00	40.00	25.00	31.00
ENSG00000163412.8	4131.92	13.00	21.00	42.00	39.00
ENSG00000163428.3	7903.00	1279.00	1182.00	1114.00	1070.00
ENSG00000163430.5	1421.75	2.00	10.00	7.00	10.00
ENSG00000163431.11	3970.00	0.00	0.00	0.00	0.00
ENSG00000163435.11	1457.40	541.86	581.00	507.00	524.73
ENSG00000163444.7	2202.37	676.38	696.09	865.06	785.14
ENSG00000163449.6	2522.07	111.00	121.00	109.00	112.00
ENSG00000163453.7	1427.00	22.00	32.00	165.00	146.00
ENSG00000163462.13	2986.64	7.00	6.00	6.00	6.00
ENSG00000163463.7	625.65	429.36	493.00	588.00	580.00
ENSG00000163466.11	1472.57	3012.00	3164.00	5664.00	5285.00
ENSG00000163467.7	598.00	4.00	6.00	13.00	6.00
ENSG00000163468.10	2069.29	5348.00	5614.00	7956.00	7227.00
ENSG00000163472.14	2243.31	59.00	59.00	91.00	88.00
ENSG00000163479.9	1121.98	2375.00	2441.00	3175.00	2937.00
ENSG00000163481.3	1150.75	248.00	252.00	503.00	475.00
ENSG00000163482.7	1514.14	1241.00	1297.00	1910.00	1805.00
ENSG00000163485.11	1880.08	1.00	1.00	5.00	5.00
ENSG00000163486.8	2538.02	1852.01	1783.66	2623.26	2509.61
ENSG00000163491.12	1997.84	70.00	65.00	103.00	109.00
ENSG00000163492.9	3576.56	0.00	0.00	0.00	0.00
ENSG00000163501.6	2023.00	2.00	0.00	1.00	0.00
ENSG00000163507.9	2941.94	577.00	454.00	439.00	389.00
ENSG00000163508.8	3386.00	1.00	1.00	1.00	2.00
ENSG00000163510.9	3047.86	869.00	813.00	871.00	857.00
ENSG00000163512.9	1164.66	717.00	687.00	860.00	855.00
ENSG00000163513.13	4613.77	7171.00	6677.00	13561.00	13255.00
ENSG00000163516.9	1765.05	3384.00	3517.00	2319.00	2286.00
ENSG00000163517.10	2071.26	955.00	1074.00	792.00	817.00
ENSG00000163520.9	2328.25	0.00	2.00	0.00	0.00
ENSG00000163521.11	1846.02	91.00	102.00	102.00	82.00
ENSG00000163527.5	3254.05	4895.00	4850.00	9564.00	8780.00
ENSG00000163528.8	1422.68	257.00	261.00	239.00	256.00
ENSG00000163531.11	2728.00	0.00	1.00	0.00	1.00
ENSG00000163535.13	3972.99	691.00	571.00	498.00	454.00
ENSG00000163536.8	1890.70	255.00	255.00	396.00	337.00
ENSG00000163539.11	3883.76	808.00	789.00	764.00	727.00
ENSG00000163541.7	1431.10	910.00	882.00	737.00	624.00
ENSG00000163545.7	3405.00	42.00	56.00	177.00	170.00
ENSG00000163558.8	4142.95	1111.00	1082.00	1176.00	1052.00
ENSG00000163565.14	2259.42	0.00	1.00	2.00	2.00
ENSG00000163576.13	2361.63	3.00	4.00	4.00	11.00
ENSG00000163577.3	2307.98	114.00	91.00	262.00	235.00
ENSG00000163581.9	2760.27	612.00	566.00	380.00	347.00
ENSG00000163584.13	594.45	683.00	635.00	1373.00	1166.00
ENSG00000163586.5	552.60	16300.00	17259.00	4391.00	3948.00
ENSG00000163590.9	6293.20	35.00	38.00	57.00	45.00
ENSG00000163596.12	2644.44	58.00	57.00	127.00	96.00
ENSG00000163597.10	1632.79	2604.00	2688.00	2336.00	2292.00
ENSG00000163599.10	1153.73	0.00	0.00	1.00	3.00
ENSG00000163602.9	7512.00	1273.00	1368.00	1044.00	989.00
ENSG00000163605.10	3575.31	1894.98	1809.99	2195.00	1916.00
ENSG00000163606.6	1859.00	0.00	0.00	1.00	0.00
ENSG00000163607.10	1308.01	140.00	139.00	164.00	135.00
ENSG00000163608.10	1834.96	558.00	527.00	684.00	705.00
ENSG00000163611.7	3097.17	466.00	417.00	570.00	516.00
ENSG00000163617.6	3592.48	65.00	77.00	79.00	68.00
ENSG00000163624.5	4461.00	188.00	181.00	193.00	171.00
ENSG00000163625.11	7005.58	1303.00	1283.00	1944.00	1994.00
ENSG00000163626.12	2507.73	314.00	260.00	294.00	332.00
ENSG00000163630.6	1250.27	0.00	0.00	2.00	0.00
ENSG00000163631.12	1933.21	461597.00	470506.00	218865.00	203571.00
ENSG00000163633.6	1246.33	111.00	120.00	150.00	152.00
ENSG00000163634.7	972.12	472.00	503.00	683.00	688.00
ENSG00000163635.13	5505.10	654.00	632.00	823.00	828.00
ENSG00000163636.6	1416.75	914.00	889.00	1240.00	1139.00
ENSG00000163637.7	8305.00	1.00	1.00	7.00	2.00
ENSG00000163638.9	2820.72	3.00	4.00	14.00	6.00
ENSG00000163644.10	4350.24	323.00	320.00	340.00	298.00
ENSG00000163645.10	2052.00	1.00	1.00	0.00	1.00
ENSG00000163655.11	2584.19	1722.88	1645.71	2146.77	2012.00
ENSG00000163659.8	3363.61	433.00	417.00	418.00	408.00
ENSG00000163660.7	2119.69	2855.00	2658.00	3209.00	3032.00
ENSG00000163666.4	769.08	5.00	7.00	10.00	10.00
ENSG00000163681.10	3118.77	1056.00	1025.00	1366.00	1330.00
ENSG00000163682.11	695.58	9357.66	10034.69	9734.61	9825.25
ENSG00000163683.7	2674.58	567.00	536.00	1139.00	1055.00
ENSG00000163684.7	2247.65	559.80	571.65	622.00	602.00
ENSG00000163686.9	2308.88	278.00	278.00	235.00	234.00
ENSG00000163687.9	828.63	15.00	11.00	3.00	2.00
ENSG00000163689.14	1536.15	0.00	0.00	1.00	0.00
ENSG00000163694.10	4638.06	163.00	153.00	166.00	154.00
ENSG00000163697.12	4095.84	370.00	399.00	537.00	474.00
ENSG00000163701.14	1591.26	329.00	367.00	608.00	539.00
ENSG00000163702.14	1802.37	338.00	333.00	576.00	602.00
ENSG00000163703.13	1575.82	962.00	981.00	790.00	745.00
ENSG00000163704.7	3761.00	11.00	16.00	11.00	23.00
ENSG00000163710.3	1241.16	205.00	204.00	139.00	135.00
ENSG00000163714.13	3201.23	4268.84	4011.00	4458.00	4146.47
ENSG00000163719.14	2182.99	558.00	632.00	945.00	932.00
ENSG00000163728.6	2828.03	950.00	912.00	1255.00	1140.00
ENSG00000163734.4	1032.50	0.00	0.00	5.00	0.00
ENSG00000163735.6	2538.00	0.00	0.00	2.00	0.00
ENSG00000163738.14	2093.54	190.00	186.00	251.00	229.00
ENSG00000163739.4	835.50	1.00	1.00	0.00	0.00
ENSG00000163743.9	1371.32	231.00	276.00	330.00	345.00
ENSG00000163754.13	1873.53	391.00	369.00	728.00	676.00
ENSG00000163755.4	3761.08	500.00	491.00	866.00	815.00
ENSG00000163762.2	3852.00	0.00	0.00	2.00	1.00
ENSG00000163781.8	3220.19	1345.00	1272.00	1250.00	1210.00
ENSG00000163785.8	2188.35	1172.00	1159.00	1352.00	1197.00
ENSG00000163788.9	4344.06	611.00	597.00	640.00	593.00
ENSG00000163792.5	960.97	11.00	10.00	0.00	2.00
ENSG00000163793.8	1562.00	2.00	0.00	1.00	1.00
ENSG00000163794.6	795.00	13.00	9.00	10.00	12.00
ENSG00000163795.9	2119.04	178.00	156.00	196.00	151.00
ENSG00000163798.9	2953.33	866.00	879.97	1263.00	1247.00
ENSG00000163803.8	1893.45	46.00	40.00	178.00	187.00
ENSG00000163806.11	2081.00	8.85	13.96	10.37	13.10
ENSG00000163807.4	3962.87	884.69	911.00	1207.00	1146.00
ENSG00000163808.12	3227.98	722.00	674.00	471.00	435.00
ENSG00000163810.7	3388.00	1.00	3.00	5.00	5.00
ENSG00000163811.7	2751.64	1963.00	1896.00	2415.00	2264.00
ENSG00000163812.9	2574.68	906.00	865.00	1246.00	1290.00
ENSG00000163814.3	5243.89	12.00	15.00	136.00	132.00
ENSG00000163815.5	708.00	0.00	1.00	0.00	1.00
ENSG00000163817.11	2500.00	0.00	0.00	0.00	0.00
ENSG00000163818.12	1837.88	256.00	249.00	245.00	213.00
ENSG00000163820.10	7018.63	549.00	545.00	846.00	799.00
ENSG00000163823.3	2731.00	0.00	0.00	1.00	0.00
ENSG00000163827.8	2593.51	24.00	28.00	11.00	8.00
ENSG00000163832.11	1039.78	324.00	300.00	492.00	437.00
ENSG00000163840.5	5868.00	485.00	467.00	699.00	646.00
ENSG00000163848.14	5925.26	646.00	600.00	831.00	829.00
ENSG00000163864.10	1815.95	74.00	91.00	69.00	67.00
ENSG00000163866.8	1495.63	416.00	418.00	564.00	517.00
ENSG00000163867.12	3793.86	326.68	318.25	477.17	438.24
ENSG00000163870.10	1778.72	280.00	304.00	268.00	276.00
ENSG00000163872.11	5985.93	2290.00	2393.00	2813.00	2720.00
ENSG00000163874.8	2341.35	195.00	178.00	376.00	372.00
ENSG00000163875.11	1417.01	671.00	663.00	1323.00	1323.00
ENSG00000163877.9	4035.46	315.00	354.00	319.00	259.00
ENSG00000163879.9	1489.58	21.00	12.00	21.00	22.00
ENSG00000163882.5	889.51	844.00	963.00	1099.00	1012.00
ENSG00000163884.3	2574.00	99.00	70.00	62.00	44.00
ENSG00000163885.7	961.76	1.00	1.00	3.00	3.00
ENSG00000163888.3	1362.00	6.00	15.00	25.00	21.00
ENSG00000163898.5	3904.51	24.00	29.00	79.00	62.00
ENSG00000163900.6	2820.46	612.00	622.00	830.00	804.00
ENSG00000163902.7	2306.87	5256.00	5560.00	6702.00	6216.00
ENSG00000163904.8	2928.62	785.00	735.00	1218.00	1151.00
ENSG00000163909.6	1021.00	3.00	2.00	0.00	1.00
ENSG00000163913.7	3013.68	370.00	380.00	591.96	548.97
ENSG00000163915.3	991.20	0.00	0.00	0.00	0.00
ENSG00000163918.6	1101.90	561.00	585.00	516.00	486.00
ENSG00000163930.5	2842.66	1608.00	1535.00	1890.00	1966.00
ENSG00000163931.11	1999.42	4413.00	4767.00	3654.00	3548.00
ENSG00000163932.9	2749.03	767.00	805.00	856.00	853.00
ENSG00000163933.5	1821.21	458.00	422.00	611.00	545.00
ENSG00000163935.9	4253.96	206.00	207.00	376.00	346.00
ENSG00000163938.12	1582.31	2299.00	2309.00	2515.00	2220.00
ENSG00000163939.14	5691.14	1275.00	1156.00	1414.00	1406.00
ENSG00000163945.11	3601.93	523.00	507.00	546.00	523.00
ENSG00000163946.9	4173.45	1318.00	1240.00	1525.00	1384.00
ENSG00000163947.7	3217.32	464.00	461.00	1316.00	1190.00
ENSG00000163950.8	1607.32	689.00	716.00	967.00	934.00
ENSG00000163956.6	1665.84	2413.00	2574.00	3254.00	3305.00
ENSG00000163958.9	1095.86	10.00	5.00	2.00	0.00
ENSG00000163959.5	1044.20	570.00	643.00	161.00	160.00
ENSG00000163960.7	8043.05	2218.00	2122.00	2278.00	2184.00
ENSG00000163961.4	4991.83	687.00	690.00	764.00	761.00
ENSG00000163964.9	1630.51	291.00	275.00	390.00	346.00
ENSG00000163975.7	2862.05	449.00	426.00	240.00	255.00
ENSG00000163993.6	675.10	724.00	854.00	1663.00	1712.00
ENSG00000163995.14	614.83	4.00	1.00	11.00	12.00
ENSG00000164002.7	1295.96	198.00	202.00	200.00	190.00
ENSG00000164007.6	2330.05	133.00	136.00	69.00	77.00
ENSG00000164008.9	972.41	115.00	118.00	178.00	175.00
ENSG00000164010.9	3304.27	69.00	73.00	118.00	118.00
ENSG00000164011.13	1619.32	170.00	146.00	163.00	157.00
ENSG00000164022.12	1807.33	926.00	900.00	1444.00	1315.00
ENSG00000164023.10	3816.32	47.00	49.00	254.00	200.00
ENSG00000164024.7	2572.12	1284.00	1309.00	1273.00	1191.00
ENSG00000164031.12	5191.72	846.96	746.00	1195.00	1073.00
ENSG00000164032.7	992.45	2701.00	2530.00	3203.00	3010.00
ENSG00000164037.12	883.94	3.00	1.00	8.00	6.00
ENSG00000164038.10	2006.21	564.00	644.00	560.00	508.00
ENSG00000164039.10	1158.06	309.00	350.00	321.00	288.00
ENSG00000164040.12	1911.39	2028.00	1930.00	1424.00	1392.00
ENSG00000164045.7	3211.82	541.00	580.00	550.00	501.00
ENSG00000164048.9	3316.80	321.00	329.00	322.00	303.00
ENSG00000164049.10	1117.00	1.00	0.00	0.00	1.00
ENSG00000164050.8	2752.22	4615.00	5026.00	4857.00	4778.00
ENSG00000164051.9	1506.01	183.00	230.00	267.00	234.00
ENSG00000164053.13	2622.73	96.21	125.00	194.12	176.60
ENSG00000164054.11	1857.81	1515.00	1585.00	2123.00	2063.00
ENSG00000164056.6	1684.99	1078.00	1056.00	1876.00	1900.00
ENSG00000164061.4	15955.00	285.00	307.00	163.00	180.00
ENSG00000164062.8	2213.08	1688.00	1756.00	2265.00	2176.00
ENSG00000164066.8	7319.83	472.00	429.00	681.00	617.00
ENSG00000164068.11	2818.40	1245.00	1371.00	1609.00	1610.00
ENSG00000164070.7	5571.72	618.00	583.00	1003.00	916.00
ENSG00000164073.5	2401.90	430.00	383.00	383.00	374.00
ENSG00000164074.10	2726.52	324.00	334.00	363.00	404.00
ENSG00000164076.12	2133.93	6.00	9.00	5.00	5.00
ENSG00000164077.9	1801.70	66.00	83.00	130.00	95.00
ENSG00000164078.8	4198.00	14.00	10.00	6.00	4.00
ENSG00000164080.9	8758.68	739.00	710.00	902.00	909.00
ENSG00000164081.8	1142.63	481.00	502.00	609.00	589.00
ENSG00000164082.10	2400.75	0.00	0.00	0.00	0.00
ENSG00000164086.8	3227.69	251.00	271.00	247.00	255.00
ENSG00000164087.3	1895.59	366.00	330.00	243.00	220.00
ENSG00000164088.13	1639.01	68.00	72.00	51.00	46.00
ENSG00000164089.4	1730.53	27.00	27.00	19.00	17.00
ENSG00000164091.7	4200.38	2153.00	2059.00	2905.00	2826.00
ENSG00000164096.10	1907.70	5340.00	5246.00	5166.00	5258.00
ENSG00000164099.3	1688.75	0.00	0.00	1.00	0.00
ENSG00000164104.7	1255.45	4227.00	4098.00	2596.00	2392.00
ENSG00000164105.3	1108.00	265.00	258.00	224.00	261.00
ENSG00000164109.9	1849.40	1246.00	1062.00	846.00	715.00
ENSG00000164111.10	1644.69	4741.00	4615.00	7844.00	7346.00
ENSG00000164117.8	1647.77	183.00	178.00	154.00	144.00
ENSG00000164118.8	2871.48	391.00	295.00	240.00	210.00
ENSG00000164120.9	936.70	7.00	5.00	6.00	6.00
ENSG00000164124.6	2892.28	320.00	355.00	538.00	573.00
ENSG00000164125.11	4714.73	2285.00	2071.00	3311.00	3075.00
ENSG00000164134.8	5478.81	967.00	989.00	1548.00	1404.00
ENSG00000164136.12	2256.11	8.00	2.00	13.00	15.00
ENSG00000164142.11	2811.64	123.00	161.00	206.00	214.00
ENSG00000164144.10	2788.13	431.00	367.00	716.00	593.00
ENSG00000164151.7	6946.41	1400.00	1310.00	1506.00	1474.00
ENSG00000164161.5	1770.00	0.00	0.00	0.00	2.00
ENSG00000164162.8	842.20	132.00	119.00	139.00	118.00
ENSG00000164163.6	2835.24	1955.00	1831.93	2854.00	2654.94
ENSG00000164164.11	5828.82	1612.00	1562.99	2448.99	2231.00
ENSG00000164167.5	598.82	241.00	246.00	260.00	228.00
ENSG00000164168.3	2616.97	500.00	506.00	529.00	587.00
ENSG00000164169.8	3037.30	150.00	146.00	211.00	179.00
ENSG00000164171.6	7828.50	4601.00	4273.00	14654.00	14916.00
ENSG00000164172.14	1526.23	367.00	345.00	412.00	337.00
ENSG00000164175.10	2404.29	0.00	1.00	2.00	4.00
ENSG00000164176.8	4244.00	1.00	1.00	1.00	1.00
ENSG00000164180.9	3022.39	576.00	543.00	378.00	353.00
ENSG00000164181.9	3962.99	223.00	178.00	324.00	324.00
ENSG00000164182.6	697.75	243.00	272.00	378.00	398.00
ENSG00000164185.4	870.75	1.00	2.00	1.00	0.00
ENSG00000164187.6	6361.39	243.00	225.00	198.00	183.00
ENSG00000164188.4	2278.00	2.00	0.00	0.00	1.00
ENSG00000164190.12	7479.74	2260.00	2127.00	2318.00	2233.00
ENSG00000164197.7	1727.00	3.00	5.00	0.00	1.00
ENSG00000164199.11	6503.00	22.00	18.00	11.00	10.00
ENSG00000164209.12	3440.58	670.00	675.00	778.00	708.00
ENSG00000164211.8	3096.22	2310.00	2294.00	1658.00	1548.00
ENSG00000164219.5	2069.87	339.00	342.00	408.00	347.00
ENSG00000164220.6	3429.00	0.00	0.00	0.00	2.00
ENSG00000164221.8	2208.58	112.00	73.00	118.00	98.00
ENSG00000164237.4	2053.62	423.00	479.00	606.00	635.00
ENSG00000164241.9	1559.65	161.00	159.00	194.00	186.00
ENSG00000164244.16	2990.28	1892.00	1790.00	1547.00	1436.00
ENSG00000164251.4	2820.89	508.00	491.00	4255.00	3950.00
ENSG00000164252.8	4509.00	648.00	629.00	1041.00	1012.00
ENSG00000164253.8	1461.85	505.00	419.00	782.00	749.00
ENSG00000164258.7	677.08	538.00	557.00	652.00	661.00
ENSG00000164266.6	542.00	47.00	49.00	38.00	42.00
ENSG00000164284.10	4089.96	434.00	394.00	311.00	291.00
ENSG00000164287.8	2102.86	0.00	0.00	0.00	0.00
ENSG00000164291.12	2301.43	165.00	171.00	166.00	132.00
ENSG00000164292.8	4855.94	1515.00	1362.00	2100.00	1963.00
ENSG00000164294.9	1866.27	17.00	18.00	50.00	43.00
ENSG00000164296.6	2778.37	43.00	37.00	90.00	70.00
ENSG00000164300.11	1596.03	315.00	275.00	213.00	203.00
ENSG00000164304.11	686.00	0.00	3.00	0.00	1.00
ENSG00000164305.13	2254.21	645.00	657.00	1510.00	1458.00
ENSG00000164306.6	1513.36	149.00	132.00	235.00	220.00
ENSG00000164307.8	3576.22	1500.00	1484.00	1241.00	1187.00
ENSG00000164308.12	4428.47	695.00	599.00	627.00	522.00
ENSG00000164309.10	9944.26	27.00	31.00	28.00	21.00
ENSG00000164318.13	1800.64	0.00	2.00	4.00	0.00
ENSG00000164323.8	3894.89	2022.00	1926.00	1427.00	1279.00
ENSG00000164327.8	8464.21	1212.00	1089.00	1526.00	1519.00
ENSG00000164329.9	2601.10	881.00	852.00	922.00	916.00
ENSG00000164331.5	1480.75	338.00	316.00	386.00	352.00
ENSG00000164332.6	2388.00	348.00	308.00	595.00	554.00
ENSG00000164334.11	1213.00	0.00	0.00	1.00	1.00
ENSG00000164338.5	2848.56	236.00	254.00	379.00	374.00
ENSG00000164342.8	2218.52	11.00	14.00	14.00	13.00
ENSG00000164344.11	2196.95	17.00	12.00	4.10	7.06
ENSG00000164346.5	1291.37	1046.00	1149.99	1018.00	929.00
ENSG00000164347.13	2509.74	742.00	654.00	1048.00	991.00
ENSG00000164362.14	2512.48	142.00	164.00	104.00	98.00
ENSG00000164366.3	8240.00	464.00	432.12	586.00	605.17
ENSG00000164379.4	2318.00	856.00	798.00	3594.00	3122.00
ENSG00000164385.5	2434.00	0.00	1.00	4.00	1.00
ENSG00000164398.8	3435.48	116.00	108.00	75.00	53.00
ENSG00000164402.9	3622.16	1574.00	1584.00	1464.00	1426.00
ENSG00000164403.10	2310.68	619.00	637.00	610.00	566.00
ENSG00000164404.4	2372.75	4.00	7.00	9.00	10.00
ENSG00000164405.6	616.97	646.00	669.00	698.00	737.00
ENSG00000164406.7	925.59	590.00	638.00	164.00	150.00
ENSG00000164414.12	1819.93	322.00	318.38	404.23	402.56
ENSG00000164418.15	1884.19	0.00	2.00	5.00	2.00
ENSG00000164430.11	3182.00	0.00	4.00	3.00	2.00
ENSG00000164434.7	1556.00	0.00	0.00	0.00	0.00
ENSG00000164440.10	2575.50	1.00	0.00	0.00	0.00
ENSG00000164442.8	1905.00	872.00	939.00	571.00	632.00
ENSG00000164463.8	4528.10	318.00	320.00	535.00	495.00
ENSG00000164465.14	3026.91	753.00	813.00	1622.00	1502.00
ENSG00000164466.8	2015.69	2034.00	1988.00	2509.00	2582.00
ENSG00000164484.7	1817.00	5.00	11.00	14.00	2.00
ENSG00000164488.7	2088.00	4.00	2.00	3.00	2.00
ENSG00000164494.7	2945.93	378.00	389.00	447.00	398.00
ENSG00000164506.10	4023.34	444.00	428.00	703.00	711.00
ENSG00000164509.9	2527.35	2.00	1.00	19.00	30.00
ENSG00000164512.13	1518.00	3.00	3.00	3.00	1.00
ENSG00000164535.10	2576.79	190.00	209.00	409.00	386.00
ENSG00000164542.8	2645.69	180.00	148.00	306.00	288.00
ENSG00000164543.5	2329.69	624.00	583.00	1374.00	1350.00
ENSG00000164548.6	1575.28	1159.00	1121.00	1150.00	1142.00
ENSG00000164556.7	1595.00	0.00	1.00	0.00	1.00
ENSG00000164574.11	4629.88	376.00	348.00	1481.00	1504.00
ENSG00000164576.7	1460.71	356.00	362.00	366.00	353.00
ENSG00000164587.7	783.62	6627.92	7582.48	7419.67	7445.33
ENSG00000164591.9	3290.00	1.00	0.00	1.00	2.00
ENSG00000164597.9	3284.27	810.00	733.00	697.00	636.00
ENSG00000164603.7	3568.39	282.00	249.00	324.00	329.00
ENSG00000164609.5	1643.28	900.00	897.00	1514.00	1394.00
ENSG00000164610.4	1087.05	142.20	141.87	174.36	148.84
ENSG00000164611.8	757.07	757.00	791.00	720.00	688.00
ENSG00000164615.3	2005.46	396.00	371.00	400.00	419.00
ENSG00000164616.10	1132.92	247.00	235.00	262.00	249.00
ENSG00000164619.4	1508.75	1.00	0.00	0.00	0.00
ENSG00000164620.4	1939.89	159.00	160.00	173.00	176.00
ENSG00000164621.5	1816.00	1.00	0.00	3.00	6.00
ENSG00000164626.8	3756.00	0.00	1.00	0.00	0.00
ENSG00000164627.13	582.00	1.00	3.00	2.00	1.00
ENSG00000164631.14	3661.12	1056.00	984.00	1020.00	992.00
ENSG00000164638.6	2899.53	1348.00	1392.00	527.00	443.00
ENSG00000164647.4	1255.11	286.00	289.99	169.00	153.00
ENSG00000164649.15	2007.72	93.00	109.00	74.00	71.00
ENSG00000164654.11	3011.88	326.00	326.00	504.00	423.00
ENSG00000164659.10	3070.27	191.00	185.00	316.00	300.00
ENSG00000164663.9	7126.21	402.00	369.00	445.00	437.00
ENSG00000164674.11	1361.83	8.00	7.00	22.00	23.00
ENSG00000164675.6	1210.68	1.00	6.00	2.00	3.00
ENSG00000164683.12	1723.77	122.00	164.00	45.00	52.00
ENSG00000164684.9	7912.81	1211.00	1141.00	1283.00	1212.00
ENSG00000164687.6	843.69	605.68	606.85	420.28	370.99
ENSG00000164690.3	3339.24	145.00	138.00	399.00	430.00
ENSG00000164695.4	1866.00	174.00	159.00	340.00	365.00
ENSG00000164707.11	963.97	2.00	0.00	1.00	2.00
ENSG00000164708.5	857.00	0.00	0.00	1.00	2.00
ENSG00000164713.5	732.00	303.00	357.00	626.00	569.00
ENSG00000164715.5	8946.00	1654.00	1627.00	1656.00	1622.00
ENSG00000164733.16	2017.95	10385.00	11261.00	23431.00	23230.00
ENSG00000164741.10	5750.83	2852.00	2751.00	2827.00	2762.00
ENSG00000164742.10	5921.35	51.00	71.00	30.00	44.00
ENSG00000164743.4	1445.00	0.00	0.00	1.00	2.00
ENSG00000164749.7	2712.32	374.00	413.00	213.00	191.00
ENSG00000164751.10	1171.62	377.00	384.00	474.00	422.00
ENSG00000164754.8	3390.91	4618.00	4363.00	3988.00	3811.00
ENSG00000164758.3	941.36	126.00	119.00	114.00	114.00
ENSG00000164761.4	1049.42	0.00	0.00	6.00	4.00
ENSG00000164776.5	733.60	4.00	3.00	4.00	6.00
ENSG00000164796.13	7202.21	49.00	53.00	61.00	78.00
ENSG00000164808.12	1969.09	657.00	706.00	595.00	599.00
ENSG00000164815.6	1922.02	180.00	155.00	302.00	276.00
ENSG00000164818.11	2720.07	620.00	680.00	1058.00	979.00
ENSG00000164823.5	3059.46	188.00	159.00	505.00	457.00
ENSG00000164825.3	478.00	0.00	0.00	1.00	2.00
ENSG00000164828.13	2595.65	2036.00	2024.37	2338.40	2282.97
ENSG00000164830.13	2993.11	746.00	676.00	771.00	638.00
ENSG00000164841.4	1498.00	5.00	0.00	1.00	0.00
ENSG00000164845.12	829.00	0.00	5.00	2.00	2.00
ENSG00000164849.7	1198.50	100.00	100.00	107.00	102.00
ENSG00000164850.10	2754.93	435.00	503.00	416.00	416.00
ENSG00000164855.11	3681.30	710.00	785.00	510.00	507.00
ENSG00000164867.6	2269.18	200.00	229.00	437.00	344.00
ENSG00000164877.14	2235.55	569.00	535.00	839.00	817.00
ENSG00000164879.6	1144.08	14.00	18.00	18.00	17.00
ENSG00000164880.11	3990.45	1657.00	1733.00	2370.00	2430.00
ENSG00000164885.8	1204.22	214.00	215.00	254.00	252.00
ENSG00000164889.8	2130.44	1606.00	1649.00	1660.00	1575.00
ENSG00000164896.15	1738.17	865.00	887.00	1196.00	1238.00
ENSG00000164897.8	1233.03	687.00	769.00	860.00	812.00
ENSG00000164898.8	906.05	74.74	99.47	59.13	64.73
ENSG00000164902.9	1462.92	514.00	512.00	760.00	719.00
ENSG00000164904.11	1222.24	2384.99	2486.97	1825.97	1686.98
ENSG00000164916.9	9844.42	1269.00	1242.00	1221.00	1213.00
ENSG00000164919.6	553.09	907.00	907.00	1017.00	911.00
ENSG00000164920.5	1688.13	17.00	24.00	15.00	13.00
ENSG00000164924.13	2789.99	6990.97	6704.99	14583.89	13682.94
ENSG00000164929.12	1421.00	0.00	0.00	3.00	1.00
ENSG00000164930.7	3405.26	394.00	369.00	784.00	750.00
ENSG00000164932.8	1242.66	292.00	241.00	1302.00	1284.00
ENSG00000164933.7	2586.90	398.00	362.00	393.00	380.00
ENSG00000164934.9	1525.11	789.00	793.00	1111.00	1088.00
ENSG00000164938.9	4680.49	1143.00	1022.00	2083.00	2006.00
ENSG00000164941.9	1826.39	522.00	535.00	622.00	543.00
ENSG00000164944.7	4977.45	1354.00	1386.00	1601.00	1595.00
ENSG00000164946.15	4980.84	5322.00	5351.00	3457.00	3238.00
ENSG00000164949.3	1743.76	4.00	3.00	20.00	26.00
ENSG00000164951.11	4000.91	56.00	74.00	353.00	302.00
ENSG00000164953.11	2402.18	141.00	139.00	155.00	152.00
ENSG00000164961.11	3642.64	549.00	572.00	982.00	928.00
ENSG00000164967.5	914.77	139.00	150.00	197.00	171.00
ENSG00000164970.10	3597.72	303.00	280.00	531.00	515.00
ENSG00000164972.8	400.78	1.00	1.00	3.00	2.00
ENSG00000164975.11	3425.75	1168.00	1103.00	960.00	930.00
ENSG00000164976.8	6398.00	2122.00	2096.00	1226.00	1101.00
ENSG00000164978.13	973.72	167.00	158.00	163.00	141.00
ENSG00000164983.6	3228.00	314.00	264.00	322.00	244.00
ENSG00000164985.10	2570.34	1137.00	1109.99	1038.00	924.00
