symbol	length	Control_D0	Control_D1	ASCC1_D0	ASCC1_D1
ENSG00000169085.7	3227.00	1.00	1.00	4.00	3.00
ENSG00000169087.6	1757.36	65.00	69.00	102.00	110.00
ENSG00000169093.10	1811.22	384.00	299.00	445.00	439.00
ENSG00000169100.8	1993.72	12604.00	9205.00	10139.00	9563.00
ENSG00000169105.6	2141.36	347.00	248.00	367.00	388.00
ENSG00000169116.7	4659.50	0.00	0.00	2.00	0.00
ENSG00000169118.11	7933.04	465.76	469.56	574.45	597.32
ENSG00000169122.7	2623.77	41.00	57.00	108.00	114.00
ENSG00000169129.10	2377.43	0.00	0.00	0.00	0.00
ENSG00000169131.6	2484.00	106.06	89.58	111.22	93.47
ENSG00000169136.4	2014.25	162.00	152.00	301.00	215.00
ENSG00000169139.7	1498.05	1554.00	1576.00	1613.00	1671.00
ENSG00000169155.5	5952.92	322.00	340.00	376.00	358.00
ENSG00000169169.10	700.00	3.00	2.00	7.00	3.00
ENSG00000169174.9	3633.93	13698.00	11451.00	9516.00	9282.00
ENSG00000169180.7	2600.71	1985.00	1744.00	1699.00	1542.00
ENSG00000169184.5	7556.00	0.00	3.00	0.00	1.00
ENSG00000169188.4	2906.62	360.00	351.00	473.00	439.00
ENSG00000169189.12	969.01	1047.00	898.00	1402.00	1257.00
ENSG00000169193.7	2083.67	135.00	178.00	218.00	202.00
ENSG00000169194.5	1147.40	0.00	0.00	0.00	0.00
ENSG00000169203.12	1485.20	393.51	330.74	321.71	254.35
ENSG00000169213.6	12844.00	203.00	212.00	854.00	781.00
ENSG00000169217.4	1779.15	1139.00	1176.00	1247.00	1058.00
ENSG00000169220.13	882.72	185.00	161.00	346.00	304.00
ENSG00000169221.9	2927.70	1311.00	990.00	939.00	902.00
ENSG00000169223.10	1199.29	2703.00	2087.00	2577.00	2234.00
ENSG00000169228.9	1379.05	650.00	475.89	599.32	493.51
ENSG00000169230.5	1230.22	2636.42	2508.29	2227.64	2018.23
ENSG00000169231.9	1869.95	55.00	50.00	105.00	84.00
ENSG00000169239.8	2602.99	54.52	64.23	50.14	50.39
ENSG00000169241.13	1164.97	599.00	546.00	832.00	796.00
ENSG00000169242.7	1409.26	8045.00	7125.00	9081.00	8846.00
ENSG00000169246.12	1365.85	1103.57	649.35	800.31	811.31
ENSG00000169247.7	2481.99	11.00	4.00	24.00	18.00
ENSG00000169248.8	1023.74	0.00	1.00	1.00	3.00
ENSG00000169249.8	1429.21	103.00	79.00	111.00	97.93
ENSG00000169251.8	2650.24	2017.00	2218.00	1714.00	1631.00
ENSG00000169252.4	2041.00	0.00	0.00	3.00	0.00
ENSG00000169258.6	4211.00	33.00	19.00	13.00	12.00
ENSG00000169282.13	1382.57	0.00	0.00	0.00	0.00
ENSG00000169288.13	1372.38	361.00	364.00	317.00	343.00
ENSG00000169297.6	1238.00	0.00	0.00	0.00	0.00
ENSG00000169299.9	2564.76	539.00	556.00	511.00	411.00
ENSG00000169306.5	2879.00	0.00	0.00	0.00	0.00
ENSG00000169330.4	6732.00	12.00	16.00	13.00	13.00
ENSG00000169340.5	2153.00	2.00	5.00	8.00	8.00
ENSG00000169347.12	1255.00	0.00	0.00	2.00	0.00
ENSG00000169359.9	3879.71	898.00	904.00	968.00	911.00
ENSG00000169371.9	1378.32	137.37	156.10	240.26	197.10
ENSG00000169372.8	978.97	293.00	281.00	176.00	196.00
ENSG00000169375.11	4585.71	1597.00	1584.00	1830.00	1818.00
ENSG00000169379.11	2886.01	126.00	162.00	130.00	154.00
ENSG00000169385.2	755.00	0.00	0.00	1.00	2.00
ENSG00000169398.15	3542.00	2655.00	2557.00	2646.00	2581.00
ENSG00000169402.11	759.10	2.50	0.50	4.00	1.91
ENSG00000169403.7	3056.70	621.00	448.00	44.00	35.00
ENSG00000169410.5	3621.86	914.00	961.00	684.00	618.00
ENSG00000169418.9	4236.00	1.00	0.00	1.00	4.00
ENSG00000169427.2	943.39	1.00	0.00	0.00	4.00
ENSG00000169429.6	1178.68	5.00	7.00	7.00	7.00
ENSG00000169432.10	9639.47	2546.00	2528.00	2304.98	2321.99
ENSG00000169435.9	3031.60	0.00	3.00	4.00	0.00
ENSG00000169439.7	1951.88	15294.00	15677.00	9100.00	8904.00
ENSG00000169442.4	468.00	0.00	2.00	9.00	6.00
ENSG00000169446.4	3622.14	647.00	636.00	508.00	572.00
ENSG00000169490.12	1504.35	576.00	549.00	539.00	499.00
ENSG00000169499.10	4230.90	1391.00	1336.00	689.00	695.00
ENSG00000169504.10	4346.00	4422.80	5059.00	4421.00	4641.02
ENSG00000169507.5	1853.29	340.00	354.00	357.00	322.00
ENSG00000169515.5	3213.00	1.00	1.00	4.00	4.00
ENSG00000169519.15	3119.36	453.51	423.00	297.00	314.92
ENSG00000169548.3	2148.00	31.00	22.00	44.00	53.00
ENSG00000169550.8	2705.42	353.00	355.00	285.00	335.00
ENSG00000169551.8	1586.50	0.00	1.00	0.00	0.00
ENSG00000169554.12	5215.00	1.00	2.00	15.00	1.00
ENSG00000169562.9	1844.51	3824.00	3470.00	2680.00	2568.00
ENSG00000169564.5	1748.00	10604.00	8640.00	8344.00	8021.00
ENSG00000169567.7	991.03	8401.00	8357.00	7163.00	5642.00
ENSG00000169570.5	3764.72	140.00	149.00	164.00	161.00
ENSG00000169583.12	966.13	15.00	10.00	25.00	18.00
ENSG00000169592.10	1399.78	881.00	684.00	743.00	729.00
ENSG00000169598.11	2435.49	102.00	96.00	118.00	107.00
ENSG00000169599.8	964.94	952.00	861.00	898.00	942.00
ENSG00000169604.15	5713.26	723.00	813.00	735.00	739.00
ENSG00000169607.8	4498.35	555.00	540.00	124.00	107.00
ENSG00000169609.9	745.15	207.00	229.00	292.00	270.00
ENSG00000169612.3	1568.00	690.00	679.17	649.29	719.84
ENSG00000169621.5	3847.00	28.00	37.00	75.00	59.00
ENSG00000169627.7	429.84	392.39	264.52	435.80	322.42
ENSG00000169629.7	5281.97	293.47	316.94	386.88	417.25
ENSG00000169635.5	6798.00	1331.00	1123.00	1154.00	1003.63
ENSG00000169641.9	7811.08	1041.00	957.00	1342.00	1303.00
ENSG00000169660.11	1278.90	550.00	373.00	578.00	568.00
ENSG00000169668.7	1842.00	2.11	1.17	0.00	1.08
ENSG00000169679.10	3215.77	1121.00	1128.00	144.00	110.00
ENSG00000169682.13	1982.48	1228.37	853.55	439.19	370.80
ENSG00000169683.3	1930.24	274.00	219.00	211.00	221.00
ENSG00000169684.9	1883.72	65.00	62.00	76.00	75.00
ENSG00000169688.10	380.00	0.00	0.00	0.00	3.00
ENSG00000169689.10	762.17	410.00	324.00	480.00	493.00
ENSG00000169692.8	1512.00	366.00	231.00	61.00	65.00
ENSG00000169696.11	1362.85	3257.00	2056.00	3693.00	3367.00
ENSG00000169710.6	3932.69	29977.00	16097.00	24154.00	22520.00
ENSG00000169714.12	1610.41	6752.00	6704.00	7007.00	6617.00
ENSG00000169715.10	582.33	145.00	77.00	860.00	808.00
ENSG00000169718.13	1452.55	1698.00	1090.00	1561.00	1652.00
ENSG00000169727.8	1701.78	2203.00	1666.00	2623.00	2331.00
ENSG00000169733.7	1438.85	1661.00	1051.00	1329.00	1243.00
ENSG00000169738.3	816.83	1263.00	956.00	1488.00	1592.00
ENSG00000169740.9	1094.13	167.00	168.00	193.00	187.00
ENSG00000169750.4	1055.65	135.00	75.00	219.00	194.00
ENSG00000169756.12	3942.73	2005.25	1966.73	1470.37	1535.39
ENSG00000169758.8	1974.00	3.00	4.00	5.00	5.00
ENSG00000169762.12	2181.73	880.00	834.00	463.00	505.00
ENSG00000169764.10	2136.90	4957.00	4958.00	3873.00	4096.00
ENSG00000169783.8	2218.74	2.00	0.00	11.00	7.00
ENSG00000169813.12	2197.95	5101.00	5082.00	4875.00	4241.00
ENSG00000169814.8	1804.29	663.00	547.00	457.00	434.00
ENSG00000169826.6	3730.00	307.00	328.00	388.00	356.00
ENSG00000169855.15	4174.11	4671.00	4615.00	4230.00	3840.00
ENSG00000169856.7	1166.53	163.00	141.00	63.00	60.00
ENSG00000169857.3	1605.00	174.00	132.00	190.00	186.00
ENSG00000169862.14	2141.17	0.00	0.00	1.00	0.00
ENSG00000169871.8	2859.85	347.00	319.00	224.00	196.00
ENSG00000169884.9	1817.00	2.00	2.00	4.00	6.00
ENSG00000169885.5	1882.00	2.00	1.00	2.00	4.00
ENSG00000169891.13	2837.44	19.00	25.00	28.00	27.00
ENSG00000169894.13	3690.39	2.00	4.00	41.00	41.00
ENSG00000169895.5	5992.93	1087.00	1018.00	1055.00	1097.00
ENSG00000169896.12	4718.00	0.00	0.00	1.00	4.00
ENSG00000169902.9	1979.38	649.00	591.00	760.00	775.00
ENSG00000169903.6	1020.50	33.00	41.00	29.00	59.00
ENSG00000169905.8	4947.01	2431.32	2322.24	2048.19	2177.33
ENSG00000169908.6	1743.06	14932.00	13894.00	11938.00	12194.00
ENSG00000169914.5	4960.10	373.00	289.00	248.00	264.00
ENSG00000169918.5	1342.91	3.00	2.02	3.04	3.00
ENSG00000169919.12	1999.80	1471.00	1256.00	714.00	687.00
ENSG00000169925.12	5548.69	1995.00	1654.00	1174.00	1143.00
ENSG00000169926.5	4681.56	1089.00	966.00	1078.00	981.00
ENSG00000169951.5	2744.98	250.00	188.00	125.00	146.00
ENSG00000169955.6	3415.28	378.68	347.78	252.00	243.05
ENSG00000169957.8	2165.56	1156.99	930.00	722.00	672.98
ENSG00000169962.4	3433.00	6.00	8.00	4.00	3.00
ENSG00000169964.5	1129.36	180.00	205.00	295.00	289.00
ENSG00000169967.12	10085.42	1845.00	1817.00	1992.00	2051.00
ENSG00000169972.7	1275.58	86.00	72.00	94.00	90.00
ENSG00000169976.5	737.00	1634.00	1316.00	1747.00	1512.00
ENSG00000169981.6	2503.00	6.00	8.00	3.00	4.00
ENSG00000169989.2	2472.00	8.00	12.00	8.00	10.00
ENSG00000169991.6	5909.07	644.50	632.00	607.00	574.56
ENSG00000169992.5	4107.23	1351.00	1012.00	1509.00	1327.00
ENSG00000169994.14	6694.00	0.00	0.00	5.00	4.00
ENSG00000170004.12	5063.35	845.00	728.00	806.00	702.00
ENSG00000170006.7	10698.00	0.00	1.00	6.00	1.00
ENSG00000170011.9	4838.44	81.00	69.00	86.00	83.00
ENSG00000170017.8	4461.79	3790.00	3840.00	5436.00	5524.00
ENSG00000170027.5	3745.00	4135.00	3829.00	4692.00	4400.00
ENSG00000170035.11	1297.88	1667.88	1586.84	1798.85	1944.78
ENSG00000170037.9	2397.86	574.00	525.00	419.00	384.00
ENSG00000170043.7	708.30	953.00	756.00	1309.00	1159.00
ENSG00000170049.5	1421.49	2.00	14.00	12.00	8.00
ENSG00000170054.10	1755.00	9.00	6.00	21.00	12.00
ENSG00000170074.15	878.36	0.00	0.00	0.00	0.00
ENSG00000170075.8	6588.00	7.00	3.00	7.00	3.00
ENSG00000170085.13	2861.74	447.00	397.00	311.99	318.00
ENSG00000170088.9	2989.52	752.00	790.00	884.00	927.00
ENSG00000170089.11	1403.72	624.10	640.55	472.32	411.80
ENSG00000170091.6	568.00	7.00	6.00	0.00	2.00
ENSG00000170092.10	1806.00	0.00	0.00	0.00	0.00
ENSG00000170099.5	1483.39	6699.00	7220.00	7141.00	6871.00
ENSG00000170100.9	2553.22	86.00	91.00	160.00	120.00
ENSG00000170113.11	4204.71	1337.00	1401.00	413.00	418.00
ENSG00000170122.4	2181.00	5.58	4.00	2.00	7.01
ENSG00000170142.7	1376.70	1436.00	1587.00	1455.00	1455.00
ENSG00000170144.14	2553.44	12746.80	12511.18	11033.38	10765.52
ENSG00000170145.4	9678.00	1170.00	1127.00	1217.00	1150.00
ENSG00000170153.6	3584.00	1.00	2.00	6.00	4.00
ENSG00000170160.12	3560.07	0.00	0.00	0.05	0.00
ENSG00000170161.6	2541.00	1.00	2.00	3.00	3.00
ENSG00000170165.5	1699.00	2.00	5.00	8.00	14.51
ENSG00000170175.6	2021.29	717.00	674.96	1016.99	953.97
ENSG00000170185.5	5536.76	510.00	529.00	474.00	478.00
ENSG00000170190.11	1981.71	114.00	67.00	73.00	74.00
ENSG00000170191.4	3964.00	833.00	805.00	600.00	662.00
ENSG00000170209.4	2543.00	2.00	1.00	1.00	4.00
ENSG00000170215.4	616.00	1.00	1.00	0.00	0.00
ENSG00000170222.11	1212.27	112.00	126.00	115.00	94.00
ENSG00000170231.11	467.63	0.00	0.00	3.00	7.00
ENSG00000170234.8	3587.36	313.00	399.00	330.00	283.00
ENSG00000170236.10	842.25	1.00	0.00	1.00	0.00
ENSG00000170242.13	4871.92	1628.00	1547.00	1299.00	1314.00
ENSG00000170248.9	4815.69	1842.67	1681.00	2131.70	2143.96
ENSG00000170260.4	2652.62	196.00	167.00	146.00	112.00
ENSG00000170262.8	935.00	3.00	2.00	1.00	4.00
ENSG00000170264.8	2604.66	126.00	134.00	98.00	109.00
ENSG00000170265.7	3199.63	677.00	488.00	467.00	472.00
ENSG00000170266.11	2517.15	3389.00	3177.00	3604.00	3413.00
ENSG00000170270.4	1154.00	254.00	255.00	307.00	298.00
ENSG00000170271.6	2567.43	2551.00	2520.00	1993.00	1966.00
ENSG00000170275.10	1596.29	2081.00	2037.00	1949.00	2042.00
ENSG00000170276.4	1181.59	0.52	0.00	3.00	4.01
ENSG00000170291.10	1146.53	888.00	833.00	940.00	886.00
ENSG00000170293.4	1166.55	273.00	215.00	264.00	249.00
ENSG00000170296.5	703.74	2890.00	2741.00	3650.00	3606.00
ENSG00000170310.10	725.41	413.00	406.00	385.00	362.00
ENSG00000170312.11	1913.00	1282.00	1436.00	137.00	134.00
ENSG00000170315.9	951.41	17531.52	18540.94	21951.87	20729.83
ENSG00000170322.10	4600.62	991.00	825.00	717.00	627.00
ENSG00000170324.15	2560.79	3.00	4.00	9.00	22.00
ENSG00000170325.10	6132.33	357.00	321.00	304.00	303.00
ENSG00000170340.10	2622.14	2592.00	2833.00	1530.00	1618.00
ENSG00000170345.5	1606.53	328.00	221.00	1126.00	963.00
ENSG00000170348.4	1934.77	7478.00	7282.00	7461.00	7104.00
ENSG00000170356.8	933.00	0.38	0.00	0.86	3.53
ENSG00000170364.8	1608.70	118.00	141.00	144.00	162.00
ENSG00000170365.5	1833.15	168.00	151.00	208.00	192.00
ENSG00000170367.4	756.00	0.00	4.00	0.00	2.00
ENSG00000170370.10	1916.33	1.00	2.00	1.00	0.00
ENSG00000170373.4	655.00	1.00	0.00	1.00	2.00
ENSG00000170379.15	5432.52	32.64	35.57	28.95	34.81
ENSG00000170385.9	5474.00	1610.00	1722.00	2819.00	2946.00
ENSG00000170390.10	2823.20	0.00	0.00	0.00	0.00
ENSG00000170396.6	4690.00	1.00	0.00	2.00	2.00
ENSG00000170412.12	1334.71	3933.00	2540.00	3107.00	2796.00
ENSG00000170417.10	2196.51	255.00	231.00	323.00	337.00
ENSG00000170421.7	1605.02	11371.65	8601.66	13348.30	12022.92
ENSG00000170425.3	1735.00	435.00	407.00	294.00	234.00
ENSG00000170430.9	1743.32	378.00	316.00	268.00	238.00
ENSG00000170439.5	1506.00	318.00	312.00	518.00	503.00
ENSG00000170445.8	1822.35	1140.00	999.00	1359.00	1266.00
ENSG00000170448.7	3379.56	368.00	389.00	353.00	357.00
ENSG00000170456.10	8537.73	1304.00	1355.00	1557.00	1550.00
ENSG00000170458.9	1361.97	124.00	88.00	302.00	308.00
ENSG00000170464.5	2971.45	281.00	294.00	295.00	298.00
ENSG00000170468.5	2460.00	0.00	0.00	0.00	170.61
ENSG00000170469.6	679.23	166.00	136.00	78.00	83.00
ENSG00000170471.10	8016.99	2397.00	2453.00	2714.00	2580.00
ENSG00000170473.12	1049.84	672.00	629.00	882.00	941.00
ENSG00000170476.11	573.29	4.00	1.00	17.00	4.00
ENSG00000170482.12	2050.97	370.00	436.00	350.00	275.00
ENSG00000170485.12	3100.34	1216.00	962.00	1504.00	1419.00
ENSG00000170498.7	709.00	3.00	0.00	5.00	3.00
ENSG00000170500.8	8137.50	0.00	1.00	0.00	0.00
ENSG00000170502.8	1530.72	549.00	453.00	587.00	547.00
ENSG00000170509.7	2397.00	22.00	26.00	14.00	10.00
ENSG00000170515.9	1817.89	3143.99	2962.00	3524.00	3134.99
ENSG00000170522.5	3768.50	3792.00	4030.00	4805.00	5155.00
ENSG00000170525.14	4225.30	781.00	522.00	210.00	180.00
ENSG00000170537.8	4107.75	298.00	230.00	372.00	346.00
ENSG00000170540.10	2387.19	9474.51	9917.47	5057.48	4975.17
ENSG00000170542.5	4118.00	972.00	890.00	528.00	573.00
ENSG00000170545.12	1282.11	76.00	102.00	118.00	113.00
ENSG00000170558.4	3955.09	4257.00	4078.00	4434.00	4204.00
ENSG00000170571.7	3862.55	2.01	0.00	10.10	14.40
ENSG00000170579.10	2536.55	1.00	1.00	0.00	0.00
ENSG00000170581.9	2327.35	1786.00	1641.00	1802.00	1797.00
ENSG00000170584.6	2040.01	787.00	854.00	679.00	714.00
ENSG00000170604.3	2511.00	182.00	145.00	215.00	197.00
ENSG00000170606.9	4336.32	3121.00	3094.00	3886.00	3710.00
ENSG00000170608.2	1989.00	824.00	705.00	1211.00	1123.00
ENSG00000170615.10	2242.00	0.00	1.00	4.00	1.00
ENSG00000170616.9	3778.00	0.00	0.00	1.00	0.00
ENSG00000170619.8	1335.42	280.99	216.00	440.00	430.72
ENSG00000170629.10	3006.00	1.00	1.00	1.00	3.00
ENSG00000170631.10	2356.33	269.00	287.00	297.00	295.00
ENSG00000170632.9	1815.38	375.00	349.00	334.55	311.79
ENSG00000170633.12	1810.40	449.00	463.00	503.00	535.00
ENSG00000170634.8	984.28	261.00	262.00	306.00	357.00
ENSG00000170638.5	1981.00	460.00	318.00	345.00	268.00
ENSG00000170647.2	1853.00	25.00	16.00	37.00	23.00
ENSG00000170653.14	4460.01	1073.91	980.04	858.44	897.58
ENSG00000170667.10	2118.54	60.74	45.80	132.07	143.51
ENSG00000170677.5	5269.33	1189.00	1291.00	966.00	1015.00
ENSG00000170681.6	2615.00	12.00	16.00	9.00	6.00
ENSG00000170684.4	1744.00	24.00	14.00	28.00	29.00
ENSG00000170703.11	2776.87	7.00	11.00	47.00	47.00
ENSG00000170727.7	2264.36	514.00	260.00	346.00	303.00
ENSG00000170734.7	3540.00	331.00	342.00	273.00	273.00
ENSG00000170743.12	2548.00	0.00	0.00	0.00	0.00
ENSG00000170745.7	2333.00	1.00	0.00	2.00	1.00
ENSG00000170759.10	5767.96	6356.00	6657.00	3743.00	4039.00
ENSG00000170775.2	3021.00	3.00	0.00	3.00	0.00
ENSG00000170776.15	5947.52	953.00	838.00	1009.00	897.00
ENSG00000170779.10	2252.13	542.00	448.00	205.00	244.00
ENSG00000170791.13	1140.33	687.00	735.00	761.00	797.00
ENSG00000170801.5	2023.00	2.00	2.00	5.00	3.00
ENSG00000170802.11	4658.61	2063.00	2030.00	1475.00	1574.00
ENSG00000170827.5	1249.00	6.31	4.84	6.36	10.19
ENSG00000170832.8	3066.26	1314.99	1287.99	1882.98	1774.98
ENSG00000170835.10	2368.12	75.69	45.16	116.64	72.81
ENSG00000170836.7	2986.18	619.00	686.00	606.00	556.00
ENSG00000170846.11	2280.47	286.00	251.00	368.00	275.00
ENSG00000170852.6	2658.99	1545.00	1315.00	1255.00	1219.00
ENSG00000170854.13	2677.00	492.00	507.00	733.00	731.00
ENSG00000170855.3	1181.33	986.00	1007.00	1311.00	1238.00
ENSG00000170860.3	3815.00	544.00	635.00	404.00	343.00
ENSG00000170871.7	7771.00	821.00	905.00	1458.00	1336.00
ENSG00000170873.14	3625.43	2367.00	2171.00	1996.00	1973.00
ENSG00000170876.7	3341.00	2145.00	1969.00	1125.00	1044.00
ENSG00000170881.4	2637.00	1296.00	1344.00	1237.00	1153.00
ENSG00000170889.9	739.93	19331.00	16838.00	13918.00	12728.00
ENSG00000170890.9	565.00	4.00	10.00	15.00	6.00
ENSG00000170892.6	1378.82	1188.00	884.00	951.00	848.00
ENSG00000170893.3	1580.00	0.00	0.00	0.00	1.00
ENSG00000170899.6	1331.03	962.00	1010.00	787.00	865.00
ENSG00000170903.6	2898.10	403.00	501.00	411.00	425.00
ENSG00000170906.11	408.33	454.00	295.00	456.00	458.00
ENSG00000170909.9	1606.02	32.00	25.00	113.00	96.00
ENSG00000170915.8	4736.57	2015.00	1760.00	1237.00	1182.00
ENSG00000170917.9	1131.17	96.00	106.00	99.00	106.00
ENSG00000170919.11	1184.57	459.00	425.00	397.00	372.00
ENSG00000170921.10	11721.00	5.00	7.00	20.00	15.00
ENSG00000170927.10	16282.00	8.00	3.00	1.00	7.00
ENSG00000170946.10	1489.09	168.00	152.00	124.00	132.00
ENSG00000170949.13	3462.26	699.00	699.00	453.00	458.00
ENSG00000170954.7	909.52	3.00	11.00	15.00	5.00
ENSG00000170959.10	2347.00	11.00	10.00	5.00	2.00
ENSG00000170962.8	3825.38	6.00	6.00	79.00	66.00
ENSG00000170965.5	1101.05	12.00	13.00	67.00	58.00
ENSG00000170989.8	2909.00	0.00	3.00	0.00	2.00
ENSG00000171004.13	4441.00	3.00	3.00	9.00	9.00
ENSG00000171016.7	6918.24	133.00	167.00	125.00	144.00
ENSG00000171017.6	2514.22	754.00	655.00	790.00	689.00
ENSG00000171033.8	2371.72	3.00	0.00	1.00	6.00
ENSG00000171045.10	1442.61	157.00	139.00	146.00	147.00
ENSG00000171051.4	1306.00	3.00	0.00	0.00	0.00
ENSG00000171055.10	1864.10	1015.00	988.00	936.00	1020.00
ENSG00000171056.6	3216.00	3.98	0.00	5.00	11.00
ENSG00000171067.6	1741.73	1701.00	1386.00	1199.00	1033.00
ENSG00000171084.11	1649.70	26.00	31.13	70.99	70.22
ENSG00000171097.9	1677.80	900.00	789.00	349.00	348.00
ENSG00000171100.10	3475.59	706.00	735.00	563.00	613.00
ENSG00000171103.6	1405.54	536.00	564.00	401.00	407.00
ENSG00000171105.9	8511.42	3705.00	3454.00	3600.00	3148.00
ENSG00000171109.14	3372.08	755.00	869.00	473.00	472.00
ENSG00000171116.7	1963.00	0.00	4.83	7.00	8.00
ENSG00000171119.2	1109.00	51.00	38.00	65.00	43.00
ENSG00000171121.12	1375.60	231.74	255.29	184.98	201.11
ENSG00000171124.8	2042.39	9.36	16.33	64.30	62.18
ENSG00000171126.7	3700.18	190.00	163.00	66.00	81.00
ENSG00000171129.7	1966.00	6.00	3.17	0.00	0.00
ENSG00000171130.13	1601.26	1908.00	1506.00	1602.00	1585.00
ENSG00000171132.9	5270.33	60.00	58.00	120.00	100.00
ENSG00000171135.10	1693.00	1227.00	1186.00	1138.00	1125.00
ENSG00000171148.9	2269.97	1539.00	1201.00	1075.00	1012.00
ENSG00000171150.7	4461.05	1192.00	1288.00	1153.00	1079.00
ENSG00000171155.7	1613.00	633.00	661.00	799.00	725.00
ENSG00000171159.4	713.56	108.00	84.00	232.00	272.00
ENSG00000171160.13	1036.01	214.00	216.00	153.00	156.00
ENSG00000171161.8	2846.85	538.00	488.00	538.00	467.00
ENSG00000171163.11	1256.55	500.00	386.00	420.00	407.00
ENSG00000171169.8	1445.80	90.00	80.00	115.00	101.00
ENSG00000171174.9	1916.06	404.00	401.00	276.00	304.00
ENSG00000171195.6	1361.71	0.00	1.00	2.00	0.00
ENSG00000171202.2	737.81	273.00	242.00	234.00	230.00
ENSG00000171204.8	1033.51	364.00	445.00	398.00	394.00
ENSG00000171206.9	2375.10	1702.00	1130.00	1376.00	1373.00
ENSG00000171208.5	2502.00	318.00	293.00	341.00	362.00
ENSG00000171219.8	5742.00	139.00	94.00	163.00	157.00
ENSG00000171222.6	1111.70	465.00	292.00	631.00	601.00
ENSG00000171223.4	1815.00	80.00	41.00	374.00	348.00
ENSG00000171224.7	1022.33	36.00	28.00	34.00	45.00
ENSG00000171227.6	1639.42	2835.00	2426.00	929.00	810.00
ENSG00000171234.9	1714.18	1173.00	1170.00	2006.00	1912.00
ENSG00000171236.9	3036.00	1056.00	851.00	1686.00	1581.00
ENSG00000171241.4	2952.25	489.00	401.00	156.00	147.00
ENSG00000171246.5	2526.75	0.00	0.00	0.00	0.00
ENSG00000171262.7	3668.07	806.00	789.00	641.00	689.00
ENSG00000171282.9	10097.03	191.00	153.00	412.00	369.00
ENSG00000171291.4	2568.91	114.00	113.00	111.00	100.00
ENSG00000171295.8	3868.22	151.00	138.00	139.00	136.00
ENSG00000171298.8	3170.27	3105.00	1900.00	3645.00	3510.00
ENSG00000171302.12	2863.33	1174.00	986.00	910.00	852.00
ENSG00000171303.5	6162.00	0.00	0.00	2.00	2.00
ENSG00000171307.14	1513.25	789.00	741.00	833.00	798.00
ENSG00000171310.6	2348.83	0.00	0.00	1.00	0.00
ENSG00000171311.8	900.11	325.00	337.00	369.00	413.00
ENSG00000171314.8	1827.61	11336.67	9948.92	11114.66	11439.36
ENSG00000171316.7	6460.58	1378.00	1215.00	1555.00	1441.00
ENSG00000171320.10	1560.66	168.00	182.00	40.00	38.00
ENSG00000171345.9	1347.15	1330.00	870.00	4015.00	3393.00
ENSG00000171346.9	1006.63	6.00	3.00	8.00	5.00
ENSG00000171357.5	1854.00	1.00	6.00	7.00	10.00
ENSG00000171360.3	2337.00	0.00	1.00	0.00	1.00
ENSG00000171365.11	8948.51	1720.00	1793.00	1673.00	1565.00
ENSG00000171368.10	5116.00	3.00	1.00	8.00	6.00
ENSG00000171385.5	7396.00	0.00	1.00	5.00	7.00
ENSG00000171388.9	2655.00	52.00	26.00	7.00	1.00
ENSG00000171396.10	1074.00	0.00	0.00	1.00	0.00
ENSG00000171401.10	1119.22	0.00	0.00	2.00	0.00
ENSG00000171421.8	621.68	367.00	300.00	398.00	362.00
ENSG00000171425.5	1231.00	909.92	796.00	724.71	668.65
ENSG00000171428.9	1247.28	57.00	72.00	82.00	65.00
ENSG00000171431.3	1737.00	11.00	2.00	93.00	77.00
ENSG00000171433.7	735.00	3.00	8.00	21.00	21.00
ENSG00000171435.9	4429.00	1.00	1.00	3.00	1.00
ENSG00000171443.6	1162.17	66.00	38.00	45.00	70.00
ENSG00000171444.13	7866.04	55.00	71.00	48.00	74.00
ENSG00000171448.8	4443.00	560.00	615.00	457.00	455.00
ENSG00000171450.4	2500.00	2.00	0.00	1.00	2.00
ENSG00000171451.13	9531.00	10.00	3.00	21.00	14.00
ENSG00000171453.13	1074.94	456.00	395.00	570.00	514.00
ENSG00000171456.12	4360.12	5485.00	4855.00	4513.00	4268.00
ENSG00000171462.10	1413.45	142.00	67.00	161.00	96.00
ENSG00000171466.5	3432.29	881.00	870.00	526.00	503.00
ENSG00000171467.11	7845.43	1868.00	1958.00	1442.30	1356.08
ENSG00000171469.6	2690.06	705.00	814.00	769.00	787.00
ENSG00000171471.5	756.00	32.77	42.84	24.35	45.12
ENSG00000171475.9	7255.88	1361.00	1251.00	1491.00	1467.00
ENSG00000171488.10	7218.00	22.00	14.00	15.00	15.00
ENSG00000171490.8	1592.95	9049.00	9400.00	5394.00	5322.00
ENSG00000171492.10	3314.36	1141.00	1181.00	1359.00	1391.00
ENSG00000171495.12	3331.33	0.00	0.00	1.00	0.00
ENSG00000171497.4	1619.00	955.00	1001.00	851.00	806.00
ENSG00000171502.10	6437.00	24.00	17.00	18.00	15.00
ENSG00000171503.7	2130.48	514.00	515.00	435.00	463.00
ENSG00000171522.5	3848.00	3.00	0.00	0.00	2.00
ENSG00000171530.9	683.31	2895.00	3010.00	2074.00	1919.00
ENSG00000171533.7	2441.00	0.00	1.00	2.00	0.00
ENSG00000171540.6	3668.00	0.00	0.00	0.00	1.00
ENSG00000171551.7	2865.00	0.00	0.00	0.00	1.00
ENSG00000171552.8	2420.76	7701.00	6578.00	7273.00	6868.00
ENSG00000171557.12	1647.68	34927.00	38188.00	39795.00	37497.00
