symbol	length	Control_D0	Control_D1	ADAR_D0	ADAR_D1
ENSG00000173218.10	5285.19	457.00	451.00	259.00	296.00
ENSG00000173221.9	1171.82	1474.00	1262.00	395.00	475.00
ENSG00000173226.12	1896.79	601.00	564.00	552.00	515.00
ENSG00000173227.9	3199.54	1.00	1.00	4.00	2.00
ENSG00000173230.11	10573.49	3031.00	3068.00	2439.00	2115.00
ENSG00000173237.4	1187.00	0.00	0.00	0.00	0.00
ENSG00000173253.10	2081.67	0.00	0.00	0.00	0.00
ENSG00000173258.8	2711.43	37.00	47.00	59.00	36.00
ENSG00000173261.4	629.20	3.00	0.00	1.00	4.00
ENSG00000173262.7	2848.30	687.66	653.32	508.28	409.33
ENSG00000173264.9	1183.85	160.00	143.00	136.00	221.00
ENSG00000173267.9	701.00	4.00	11.00	1.00	1.00
ENSG00000173269.9	1229.43	8.00	3.00	1.00	0.00
ENSG00000173272.9	745.14	112.30	94.03	138.22	199.32
ENSG00000173273.11	7748.69	1673.00	1608.00	1555.00	1451.00
ENSG00000173275.8	3469.38	133.00	176.00	97.00	107.00
ENSG00000173276.9	6532.75	284.00	284.00	406.00	317.00
ENSG00000173281.4	5548.00	22.00	21.00	2.00	4.00
ENSG00000173295.3	1756.63	176.00	185.00	139.00	132.00
ENSG00000173320.5	10458.00	7.00	12.00	7.00	5.00
ENSG00000173327.3	2178.84	443.00	462.00	590.00	858.00
ENSG00000173334.3	2937.42	1684.00	1627.00	571.00	609.00
ENSG00000173338.8	1283.00	0.00	0.00	0.00	1.00
ENSG00000173349.4	2789.00	274.00	265.00	162.00	147.00
ENSG00000173366.11	3695.00	1.16	0.00	0.00	1.20
ENSG00000173402.7	5414.47	4230.00	4200.00	3585.00	4168.00
ENSG00000173406.11	5298.00	4.00	10.00	7.00	3.00
ENSG00000173409.9	1285.20	165.00	153.00	112.00	99.00
ENSG00000173418.7	1178.62	887.00	862.00	723.00	695.00
ENSG00000173436.9	583.38	191.06	178.88	126.65	122.78
ENSG00000173442.7	3321.86	704.00	707.00	473.00	445.00
ENSG00000173451.2	2070.93	199.00	173.00	179.00	169.00
ENSG00000173456.4	2787.00	1164.00	1196.00	996.00	1185.00
ENSG00000173457.6	949.04	730.79	589.23	367.97	473.66
ENSG00000173465.3	741.14	41.45	54.70	69.94	75.39
ENSG00000173473.6	5786.00	2930.00	2983.00	2916.00	2640.00
ENSG00000173480.6	3090.62	137.15	187.49	129.57	130.72
ENSG00000173482.12	3433.60	1682.00	1758.00	1079.00	961.00
ENSG00000173486.8	671.95	201.00	269.00	184.00	196.00
ENSG00000173511.5	922.60	200.00	164.00	171.00	163.00
ENSG00000173517.6	9382.56	1019.00	970.00	786.00	849.00
ENSG00000173530.5	3538.00	1050.00	989.00	1384.00	1443.00
ENSG00000173531.11	1578.87	1446.52	1411.87	1307.17	1698.78
ENSG00000173535.9	1178.18	102.00	80.00	74.00	59.00
ENSG00000173540.8	2617.85	160.73	123.60	59.93	65.60
ENSG00000173542.4	5472.97	599.00	624.00	533.00	415.00
ENSG00000173545.4	1699.00	285.00	256.00	233.00	264.00
ENSG00000173546.7	8290.00	2.00	3.00	2.00	4.00
ENSG00000173548.8	5996.23	963.00	933.00	708.00	761.00
ENSG00000173559.8	3582.10	719.00	659.00	307.00	322.00
ENSG00000173566.9	1648.33	44.00	39.00	35.00	28.00
ENSG00000173567.10	3586.01	22.00	36.00	33.00	49.00
ENSG00000173575.14	7847.64	3307.34	3496.16	3003.00	2764.21
ENSG00000173581.3	1179.71	84.00	82.00	85.00	114.00
ENSG00000173588.10	2419.66	192.00	221.00	159.00	163.00
ENSG00000173597.4	7115.00	3.00	1.00	5.00	6.00
ENSG00000173598.9	3950.71	3502.57	3181.39	3093.04	2874.31
ENSG00000173599.9	2867.96	702.00	802.00	542.00	784.00
ENSG00000173610.7	1425.50	0.00	0.00	0.00	0.00
ENSG00000173611.13	6545.74	413.45	402.83	402.43	313.70
ENSG00000173614.9	2728.76	236.00	196.76	148.42	140.00
ENSG00000173621.8	2431.00	7.00	8.00	13.00	17.00
ENSG00000173638.14	2788.54	279.00	253.00	214.00	245.00
ENSG00000173641.13	2128.00	5.00	2.00	2.00	1.00
ENSG00000173653.3	1433.96	150.00	158.00	186.00	216.00
ENSG00000173660.7	605.75	1800.00	1725.12	1593.94	1616.00
ENSG00000173662.15	2391.66	27.00	22.00	18.00	11.00
ENSG00000173674.6	3354.25	1629.03	1504.51	1827.58	1558.41
ENSG00000173681.12	5044.63	179.00	182.00	162.00	153.00
ENSG00000173692.8	2308.93	3131.00	2718.00	2325.00	2364.00
ENSG00000173702.3	2876.00	53.00	58.00	38.00	37.00
ENSG00000173706.8	5436.46	1440.00	1412.00	710.00	696.00
ENSG00000173714.7	2890.50	0.00	2.00	0.00	0.00
ENSG00000173715.11	1474.00	135.00	140.00	127.00	165.00
ENSG00000173726.6	3196.03	6848.00	6257.00	4258.00	3930.00
ENSG00000173727.7	693.00	11.00	7.00	7.00	5.00
ENSG00000173744.13	2762.26	2543.00	2321.00	1733.00	1581.00
ENSG00000173757.5	2875.78	1251.38	1186.92	782.47	790.65
ENSG00000173762.3	1002.44	301.00	304.00	434.00	744.00
ENSG00000173786.12	2590.70	2508.00	2428.00	2169.00	2576.00
ENSG00000173801.12	3229.14	932.00	986.00	1136.00	1428.00
ENSG00000173805.11	3880.00	9.00	6.00	4.00	11.00
ENSG00000173809.11	3173.00	1.00	3.00	1.00	2.00
ENSG00000173811.6	2049.00	12.00	8.00	10.00	10.00
ENSG00000173812.6	1020.45	3808.00	3650.00	3833.00	3825.00
ENSG00000173818.12	1276.48	124.00	134.00	117.00	127.00
ENSG00000173821.15	6474.67	3073.00	3027.00	3020.00	3170.00
ENSG00000173825.6	2012.00	17.00	14.00	14.00	24.00
ENSG00000173826.10	2973.00	2.00	3.00	0.00	2.00
ENSG00000173846.8	1383.00	102.00	104.00	86.00	95.00
ENSG00000173848.14	3169.97	2122.00	1973.00	1969.00	1776.00
ENSG00000173852.9	4751.28	1029.70	985.83	746.80	707.95
ENSG00000173862.3	1058.00	0.00	0.00	1.00	3.00
ENSG00000173867.8	608.88	1.00	7.74	24.06	11.65
ENSG00000173868.7	1200.71	0.00	1.00	0.00	0.00
ENSG00000173875.9	3428.26	400.00	423.00	354.00	340.00
ENSG00000173876.9	1350.20	0.00	0.00	1.27	0.00
ENSG00000173889.11	5278.68	1136.00	1095.00	988.00	832.00
ENSG00000173890.12	1489.13	475.00	415.00	224.00	256.00
ENSG00000173894.6	4373.36	1038.00	1129.00	929.00	1081.00
ENSG00000173898.7	2716.41	100.00	118.00	58.00	63.00
ENSG00000173905.4	3420.03	1088.00	1143.00	974.00	871.00
ENSG00000173914.7	1596.53	431.62	396.86	472.59	494.24
ENSG00000173915.8	394.48	610.00	547.00	406.26	425.00
ENSG00000173918.10	2668.60	7.00	13.00	7.00	9.00
ENSG00000173926.5	1579.25	46.00	42.00	50.00	57.00
ENSG00000173928.2	1684.00	20.00	28.00	26.00	26.00
ENSG00000173930.8	5334.00	200.00	209.00	377.00	288.00
ENSG00000173933.15	1433.81	1391.82	1445.15	1510.95	1602.00
ENSG00000173947.9	1596.08	10.00	5.00	18.00	19.00
ENSG00000173950.11	2226.65	434.00	416.00	274.00	287.00
ENSG00000173960.8	4039.83	617.00	532.00	584.00	460.00
ENSG00000173991.5	2123.00	11.00	10.00	6.00	12.00
ENSG00000173992.4	1069.93	259.00	257.00	238.00	286.00
ENSG00000174004.5	1575.00	0.00	1.00	0.00	0.00
ENSG00000174007.7	1535.54	16.00	16.00	24.00	16.00
ENSG00000174010.9	6272.00	143.00	153.00	163.00	141.00
ENSG00000174013.7	4352.09	454.00	445.00	342.00	318.00
ENSG00000174015.5	1335.33	0.00	0.00	0.00	0.00
ENSG00000174021.6	791.58	1491.00	1237.00	988.00	1034.00
ENSG00000174028.6	681.00	38.85	31.95	33.46	16.89
ENSG00000174032.12	2841.76	1054.00	921.00	1131.00	1028.00
ENSG00000174080.6	609.00	1.00	0.00	0.00	1.00
ENSG00000174093.6	2005.21	695.46	641.03	648.10	615.11
ENSG00000174099.6	2732.52	94.00	99.00	88.00	78.00
ENSG00000174100.5	1680.41	1884.82	1840.02	1972.04	1867.65
ENSG00000174106.2	3946.39	529.00	524.00	539.00	498.00
ENSG00000174109.3	982.70	75.00	63.00	48.00	73.00
ENSG00000174111.8	1475.62	172.00	216.00	225.00	254.00
ENSG00000174125.3	2723.62	16.44	4.23	4.00	5.00
ENSG00000174130.8	2436.42	34.56	22.77	8.00	7.00
ENSG00000174132.8	1128.56	80.00	99.00	83.00	70.00
ENSG00000174136.7	4580.00	187.00	221.00	112.00	105.00
ENSG00000174137.8	1100.34	1.00	4.00	4.00	2.00
ENSG00000174151.10	4132.17	182.00	204.00	143.00	187.00
ENSG00000174165.3	1941.00	38.00	49.00	27.00	24.00
ENSG00000174171.4	1136.54	2.00	6.00	4.00	4.00
ENSG00000174173.6	1692.07	354.00	273.00	290.00	255.00
ENSG00000174177.8	1080.13	98.00	83.00	75.00	85.00
ENSG00000174194.11	1827.91	156.62	177.83	125.90	144.97
ENSG00000174196.5	1503.00	124.63	95.47	102.13	101.93
ENSG00000174197.12	8543.68	1344.00	1361.00	1187.00	1105.00
ENSG00000174206.8	2278.19	95.00	98.00	63.00	63.00
ENSG00000174227.11	2534.67	748.00	677.00	675.00	714.00
ENSG00000174231.12	5053.66	8826.00	8972.00	7028.00	7405.00
ENSG00000174233.7	3565.06	780.00	804.00	517.00	583.00
ENSG00000174236.2	1139.00	6.00	2.00	6.00	2.00
ENSG00000174238.10	3100.90	915.00	898.00	661.00	702.00
ENSG00000174243.5	2666.57	1494.00	1635.00	1272.00	1350.00
ENSG00000174255.5	2747.00	0.00	1.00	0.00	0.00
ENSG00000174276.5	1296.00	3.00	3.00	3.00	3.00
ENSG00000174282.7	5816.48	816.00	870.00	621.00	634.00
ENSG00000174292.8	2226.46	63.00	51.00	67.00	79.00
ENSG00000174306.17	5805.00	521.00	452.00	429.00	408.00
ENSG00000174307.5	1504.61	143.00	136.00	165.00	264.00
ENSG00000174327.6	1726.91	149.00	127.00	110.00	160.00
ENSG00000174332.3	2812.00	0.00	0.00	0.00	0.00
ENSG00000174343.5	1121.00	0.00	2.00	0.00	0.00
ENSG00000174348.9	1969.17	0.00	0.00	0.00	0.00
ENSG00000174353.13	1686.64	160.53	163.57	94.07	145.34
ENSG00000174358.11	4255.50	0.00	0.00	0.00	0.00
ENSG00000174365.15	942.95	143.00	129.00	128.00	166.00
ENSG00000174368.13	1023.37	6.37	2.18	0.00	6.67
ENSG00000174371.12	2699.21	305.00	286.00	329.00	284.00
ENSG00000174373.11	4211.15	3890.16	3655.39	3129.37	2748.43
ENSG00000174374.9	1900.50	691.00	716.36	578.00	555.00
ENSG00000174384.8	613.00	21.34	16.52	16.32	16.31
ENSG00000174405.9	4095.99	294.00	288.00	231.00	214.00
ENSG00000174428.12	1785.80	112.41	112.87	147.35	177.19
ENSG00000174437.12	4301.61	5278.00	4786.00	4135.00	4364.00
ENSG00000174442.7	2571.16	549.00	519.00	444.00	373.00
ENSG00000174444.10	852.24	28749.23	28247.33	33515.95	33859.52
ENSG00000174446.8	945.48	150.48	123.21	117.49	112.00
ENSG00000174448.4	800.00	0.00	0.00	0.00	0.00
ENSG00000174456.9	1462.71	267.00	248.00	208.00	242.00
ENSG00000174460.3	2231.00	11.00	8.00	5.00	1.00
ENSG00000174469.13	6065.00	39.00	41.00	44.00	53.00
ENSG00000174483.15	1919.43	252.00	287.00	267.00	325.00
ENSG00000174485.10	5083.44	1176.00	1176.00	638.00	581.00
ENSG00000174498.9	4414.50	2260.00	2291.00	2851.00	3399.00
ENSG00000174501.10	3485.12	218.43	190.66	186.15	151.30
ENSG00000174502.14	4799.00	35.00	24.00	6.00	11.00
ENSG00000174514.8	2700.24	23.00	22.00	20.00	34.00
ENSG00000174516.10	2562.47	32.00	52.00	44.00	50.00
ENSG00000174529.6	1388.00	17.00	12.00	23.00	11.00
ENSG00000174547.9	1060.16	527.00	447.00	458.00	498.00
ENSG00000174564.8	2047.00	4.00	6.00	6.00	10.00
ENSG00000174567.7	829.62	138.00	142.00	91.00	94.00
ENSG00000174574.11	2407.73	3463.00	3252.00	2146.00	1961.00
ENSG00000174579.3	3566.46	402.00	418.00	492.00	371.00
ENSG00000174586.6	3468.00	33.00	36.00	34.25	37.00
ENSG00000174599.4	2019.00	9.00	6.00	1.00	8.00
ENSG00000174600.9	2949.43	1.00	0.00	0.00	0.00
ENSG00000174606.8	2386.10	433.00	369.00	364.00	288.00
ENSG00000174607.6	2422.33	0.00	0.00	0.00	0.00
ENSG00000174628.12	1520.05	124.00	126.00	152.00	148.00
ENSG00000174640.8	1379.00	0.00	2.00	1.00	1.00
ENSG00000174652.13	2617.93	675.00	690.00	630.00	533.00
ENSG00000174669.7	2428.02	12.00	17.00	7.00	9.00
ENSG00000174672.11	1559.38	26.00	27.00	28.00	21.00
ENSG00000174684.6	2072.00	992.00	973.00	1187.00	1264.00
ENSG00000174695.5	3156.95	2399.96	2329.08	1823.00	1528.96
ENSG00000174697.4	3420.00	3.00	1.00	0.00	0.00
ENSG00000174705.7	7221.98	459.00	425.00	309.00	359.00
ENSG00000174715.7	504.00	1.00	1.00	1.00	0.00
ENSG00000174718.7	3418.72	548.00	527.00	699.00	733.00
ENSG00000174720.11	1914.63	655.00	573.00	546.00	476.00
ENSG00000174721.9	2545.00	62.00	42.00	32.00	34.00
ENSG00000174738.8	5106.91	408.00	420.00	550.00	473.00
ENSG00000174744.9	1377.30	210.00	167.00	147.00	207.00
ENSG00000174748.14	938.44	11244.09	10286.43	13178.26	13879.84
ENSG00000174749.5	8901.00	107.00	103.00	89.00	92.00
ENSG00000174775.12	875.38	95.00	92.00	99.00	156.00
ENSG00000174776.6	1431.80	0.00	0.00	0.00	0.00
ENSG00000174780.11	2586.17	2148.00	2173.00	1648.00	1440.00
ENSG00000174788.5	721.42	5.00	5.00	2.00	4.00
ENSG00000174791.6	1920.83	71.00	79.00	32.00	29.00
ENSG00000174792.6	825.75	0.00	0.00	1.00	0.00
ENSG00000174796.8	2035.58	251.00	195.00	257.00	208.00
ENSG00000174799.6	5118.22	264.00	241.00	214.00	225.00
ENSG00000174804.3	7383.00	5010.00	4709.00	3956.92	3625.00
ENSG00000174807.3	2558.00	25.00	36.00	37.00	37.00
ENSG00000174808.7	1720.00	0.00	0.00	1.00	0.00
ENSG00000174827.9	1752.48	526.75	523.91	922.83	775.67
ENSG00000174839.8	2693.38	321.00	243.00	166.00	160.00
ENSG00000174840.8	5864.00	549.00	504.00	318.00	320.00
ENSG00000174842.12	1733.21	187.00	147.00	133.00	121.00
ENSG00000174844.10	1922.59	2.00	1.00	4.00	13.00
ENSG00000174851.10	751.78	485.00	435.00	352.00	432.00
ENSG00000174871.6	721.85	8.00	9.00	7.00	8.00
ENSG00000174886.8	611.60	445.40	511.73	480.93	756.63
ENSG00000174891.8	1319.76	425.00	401.00	315.00	254.00
ENSG00000174898.11	1619.50	0.00	0.00	0.00	0.00
ENSG00000174903.10	2007.00	1188.00	1291.00	1244.00	1510.00
ENSG00000174912.6	875.00	1.40	1.62	0.00	0.00
ENSG00000174915.7	2423.95	337.00	306.00	376.00	427.00
ENSG00000174917.4	862.98	64.00	79.00	56.00	97.00
ENSG00000174928.11	1884.00	118.00	132.00	101.00	115.00
ENSG00000174938.10	3353.17	1584.00	1527.00	1033.00	1313.00
ENSG00000174939.6	1284.34	112.00	150.00	72.00	93.00
ENSG00000174943.5	1454.63	152.00	136.00	132.00	139.00
ENSG00000174945.9	1717.50	0.00	0.00	0.00	0.00
ENSG00000174951.6	4246.00	0.00	0.00	15.00	9.00
ENSG00000174953.9	3400.46	1002.00	941.00	878.00	779.00
ENSG00000174977.7	1347.00	27.97	19.50	16.00	14.30
ENSG00000174989.8	4266.33	201.00	169.00	171.00	189.00
ENSG00000174990.3	713.74	260.00	243.00	370.00	374.00
ENSG00000174992.6	1934.00	2.00	1.00	0.00	1.00
ENSG00000174996.7	2765.38	315.00	292.00	286.00	372.00
ENSG00000175003.8	757.78	9.00	8.00	10.00	12.00
ENSG00000175029.12	1008.23	3.00	1.00	3.00	2.00
ENSG00000175048.12	1711.76	191.00	193.00	98.00	73.00
ENSG00000175054.10	2895.75	486.00	526.00	375.00	357.00
ENSG00000175061.13	885.02	4887.00	4652.00	5936.00	6096.00
ENSG00000175063.12	844.32	775.00	764.00	792.00	898.00
ENSG00000175065.7	4052.50	0.00	2.00	0.00	0.00
ENSG00000175066.11	2505.78	257.00	217.00	165.00	142.00
ENSG00000175073.7	9942.00	535.00	473.00	408.00	376.00
ENSG00000175084.7	1044.00	0.00	0.00	1.00	0.00
ENSG00000175087.5	3148.77	66.00	84.00	120.00	108.00
ENSG00000175104.10	3730.69	149.00	172.00	125.00	148.00
ENSG00000175105.5	4966.00	247.00	254.00	291.00	247.00
ENSG00000175106.12	1059.85	148.08	108.83	108.12	78.69
ENSG00000175110.7	1126.71	532.00	531.00	473.00	491.00
ENSG00000175115.7	3946.47	1098.00	987.00	592.00	701.00
ENSG00000175130.6	1699.00	3485.00	3330.00	2425.00	2939.00
ENSG00000175137.9	3515.95	339.00	318.00	275.00	365.00
ENSG00000175147.7	2867.53	135.00	164.00	123.00	129.00
ENSG00000175155.4	5198.35	714.00	716.00	881.00	772.00
ENSG00000175166.12	2077.50	3539.98	3229.00	1926.00	2125.00
ENSG00000175170.10	1681.00	2.00	3.66	1.00	1.00
ENSG00000175175.4	2988.00	3.00	1.00	1.00	3.00
ENSG00000175182.9	2432.81	162.00	126.00	86.00	109.00
ENSG00000175183.5	942.47	235.00	183.00	185.00	163.00
ENSG00000175189.3	1992.00	166.00	163.00	152.00	168.00
ENSG00000175193.8	1130.21	389.00	427.00	298.00	280.00
ENSG00000175197.6	919.83	103.00	114.00	168.00	148.00
ENSG00000175198.10	1706.86	528.00	545.00	350.00	289.00
ENSG00000175203.11	997.73	1243.00	1106.00	1014.00	1136.00
ENSG00000175213.2	1934.99	138.00	106.00	116.00	122.00
ENSG00000175215.5	3790.98	2712.00	2562.00	3001.00	3030.00
ENSG00000175216.10	5692.88	4776.00	4852.00	4444.00	4260.00
ENSG00000175220.7	3242.96	944.00	949.00	494.00	612.00
ENSG00000175221.10	2450.87	161.00	205.00	168.00	262.00
ENSG00000175224.12	2735.45	1751.00	1665.00	1284.00	1400.00
ENSG00000175264.3	1531.67	0.00	0.00	0.00	0.00
ENSG00000175265.13	4782.64	4107.09	4383.79	4614.44	4185.04
ENSG00000175267.10	2379.00	5.00	3.00	1.00	1.00
ENSG00000175279.17	883.02	122.00	120.64	123.17	145.98
ENSG00000175283.7	2090.00	251.00	201.00	200.00	211.00
ENSG00000175287.14	987.69	172.00	158.00	34.00	25.00
ENSG00000175294.5	1669.50	3.00	0.00	0.00	0.00
ENSG00000175305.12	1984.07	67.00	45.00	74.00	83.00
ENSG00000175309.10	1247.09	295.00	313.00	265.00	293.00
ENSG00000175311.5	2936.00	597.00	633.00	388.00	354.00
ENSG00000175318.7	992.69	2.00	2.00	0.00	0.00
ENSG00000175322.7	1523.72	108.00	98.00	108.00	93.00
ENSG00000175324.5	1045.55	290.00	307.00	217.00	205.00
ENSG00000175329.8	3298.03	97.00	88.00	159.00	145.00
ENSG00000175334.3	877.59	1293.00	1306.15	1136.00	1242.00
ENSG00000175336.8	1682.00	154.00	155.00	34.00	42.00
ENSG00000175344.12	3764.52	26.76	31.34	13.23	21.77
ENSG00000175348.6	1619.56	243.00	216.00	164.00	169.00
ENSG00000175352.6	3809.00	1.00	0.00	2.00	2.00
ENSG00000175354.14	1800.30	574.00	535.00	533.00	499.00
ENSG00000175356.8	1540.93	1.00	1.00	1.00	0.00
ENSG00000175376.4	1889.80	531.00	495.00	374.00	372.00
ENSG00000175387.11	2229.06	1195.00	1055.00	834.00	755.00
ENSG00000175390.8	1363.62	2141.54	2041.02	2340.39	2425.26
ENSG00000175395.11	3943.40	69.00	78.00	67.00	50.00
ENSG00000175414.6	10845.00	6.00	3.00	9.00	8.00
ENSG00000175416.8	1193.49	125.00	117.00	72.00	105.00
ENSG00000175426.6	2341.50	0.00	0.00	0.00	0.00
ENSG00000175449.9	1955.59	16.00	15.00	8.00	10.00
ENSG00000175455.10	2567.39	1380.00	1248.00	1332.00	1242.00
ENSG00000175463.7	2627.71	26.00	38.00	26.00	23.00
ENSG00000175467.10	2964.53	408.00	463.00	435.00	461.00
ENSG00000175470.14	2256.80	497.00	418.00	492.00	487.00
ENSG00000175471.15	2337.00	11.00	6.00	0.00	1.00
ENSG00000175482.4	850.43	37.61	50.37	62.00	55.66
ENSG00000175489.9	1924.00	9.00	6.00	2.00	5.00
ENSG00000175497.12	2367.21	36.00	33.00	40.00	32.00
ENSG00000175505.9	1844.00	28.00	22.00	11.00	10.00
ENSG00000175509.8	698.00	0.00	0.00	0.00	1.00
ENSG00000175513.5	1183.00	0.00	0.00	1.00	0.00
ENSG00000175518.6	2313.00	0.00	3.00	3.00	8.00
ENSG00000175536.6	769.00	19.00	35.00	19.00	12.00
ENSG00000175538.6	2270.82	56.00	57.00	26.00	36.00
ENSG00000175544.9	857.00	0.00	0.00	0.00	0.00
ENSG00000175548.4	2694.28	102.47	102.36	110.49	93.11
ENSG00000175550.3	834.33	319.00	313.00	263.00	340.00
ENSG00000175556.12	2349.76	120.00	100.00	84.00	94.00
ENSG00000175564.8	1614.93	3.00	2.00	7.00	5.00
ENSG00000175567.4	1354.17	96.00	94.00	69.00	71.00
ENSG00000175573.6	1542.40	318.00	314.00	130.00	214.00
ENSG00000175575.8	1372.72	433.00	406.00	318.00	329.00
ENSG00000175581.9	971.11	255.00	246.00	245.00	223.00
ENSG00000175582.15	2700.99	2870.95	2935.00	1173.00	1039.00
ENSG00000175591.7	2306.39	20.00	16.00	19.00	20.00
ENSG00000175592.4	1499.67	104.00	122.00	70.00	104.00
ENSG00000175595.10	6758.00	453.00	378.00	391.00	323.00
ENSG00000175600.11	1223.80	157.00	123.00	127.00	115.00
ENSG00000175602.2	1231.00	7.00	5.00	8.00	6.00
ENSG00000175606.6	1240.12	209.00	154.00	161.00	185.76
ENSG00000175611.7	1138.41	28.00	15.00	19.00	22.00
ENSG00000175634.10	1654.87	474.00	527.00	400.00	561.00
ENSG00000175643.7	1194.83	957.00	836.00	747.00	704.00
ENSG00000175646.3	424.00	1.00	0.00	0.00	1.00
ENSG00000175662.13	3412.18	198.00	203.00	190.00	229.00
ENSG00000175691.8	2002.00	81.00	79.00	116.00	100.00
ENSG00000175697.6	1816.42	2.00	0.00	0.00	2.00
ENSG00000175699.8	1284.67	2.00	2.00	0.00	0.00
ENSG00000175701.6	461.00	17.00	22.00	19.00	33.00
ENSG00000175707.7	1793.00	54.00	50.00	38.00	43.00
ENSG00000175711.4	1600.18	223.00	267.00	201.00	227.00
ENSG00000175727.9	4840.87	896.00	891.00	591.00	739.00
ENSG00000175730.7	2094.00	26.63	22.12	15.64	18.00
ENSG00000175741.4	563.00	14.01	13.04	4.34	17.66
ENSG00000175745.7	2946.58	473.00	466.00	662.00	740.00
ENSG00000175756.9	802.85	229.00	180.00	205.00	298.00
ENSG00000175764.10	1224.49	36.00	27.00	43.00	38.00
ENSG00000175768.8	769.68	1014.88	997.63	834.99	888.00
ENSG00000175772.10	2244.00	2.37	1.34	0.00	1.57
ENSG00000175782.8	3669.98	379.00	347.81	279.00	292.00
ENSG00000175785.8	3575.22	262.00	251.00	232.00	305.00
ENSG00000175787.12	1910.90	66.00	80.00	67.00	63.00
ENSG00000175792.7	1794.28	790.00	868.00	512.00	526.00
ENSG00000175793.10	1315.00	75.00	98.00	92.00	114.00
ENSG00000175806.10	1204.85	40.00	30.00	27.00	31.00
ENSG00000175820.2	7359.00	0.00	1.00	2.00	1.00
ENSG00000175826.7	1020.89	1554.00	1396.00	1149.98	1241.00
ENSG00000175832.8	1890.01	3662.00	3953.00	2044.00	2314.00
ENSG00000175841.7	2295.00	5.00	8.00	1.00	2.00
ENSG00000175854.7	822.07	189.00	179.00	145.00	143.00
ENSG00000175866.11	1817.92	307.00	354.00	268.00	341.00
ENSG00000175868.9	1070.00	0.00	0.00	2.00	1.00
ENSG00000175873.3	2067.00	46.00	31.00	34.00	35.00
ENSG00000175874.5	906.00	2.00	4.00	4.00	2.00
ENSG00000175886.9	801.00	3.42	5.42	5.58	7.74
ENSG00000175893.7	9160.00	342.00	358.00	336.00	304.00
ENSG00000175894.10	3967.00	8.00	5.00	5.00	10.00
ENSG00000175895.3	1938.00	301.00	247.00	216.00	179.00
ENSG00000175898.4	1760.00	32.00	49.00	24.00	9.00
ENSG00000175899.10	4479.78	122871.00	124255.00	163261.00	167367.00
ENSG00000175906.4	1612.00	231.00	205.00	194.00	219.00
ENSG00000175911.4	1798.00	8.00	4.00	14.00	16.00
ENSG00000175920.11	1573.00	1.00	1.00	0.00	0.00
ENSG00000175931.8	4093.52	1248.00	1310.00	1209.00	1263.00
ENSG00000175938.6	2155.19	385.06	337.60	157.75	206.31
ENSG00000175946.8	1982.00	2.00	0.00	2.00	2.00
ENSG00000175967.3	2255.00	12.00	5.00	6.00	3.00
ENSG00000175970.7	4404.00	974.00	923.00	1167.00	1155.00
ENSG00000175984.10	3588.76	19.00	21.00	14.00	9.00
ENSG00000175985.8	2905.50	0.00	0.00	1.00	0.00
ENSG00000176014.8	1652.40	366.00	330.00	147.00	171.00
ENSG00000176018.8	3276.69	573.00	512.00	377.00	295.00
ENSG00000176020.7	5524.16	19.27	50.40	69.07	57.40
ENSG00000176022.3	2793.00	119.00	105.00	75.00	75.00
ENSG00000176024.12	2389.04	83.00	88.00	93.00	87.00
ENSG00000176046.7	852.15	110.00	93.00	199.00	266.00
ENSG00000176049.11	3511.90	4.00	3.00	12.00	7.00
ENSG00000176054.6	421.00	5.00	4.00	7.00	4.00
ENSG00000176055.9	3805.28	198.00	232.00	200.00	175.00
ENSG00000176058.7	532.48	116.00	109.00	138.00	188.00
ENSG00000176076.6	1465.00	9.00	11.00	6.00	5.00
ENSG00000176082.5	1947.00	0.00	0.00	3.63	0.00
ENSG00000176087.10	3119.26	51.00	60.00	26.00	20.00
ENSG00000176092.9	1959.09	43.00	47.00	43.00	40.00
ENSG00000176095.7	4102.07	647.00	582.00	693.00	801.00
ENSG00000176101.7	895.20	120.00	134.00	124.00	179.00
ENSG00000176102.7	2449.83	934.00	984.00	830.00	773.00
ENSG00000176105.9	4410.59	2164.00	2098.00	1686.00	1413.00
ENSG00000176108.5	1063.94	101.00	104.00	100.00	110.00
ENSG00000176124.7	941.06	243.00	213.00	207.00	211.00
ENSG00000176125.3	994.00	2.00	3.00	2.00	4.00
ENSG00000176134.4	966.00	159.42	186.01	59.48	65.20
ENSG00000176142.8	2118.09	1167.00	1151.00	673.00	687.00
ENSG00000176148.11	2528.31	235.00	210.00	184.00	235.00
ENSG00000176153.10	894.40	3024.00	2998.00	3673.00	4779.00
ENSG00000176155.14	902.27	376.00	353.00	367.00	440.00
ENSG00000176160.5	4094.00	0.00	0.00	0.00	0.00
ENSG00000176170.9	1846.24	592.00	641.00	912.00	1162.00
ENSG00000176171.7	1172.29	5122.13	4775.34	4710.33	4199.08
ENSG00000176182.5	1890.00	90.00	56.00	77.00	80.00
ENSG00000176204.9	2380.05	13.00	16.00	11.00	11.00
ENSG00000176208.4	6869.00	327.00	321.00	304.00	219.00
ENSG00000176209.7	826.11	113.00	90.00	107.00	74.00
ENSG00000176222.7	1841.00	35.34	30.67	24.61	32.00
ENSG00000176225.8	3915.39	357.00	377.00	296.00	317.00
ENSG00000176236.4	1714.00	2.00	3.00	6.00	4.00
