symbol	length	Control_D0	Control_D1	AGO1_D0	AGO1_D1
ENSG00000168843.9	2668.50	3.00	0.00	3.00	0.00
ENSG00000168852.8	220.04	2.00	1.00	0.00	1.96
ENSG00000168872.11	2911.37	1363.61	1184.20	1185.25	1132.29
ENSG00000168874.8	1488.32	10.00	4.00	6.00	4.00
ENSG00000168876.4	1404.52	182.00	145.00	221.00	216.00
ENSG00000168883.15	1987.45	1100.00	930.00	884.00	1004.00
ENSG00000168884.10	1913.46	227.00	213.00	203.00	170.00
ENSG00000168887.6	1704.48	675.00	538.00	684.00	751.00
ENSG00000168890.9	1395.52	492.00	459.00	541.00	422.00
ENSG00000168894.5	567.93	1045.00	988.00	1108.00	1085.00
ENSG00000168899.4	676.57	116.00	99.00	110.00	97.00
ENSG00000168904.10	1589.29	162.00	157.00	145.00	155.00
ENSG00000168906.8	2224.50	4187.05	3610.00	3787.00	3955.00
ENSG00000168907.9	2113.25	0.00	0.00	0.00	0.00
ENSG00000168913.6	1082.00	0.00	1.00	0.00	1.00
ENSG00000168916.11	3534.94	76.00	83.00	124.00	157.00
ENSG00000168917.8	1641.57	105.00	104.00	313.00	429.00
ENSG00000168918.9	2625.11	1274.00	1266.00	1514.00	1525.00
ENSG00000168924.10	4748.96	540.00	538.00	566.00	517.00
ENSG00000168925.6	581.00	0.00	0.00	0.00	0.00
ENSG00000168928.8	581.00	2.00	1.00	1.00	2.00
ENSG00000168936.6	2170.64	343.00	337.00	319.00	239.00
ENSG00000168938.5	1379.09	122.00	124.00	274.00	339.00
ENSG00000168939.6	9019.00	5.00	8.00	8.00	7.00
ENSG00000168944.11	4551.23	298.00	248.00	348.00	418.00
ENSG00000168952.11	1819.64	735.00	592.00	543.00	597.00
ENSG00000168958.15	1483.49	1520.00	1239.00	1168.00	1436.00
ENSG00000168961.12	2519.77	10.00	7.00	20.16	28.46
ENSG00000168970.16	7221.52	165.44	199.50	191.98	174.76
ENSG00000168993.10	2172.07	4.00	6.00	22.00	14.00
ENSG00000168994.9	1552.75	491.00	447.00	562.00	558.00
ENSG00000169016.12	1805.60	605.95	438.43	672.42	838.45
ENSG00000169018.5	5452.51	771.00	680.00	591.00	781.00
ENSG00000169019.9	1369.03	80.00	65.00	111.00	131.00
ENSG00000169020.5	361.70	687.00	704.00	560.00	439.00
ENSG00000169021.4	1530.00	1012.87	781.88	967.85	1045.00
ENSG00000169026.8	1632.00	1.00	0.00	0.00	2.00
ENSG00000169032.5	2429.92	857.00	764.00	929.00	1043.00
ENSG00000169045.13	1443.61	9404.00	7849.24	9363.62	10151.00
ENSG00000169047.5	8807.85	619.00	589.00	636.00	616.00
ENSG00000169057.15	7113.55	522.00	467.00	442.00	450.00
ENSG00000169059.8	901.50	0.00	2.00	0.00	0.00
ENSG00000169062.10	1696.62	903.81	781.86	756.54	857.00
ENSG00000169084.8	1339.34	270.00	241.00	342.00	358.00
ENSG00000169085.7	492.38	3.00	0.00	2.00	3.00
ENSG00000169087.6	1933.51	59.00	39.00	74.00	71.00
ENSG00000169093.10	1896.88	154.00	191.00	187.00	141.00
ENSG00000169100.8	2055.32	3607.00	4399.00	3135.00	2509.00
ENSG00000169105.6	2052.54	281.00	323.00	222.00	201.00
ENSG00000169116.7	4659.50	0.00	0.00	1.00	0.00
ENSG00000169118.11	6644.26	459.00	375.24	538.42	588.69
ENSG00000169122.7	2177.35	47.00	56.00	37.00	34.00
ENSG00000169129.10	2377.43	0.00	0.00	0.00	0.00
ENSG00000169131.6	2312.34	75.86	64.64	106.16	106.74
ENSG00000169136.4	2020.04	92.00	103.00	72.00	78.00
ENSG00000169139.7	1424.71	854.00	683.00	775.00	1062.00
ENSG00000169155.5	5885.51	268.00	193.00	269.00	309.00
ENSG00000169169.10	1041.32	0.00	1.00	2.00	2.00
ENSG00000169174.9	3649.67	2021.00	2298.00	2182.00	2055.00
ENSG00000169180.7	2578.85	1651.00	1449.00	1620.00	1675.00
ENSG00000169184.5	7556.00	4.00	0.00	2.00	1.00
ENSG00000169188.4	3245.00	328.00	242.00	275.00	234.00
ENSG00000169189.12	1000.42	420.00	407.00	400.00	455.00
ENSG00000169193.7	1539.93	75.00	57.00	74.00	88.00
ENSG00000169194.5	1147.40	0.00	0.00	1.00	0.00
ENSG00000169203.12	923.97	433.25	433.98	578.32	726.64
ENSG00000169213.6	12844.00	368.00	301.00	1002.00	1092.00
ENSG00000169217.4	1514.86	934.00	689.00	891.00	825.00
ENSG00000169220.13	805.00	78.00	80.00	119.00	84.00
ENSG00000169221.9	3266.09	531.00	545.00	386.00	338.00
ENSG00000169223.10	917.18	1400.00	1470.00	1182.00	941.00
ENSG00000169228.9	1464.77	328.00	302.00	306.00	329.46
ENSG00000169230.5	1212.71	1596.76	1328.23	1206.00	1133.62
ENSG00000169231.9	1967.44	75.00	84.00	168.00	176.00
ENSG00000169239.8	2101.92	41.74	36.16	39.52	53.82
ENSG00000169241.13	1058.51	289.00	234.00	217.00	239.00
ENSG00000169242.7	1458.34	3051.00	3175.00	2964.00	3114.30
ENSG00000169246.12	1290.00	962.53	991.25	1156.04	1228.63
ENSG00000169247.7	3766.04	29.00	16.00	32.00	35.00
ENSG00000169248.8	1186.50	0.00	0.00	0.00	0.00
ENSG00000169249.8	1491.00	78.00	74.84	111.02	117.00
ENSG00000169251.8	2277.34	1026.00	784.00	1191.00	1510.00
ENSG00000169252.4	2041.00	1.00	0.00	0.00	0.00
ENSG00000169258.6	4211.00	40.00	43.00	51.00	45.00
ENSG00000169282.13	2765.22	0.00	0.00	0.00	2.00
ENSG00000169288.13	1340.53	281.00	189.00	242.00	294.00
ENSG00000169297.6	1238.00	0.00	0.00	0.00	0.00
ENSG00000169299.9	2665.02	521.00	370.00	468.00	592.00
ENSG00000169306.5	2879.00	0.00	0.00	0.00	0.00
ENSG00000169330.4	6732.00	12.00	14.00	16.00	27.00
ENSG00000169340.5	2153.00	1.00	1.00	1.00	2.00
ENSG00000169347.12	718.66	2.00	1.00	2.00	4.00
ENSG00000169359.9	3434.23	555.00	435.00	606.00	732.00
ENSG00000169371.9	1333.56	110.36	91.42	76.03	96.52
ENSG00000169372.8	780.94	85.00	73.00	71.00	79.00
ENSG00000169375.11	4855.11	1469.00	1212.00	1294.00	1429.00
ENSG00000169379.11	3248.04	148.00	114.00	147.00	171.00
ENSG00000169385.2	755.00	1.00	0.00	2.00	1.00
ENSG00000169398.15	3439.64	1885.00	1456.00	1962.00	2237.00
ENSG00000169402.11	1768.62	2.00	1.00	0.50	0.00
ENSG00000169403.7	3255.34	88.00	98.00	67.00	72.00
ENSG00000169410.5	3559.13	570.00	427.00	453.00	511.00
ENSG00000169418.9	1706.00	0.00	2.00	2.00	1.00
ENSG00000169427.2	688.02	0.00	1.00	0.00	3.00
ENSG00000169429.6	1535.88	26.00	24.00	22.00	35.00
ENSG00000169432.10	9714.60	1381.00	1071.99	1544.00	1852.00
ENSG00000169435.9	2702.68	6.00	1.00	9.00	14.00
ENSG00000169439.7	1590.31	6159.00	5430.25	6213.00	7385.00
ENSG00000169442.4	468.00	1.00	0.00	6.00	4.00
ENSG00000169446.4	3618.56	363.00	270.00	444.00	511.00
ENSG00000169490.12	1302.42	356.00	334.00	494.00	556.00
ENSG00000169499.10	4417.35	682.00	670.00	702.00	957.00
ENSG00000169504.10	4346.00	2124.00	1600.00	2997.00	3633.00
ENSG00000169507.5	1906.66	278.00	186.00	220.00	271.00
ENSG00000169515.5	3213.00	1.00	1.00	1.00	0.00
ENSG00000169519.15	2722.89	255.64	200.00	316.66	405.52
ENSG00000169548.3	2148.00	34.00	28.00	57.00	44.00
ENSG00000169550.8	2465.03	339.00	349.00	555.00	610.00
ENSG00000169551.8	1445.00	1.00	1.00	0.00	1.00
ENSG00000169554.12	2354.89	25.00	9.00	26.00	13.00
ENSG00000169562.9	1858.92	1353.00	1299.00	1067.00	1026.00
ENSG00000169564.5	1748.00	4450.00	4193.01	4605.00	4889.00
ENSG00000169567.7	985.39	2684.90	2307.00	2316.00	2584.00
ENSG00000169570.5	3655.84	87.00	81.00	105.00	146.00
ENSG00000169583.12	1017.00	5.00	10.00	15.00	4.00
ENSG00000169592.10	2029.10	711.00	673.00	699.00	649.00
ENSG00000169598.11	2259.99	111.00	84.00	78.00	83.00
ENSG00000169599.8	867.45	376.00	311.00	414.00	506.00
ENSG00000169604.15	5491.67	775.00	597.00	810.00	968.00
ENSG00000169607.8	3996.70	598.23	492.00	303.00	367.00
ENSG00000169609.9	688.46	123.00	110.00	139.00	143.00
ENSG00000169612.3	1568.00	400.63	301.08	472.38	495.63
ENSG00000169621.5	3762.36	39.00	41.00	44.00	68.00
ENSG00000169627.7	371.91	145.46	148.85	97.33	76.72
ENSG00000169629.7	5345.07	263.38	184.32	253.60	331.85
ENSG00000169635.5	6809.20	539.00	515.00	449.04	450.00
ENSG00000169641.9	7450.26	829.00	709.00	938.00	1112.00
ENSG00000169660.11	1057.72	240.00	279.00	215.00	191.00
ENSG00000169668.7	1842.00	1.17	0.00	0.00	0.98
ENSG00000169679.10	3355.72	1325.00	1033.00	441.00	523.00
ENSG00000169682.13	1812.07	422.74	481.03	408.94	339.69
ENSG00000169683.3	1668.98	246.00	302.00	172.00	127.00
ENSG00000169684.9	1340.09	81.01	73.00	122.00	172.00
ENSG00000169688.10	365.50	0.00	0.00	0.00	0.00
ENSG00000169689.10	769.70	191.00	212.00	185.00	125.00
ENSG00000169692.8	1194.71	100.00	105.00	150.00	116.00
ENSG00000169696.11	1605.73	1600.00	1916.00	1067.00	790.00
ENSG00000169710.6	4624.10	5670.00	7983.00	7073.00	4929.00
ENSG00000169714.12	1620.36	3668.00	2893.00	3507.00	4185.00
ENSG00000169715.10	541.72	131.00	133.00	227.00	211.00
ENSG00000169718.13	1064.23	633.00	650.00	493.00	396.00
ENSG00000169727.8	1660.72	1041.00	994.00	794.00	617.00
ENSG00000169733.7	1043.89	482.00	644.00	460.00	361.00
ENSG00000169738.3	764.45	527.00	540.00	381.00	274.00
ENSG00000169740.9	1110.90	106.00	107.00	110.00	152.00
ENSG00000169750.4	1007.41	65.00	88.00	49.00	49.00
ENSG00000169756.12	4137.35	1078.05	912.81	922.55	1086.36
ENSG00000169758.8	2096.00	1.00	2.00	0.00	0.00
ENSG00000169762.12	1810.83	423.00	322.00	502.00	592.00
ENSG00000169764.10	2143.94	2763.00	2217.00	2880.00	3485.00
ENSG00000169783.8	1329.30	0.00	1.00	6.00	4.00
ENSG00000169813.12	2233.44	3472.00	2948.00	3187.00	3162.00
ENSG00000169814.8	1837.68	319.00	286.00	406.00	449.00
ENSG00000169826.6	3530.37	299.00	199.00	391.00	519.00
ENSG00000169855.15	3928.02	3790.00	3199.00	5559.00	6193.00
ENSG00000169856.7	655.43	62.00	61.00	41.00	39.00
ENSG00000169857.3	1605.00	100.00	75.00	135.00	171.00
ENSG00000169862.14	2982.00	0.00	0.00	0.00	1.00
ENSG00000169871.8	1954.45	215.00	221.00	224.00	230.00
ENSG00000169884.9	1951.25	12.00	8.00	10.00	11.00
ENSG00000169885.5	914.64	0.00	1.00	1.00	2.00
ENSG00000169891.13	7771.00	8.00	9.00	20.00	19.00
ENSG00000169894.13	4066.14	13.00	11.00	44.00	50.00
ENSG00000169895.5	5494.35	739.00	592.00	781.00	939.00
ENSG00000169896.12	4718.00	1.00	1.00	3.00	3.00
ENSG00000169902.9	1722.56	390.00	274.00	417.00	433.00
ENSG00000169903.6	580.66	9.00	7.00	6.00	3.00
ENSG00000169905.8	4001.20	1162.93	908.97	1253.42	1534.30
ENSG00000169908.6	1652.32	10372.00	8817.00	21332.00	25068.00
ENSG00000169914.5	3420.17	376.00	298.00	310.00	333.00
ENSG00000169918.5	1232.60	1.00	1.00	7.00	5.26
ENSG00000169919.12	2051.80	868.00	780.00	804.00	938.00
ENSG00000169925.12	5600.76	831.00	786.00	770.00	827.00
ENSG00000169926.5	3430.55	729.00	651.00	799.00	870.00
ENSG00000169951.5	2772.46	141.00	119.00	117.00	92.00
ENSG00000169955.6	3524.48	185.94	196.26	195.00	127.00
ENSG00000169957.8	2191.88	490.98	532.99	467.00	397.00
ENSG00000169962.4	3433.00	2.00	2.00	1.00	6.00
ENSG00000169964.5	1449.68	91.00	103.00	119.00	123.00
ENSG00000169967.12	8592.50	1146.00	904.00	1327.00	1791.00
ENSG00000169972.7	1338.78	40.00	37.00	24.00	20.00
ENSG00000169976.5	737.00	727.98	645.00	506.00	433.00
ENSG00000169981.6	2661.00	8.00	3.00	4.00	8.00
ENSG00000169989.2	2472.00	6.00	4.00	16.00	12.00
ENSG00000169991.6	6188.00	509.00	424.41	756.50	764.65
ENSG00000169992.5	4508.14	1015.00	1037.00	1093.00	967.00
ENSG00000169994.14	1453.00	1.00	0.00	1.00	1.00
ENSG00000170004.12	4808.64	502.00	438.00	679.00	675.00
ENSG00000170006.7	5979.45	3.00	0.00	4.00	7.00
ENSG00000170011.9	3990.04	36.00	33.00	24.00	25.00
ENSG00000170017.8	4210.03	2155.00	1851.00	2655.00	3171.00
ENSG00000170027.5	3745.00	2957.00	2613.00	2922.00	3586.00
ENSG00000170035.11	1136.91	1091.00	874.00	1205.92	1416.96
ENSG00000170037.9	1854.64	463.00	433.00	423.00	365.00
ENSG00000170043.7	565.25	532.00	521.00	601.00	525.00
ENSG00000170049.5	1731.37	19.00	24.00	15.00	14.00
ENSG00000170054.10	1156.00	2.00	2.00	2.00	2.00
ENSG00000170074.15	878.36	0.00	1.00	2.00	0.00
ENSG00000170075.8	6588.00	1.00	2.00	0.00	1.00
ENSG00000170085.13	2725.92	279.93	287.00	349.00	329.94
ENSG00000170088.9	3158.29	370.00	287.00	397.00	490.00
ENSG00000170089.11	976.12	742.59	530.20	543.16	522.83
ENSG00000170091.6	1037.00	3.00	0.00	1.00	0.00
ENSG00000170092.10	1806.00	1.00	0.00	0.00	0.00
ENSG00000170099.5	1504.94	2745.00	2497.00	4195.00	4092.00
ENSG00000170100.9	2599.76	105.00	75.00	155.00	164.00
ENSG00000170113.11	6176.65	768.00	667.00	824.00	947.00
ENSG00000170122.4	2181.00	1.40	4.00	1.00	2.00
ENSG00000170142.7	1358.12	807.00	710.00	861.00	1115.00
ENSG00000170144.14	2776.84	12103.24	9380.66	9225.37	10985.38
ENSG00000170145.4	9678.00	726.00	600.00	742.00	818.00
ENSG00000170153.6	6578.12	5.00	6.00	3.00	7.00
ENSG00000170160.12	3560.07	3.00	1.00	0.00	0.00
ENSG00000170161.6	1480.00	1.00	2.00	1.00	1.00
ENSG00000170165.5	1699.00	6.00	4.00	6.67	14.00
ENSG00000170175.6	1757.05	438.98	368.00	456.99	415.38
ENSG00000170185.5	5413.13	254.00	176.00	269.00	344.00
ENSG00000170190.11	1944.39	27.00	34.00	81.00	99.00
ENSG00000170191.4	3964.00	529.00	432.00	477.00	650.00
ENSG00000170209.4	508.00	2.00	4.00	2.00	1.00
ENSG00000170215.4	616.00	1.33	0.00	2.50	0.00
ENSG00000170222.11	1221.58	68.00	49.00	65.00	79.00
ENSG00000170231.11	640.00	2.00	2.00	3.00	0.00
ENSG00000170234.8	2765.36	254.00	229.00	235.00	281.00
ENSG00000170236.10	580.00	0.00	0.00	0.00	1.00
ENSG00000170242.13	4809.31	979.00	822.00	1051.00	1294.00
ENSG00000170248.9	2782.77	1423.00	1153.33	1763.92	2187.00
ENSG00000170260.4	2422.27	116.00	98.00	109.00	85.00
ENSG00000170262.8	682.46	6.00	3.00	2.00	4.00
ENSG00000170264.8	2060.75	180.00	158.00	187.00	226.00
ENSG00000170265.7	3099.95	240.00	250.00	211.00	167.00
ENSG00000170266.11	2151.78	1878.00	1603.00	2314.00	2575.00
ENSG00000170270.4	1154.00	165.00	133.00	131.00	162.00
ENSG00000170271.6	2779.30	791.00	640.00	887.00	1004.00
ENSG00000170275.10	1475.58	1568.00	1251.00	1582.00	1737.00
ENSG00000170276.4	1113.50	0.50	0.00	0.50	0.00
ENSG00000170291.10	1209.46	430.00	401.00	372.00	358.00
ENSG00000170293.4	1170.58	105.00	86.00	156.00	142.00
ENSG00000170296.5	709.29	1555.00	1369.00	1552.00	1601.00
ENSG00000170310.10	746.56	297.00	237.00	307.00	345.00
ENSG00000170312.11	1851.14	1156.00	849.00	360.00	554.00
ENSG00000170315.9	995.05	8699.98	7359.99	7231.83	7204.88
ENSG00000170322.10	3666.18	771.00	769.00	791.00	820.00
ENSG00000170324.15	1159.97	13.00	7.00	14.00	9.00
ENSG00000170325.10	6071.57	245.00	240.00	237.00	283.00
ENSG00000170340.10	2555.95	770.00	614.00	905.00	1084.00
ENSG00000170345.5	1539.18	187.00	226.00	1086.00	979.00
ENSG00000170348.4	2310.65	5258.00	4306.00	5179.00	6101.00
ENSG00000170356.8	933.00	2.25	4.88	3.94	1.61
ENSG00000170364.8	1615.66	114.00	68.00	102.00	86.00
ENSG00000170365.5	1665.41	149.00	112.00	114.00	128.00
ENSG00000170367.4	756.00	0.00	0.00	0.00	0.00
ENSG00000170370.10	1916.33	0.00	0.00	0.00	0.00
ENSG00000170373.4	655.00	1.00	1.00	3.00	1.00
ENSG00000170379.15	5551.45	49.53	49.82	55.59	72.65
ENSG00000170385.9	5474.00	688.00	519.00	1118.00	1386.00
ENSG00000170390.10	2823.20	0.00	1.00	0.00	0.00
ENSG00000170396.6	4690.00	1.00	1.00	2.00	0.00
ENSG00000170412.12	1456.85	1025.00	1141.00	1234.00	1050.00
ENSG00000170417.10	2015.95	140.00	90.00	170.00	207.00
ENSG00000170421.7	1147.62	7263.08	6843.04	8249.62	7247.56
ENSG00000170425.3	1740.09	173.00	160.00	160.00	194.00
ENSG00000170430.9	1759.00	112.00	118.00	48.00	58.00
ENSG00000170439.5	1506.00	167.00	164.00	243.00	220.00
ENSG00000170445.8	1828.77	847.00	774.00	1122.00	1089.00
ENSG00000170448.7	2380.44	304.00	287.00	338.00	361.00
ENSG00000170456.10	8215.85	854.00	610.00	1076.00	1475.00
ENSG00000170458.9	1332.81	17.00	20.00	18.00	24.00
ENSG00000170464.5	1827.07	170.00	122.00	211.00	242.00
ENSG00000170468.5	2460.00	0.00	0.00	0.00	0.00
ENSG00000170469.6	683.72	77.00	59.00	69.00	55.00
ENSG00000170471.10	7181.04	2028.00	1642.00	2144.00	2527.00
ENSG00000170473.12	1037.15	334.00	280.00	373.00	346.00
ENSG00000170476.11	1072.25	0.00	1.00	3.00	2.00
ENSG00000170482.12	1521.75	138.00	143.00	73.00	73.00
ENSG00000170485.12	1954.71	912.00	866.00	1514.00	1541.00
ENSG00000170498.7	709.00	1.00	0.00	3.00	0.00
ENSG00000170500.8	13912.00	1.00	1.00	4.00	3.00
ENSG00000170502.8	1471.54	277.00	230.00	321.00	296.00
ENSG00000170509.7	2397.00	2.00	5.00	7.00	6.00
ENSG00000170515.9	1548.56	2886.99	2246.99	2081.99	2285.00
ENSG00000170522.5	2859.12	1011.00	908.00	1785.00	2112.00
ENSG00000170525.14	3455.85	756.00	762.00	609.00	777.00
ENSG00000170537.8	3669.03	197.00	179.00	349.00	401.00
ENSG00000170540.10	2379.60	5586.36	4051.64	3978.64	4839.95
ENSG00000170542.5	4118.00	483.00	431.00	599.13	666.00
ENSG00000170545.12	1032.13	80.00	71.00	101.00	94.00
ENSG00000170558.4	3032.37	2315.00	1988.00	2193.00	2634.00
ENSG00000170571.7	2220.63	0.00	3.00	8.33	9.00
ENSG00000170579.10	2536.55	0.00	0.00	0.00	0.00
ENSG00000170581.9	2137.59	1318.00	1252.00	1729.00	1757.00
ENSG00000170584.6	2540.03	366.00	315.00	286.00	375.00
ENSG00000170604.3	2511.00	88.00	110.00	77.00	48.00
ENSG00000170606.9	3882.81	2463.00	1880.00	2372.00	2761.00
ENSG00000170608.2	1989.00	334.00	370.00	659.00	651.00
ENSG00000170615.10	2317.57	0.00	1.00	2.00	7.00
ENSG00000170616.9	3778.00	0.00	0.00	0.00	0.00
ENSG00000170619.8	1332.82	104.00	103.00	136.00	106.00
ENSG00000170629.10	3193.94	7.00	4.00	8.00	6.00
ENSG00000170631.10	2305.46	106.00	88.00	114.00	151.00
ENSG00000170632.9	2090.64	236.97	154.80	196.00	231.86
ENSG00000170633.12	1982.26	474.00	384.00	395.00	424.00
ENSG00000170634.8	968.32	95.00	114.00	128.00	134.00
ENSG00000170638.5	2058.75	189.00	240.00	116.00	104.00
ENSG00000170647.2	1853.00	10.00	15.00	25.00	32.00
ENSG00000170653.14	4795.07	907.00	735.99	1130.60	1153.90
ENSG00000170667.10	1972.55	20.04	12.23	25.73	21.43
ENSG00000170677.5	5309.61	678.00	509.00	723.00	909.00
ENSG00000170681.6	2615.00	27.00	34.00	37.00	33.00
ENSG00000170684.4	1744.00	6.00	8.00	7.00	7.00
ENSG00000170703.11	2843.60	2.00	2.00	9.00	7.00
ENSG00000170727.7	1795.11	198.00	229.00	155.00	103.00
ENSG00000170734.7	3513.16	400.00	360.00	284.00	338.00
ENSG00000170743.12	2548.00	0.00	0.00	0.00	0.00
ENSG00000170745.7	1285.60	1.00	0.00	1.00	0.00
ENSG00000170759.10	5831.95	4492.75	3391.00	4087.00	5255.00
ENSG00000170775.2	3021.00	1.00	0.00	3.00	1.00
ENSG00000170776.15	5858.17	945.00	845.00	1241.00	1306.00
ENSG00000170779.10	2229.36	391.00	351.00	218.00	209.00
ENSG00000170791.13	1017.18	537.00	389.00	560.00	617.00
ENSG00000170801.5	2323.62	4.00	2.00	4.00	5.00
ENSG00000170802.11	4517.15	695.00	583.85	992.00	1208.00
ENSG00000170827.5	1249.00	9.14	7.75	10.87	2.06
ENSG00000170832.8	3825.73	970.00	800.00	1086.99	1305.00
ENSG00000170835.10	2384.00	66.86	45.25	32.13	32.94
ENSG00000170836.7	2986.31	494.00	388.00	422.00	550.00
ENSG00000170846.11	2262.48	172.00	136.00	157.00	209.00
ENSG00000170852.6	2885.41	790.00	622.00	722.00	901.00
ENSG00000170854.13	2520.13	369.00	289.00	472.00	507.00
ENSG00000170855.3	1181.28	588.00	436.00	535.00	629.00
ENSG00000170860.3	3815.00	496.00	417.00	255.00	332.00
ENSG00000170871.7	7775.08	823.00	619.00	1228.00	1428.00
ENSG00000170873.14	3699.56	1087.00	1001.00	1106.00	1329.00
ENSG00000170876.7	3341.00	1284.93	1140.00	1563.93	1736.00
ENSG00000170881.4	2637.00	614.00	524.00	849.00	1003.00
ENSG00000170889.9	743.09	5255.00	4643.00	4497.00	3826.00
ENSG00000170890.9	551.32	2.00	2.00	3.00	5.00
ENSG00000170892.6	1409.54	359.00	389.00	366.00	299.00
ENSG00000170893.3	1779.00	1.00	0.00	0.00	0.00
ENSG00000170899.6	1371.80	485.00	388.00	360.00	396.00
ENSG00000170903.6	3510.53	315.00	261.00	340.00	398.00
ENSG00000170906.11	442.48	202.00	200.00	179.00	145.00
ENSG00000170909.9	1616.54	16.00	17.00	75.00	55.00
ENSG00000170915.8	4668.96	1585.00	1279.00	1141.00	1357.00
ENSG00000170917.9	1435.36	93.00	63.00	84.00	78.00
ENSG00000170919.11	1386.79	311.00	285.00	359.96	399.00
ENSG00000170921.10	10732.68	37.00	32.00	19.00	33.00
ENSG00000170927.10	11589.00	4.00	3.00	2.00	2.00
ENSG00000170946.10	1318.15	144.00	87.00	158.00	166.00
ENSG00000170949.13	3242.07	439.00	401.00	642.00	795.00
ENSG00000170954.7	2132.00	1.00	5.00	3.00	6.00
ENSG00000170959.10	3776.26	4.00	3.00	8.00	7.00
ENSG00000170962.8	3069.60	14.00	14.00	28.00	30.00
ENSG00000170965.5	832.77	15.00	24.00	21.00	22.00
ENSG00000170989.8	763.00	0.00	0.00	1.00	1.00
ENSG00000171004.13	1669.93	7.00	9.00	11.00	11.00
ENSG00000171016.7	5915.09	122.00	79.00	116.00	124.00
ENSG00000171017.6	1834.00	235.00	231.00	289.00	276.00
ENSG00000171033.8	1736.00	5.00	0.00	4.00	3.00
ENSG00000171045.10	1943.45	71.00	68.00	77.00	48.00
ENSG00000171051.4	1306.00	0.00	0.00	1.00	0.00
ENSG00000171055.10	1775.66	810.00	612.00	962.00	1177.00
ENSG00000171056.6	3216.00	11.00	3.97	8.08	6.00
ENSG00000171067.6	1513.20	795.00	801.00	750.00	709.00
ENSG00000171084.11	1726.15	24.00	15.99	34.19	26.00
ENSG00000171097.9	1717.38	310.00	323.00	226.00	209.00
ENSG00000171100.10	3246.75	445.00	379.00	394.00	525.00
ENSG00000171103.6	1408.61	304.00	279.00	276.00	353.00
ENSG00000171105.9	8200.46	1571.00	1479.00	1856.00	2090.00
ENSG00000171109.14	2853.16	676.00	531.00	647.00	836.00
ENSG00000171116.7	1963.00	2.02	5.00	5.00	2.00
ENSG00000171119.2	1109.00	26.00	20.00	24.00	26.00
ENSG00000171121.12	1527.63	69.55	83.03	103.84	142.19
ENSG00000171124.8	1611.30	5.07	12.34	15.25	10.15
ENSG00000171126.7	3656.00	66.00	63.00	78.00	120.00
ENSG00000171129.7	1966.00	1.98	0.00	0.00	0.00
ENSG00000171130.13	1603.59	959.00	987.00	673.00	606.00
ENSG00000171132.9	4908.51	66.00	46.00	78.00	100.00
ENSG00000171135.10	1693.00	536.00	452.00	471.00	484.00
ENSG00000171148.9	2270.70	668.00	605.00	560.00	496.00
ENSG00000171150.7	4318.46	554.00	476.00	634.00	749.00
ENSG00000171155.7	1613.00	376.00	320.00	441.00	513.00
ENSG00000171159.4	743.08	45.00	58.00	34.00	25.00
ENSG00000171160.13	2315.77	87.00	83.00	125.00	123.00
ENSG00000171161.8	2832.37	263.00	293.00	254.00	231.00
ENSG00000171163.11	1304.89	405.00	357.00	426.00	395.00
ENSG00000171169.8	1625.94	47.00	42.00	74.00	64.00
ENSG00000171174.9	1907.52	118.00	109.00	105.00	140.00
ENSG00000171195.6	1361.71	1.00	0.00	1.00	0.00
ENSG00000171202.2	731.93	143.00	122.00	120.00	123.00
ENSG00000171204.8	914.67	247.00	222.00	252.00	296.00
ENSG00000171206.9	2831.00	794.00	712.00	913.00	864.00
ENSG00000171208.5	2830.14	289.00	224.00	332.00	438.00
ENSG00000171219.8	4753.90	111.00	95.00	98.00	99.00
ENSG00000171222.6	1061.87	83.00	156.00	84.00	55.00
ENSG00000171223.4	1815.00	21.00	29.00	156.00	84.00
ENSG00000171224.7	1034.53	28.00	28.00	23.00	21.00
ENSG00000171227.6	1658.27	1151.00	1122.00	1088.00	1296.00
ENSG00000171234.9	1646.27	389.00	295.00	597.00	713.00
ENSG00000171236.9	3036.00	441.00	409.00	515.00	465.00
ENSG00000171241.4	2838.08	661.00	463.00	267.00	299.00
ENSG00000171246.5	2526.75	0.00	1.00	0.00	0.00
ENSG00000171262.7	2866.36	608.00	478.00	532.00	675.00
ENSG00000171282.9	5355.62	181.00	196.00	124.00	119.00
ENSG00000171291.4	2474.23	89.00	83.00	130.00	154.00
ENSG00000171295.8	2623.44	120.00	71.00	134.00	160.00
ENSG00000171298.8	3148.82	1308.00	1618.00	1196.00	897.00
ENSG00000171302.12	2914.32	806.00	715.00	706.00	666.00
ENSG00000171303.5	6162.00	0.00	1.00	1.00	1.00
ENSG00000171307.14	1550.86	543.00	465.00	581.00	521.00
ENSG00000171310.6	5696.00	0.00	0.00	4.00	2.00
ENSG00000171311.8	961.34	229.00	190.00	208.00	216.00
ENSG00000171314.8	1823.15	6766.21	5731.09	4552.02	5028.18
ENSG00000171316.7	7783.28	1512.00	1267.00	1791.00	1972.00
ENSG00000171320.10	2516.24	240.00	173.00	89.00	106.00
ENSG00000171345.9	1286.84	1700.00	1682.00	2115.00	1963.00
ENSG00000171346.9	1929.26	15.00	10.00	26.00	21.00
ENSG00000171357.5	1854.00	0.00	3.00	2.00	1.00
ENSG00000171360.3	2337.00	0.00	0.00	0.00	0.00
