symbol	length	Control_D0	Control_D1	ABCF1_D0	ABCF1_D1
ENSG00000157703.11	1653.00	0.00	2.00	0.00	1.00
ENSG00000157734.9	2156.98	54.00	76.00	91.00	332.00
ENSG00000157741.10	14198.80	746.00	1053.00	1182.00	3515.00
ENSG00000157764.8	4670.95	485.00	832.00	1150.00	2927.00
ENSG00000157765.7	1714.83	0.00	0.00	0.00	0.00
ENSG00000157778.4	911.74	103.00	192.00	199.00	611.00
ENSG00000157782.5	1740.40	0.00	1.00	0.00	0.00
ENSG00000157796.13	2610.84	300.00	485.00	714.00	1902.00
ENSG00000157800.13	2309.98	308.00	547.00	419.00	1242.00
ENSG00000157823.12	1644.88	497.56	771.41	1086.64	2974.80
ENSG00000157827.15	4701.53	2945.00	4589.00	2833.00	8276.00
ENSG00000157833.8	2170.87	25.00	43.00	43.00	169.00
ENSG00000157837.11	1316.22	347.00	587.00	638.00	1965.00
ENSG00000157851.12	3517.96	2.00	1.00	0.00	2.00
ENSG00000157856.6	894.16	0.00	0.00	0.00	3.00
ENSG00000157869.10	1581.63	128.00	239.00	212.00	579.00
ENSG00000157870.10	2555.77	518.00	1110.00	860.00	2602.00
ENSG00000157873.13	1674.54	288.00	661.00	753.00	2178.00
ENSG00000157881.9	1677.35	226.00	399.00	364.00	892.00
ENSG00000157895.7	1777.10	135.00	215.00	199.00	576.00
ENSG00000157911.5	1762.97	234.00	384.00	404.00	1139.00
ENSG00000157916.14	1088.17	578.00	959.00	962.00	2906.00
ENSG00000157927.12	3550.64	1.00	10.00	4.00	11.00
ENSG00000157933.9	4648.33	978.00	1745.00	1871.00	5213.00
ENSG00000157954.10	2248.72	773.00	1327.00	1472.00	4410.00
ENSG00000157978.7	2813.11	277.00	481.00	309.00	1021.00
ENSG00000157985.13	7043.32	1374.00	2353.00	1514.00	4726.00
ENSG00000157992.8	690.13	4.00	10.00	21.00	50.00
ENSG00000157999.5	1257.00	0.00	4.00	3.00	10.00
ENSG00000158006.9	2892.09	202.00	282.00	204.00	668.00
ENSG00000158008.5	3272.87	6.00	8.00	2.00	23.00
ENSG00000158019.16	1645.59	415.37	731.74	804.05	2198.26
ENSG00000158023.5	2172.79	8.00	17.00	24.00	71.00
ENSG00000158042.8	881.71	488.00	961.00	695.00	2136.00
ENSG00000158055.11	2869.00	0.00	1.00	11.00	28.00
ENSG00000158062.16	2016.48	165.00	311.00	385.00	1280.00
ENSG00000158079.10	3443.95	166.00	244.00	200.00	604.00
ENSG00000158092.2	1275.21	267.00	431.00	429.00	1187.00
ENSG00000158104.7	1389.44	1994.00	3955.00	2377.00	7408.00
ENSG00000158106.8	2629.74	39.00	123.00	43.00	171.00
ENSG00000158109.10	2411.97	506.00	935.00	1118.00	3112.00
ENSG00000158113.8	891.00	2.00	3.00	0.00	1.00
ENSG00000158122.7	2457.02	128.00	226.00	187.00	553.00
ENSG00000158156.7	2330.50	57.00	157.00	167.00	452.00
ENSG00000158158.7	3935.16	403.00	745.00	515.00	1517.00
ENSG00000158161.11	4477.75	403.00	689.00	837.00	2538.00
ENSG00000158163.10	1866.81	30.00	44.00	40.00	149.00
ENSG00000158164.6	685.00	0.00	0.00	0.00	0.00
ENSG00000158169.7	3565.42	155.00	311.00	340.00	950.00
ENSG00000158186.8	1925.13	165.00	253.00	584.00	1599.00
ENSG00000158195.6	5241.29	2106.98	3620.96	2574.87	7589.92
ENSG00000158201.5	1901.24	288.00	513.00	522.00	1414.00
ENSG00000158220.9	3522.40	69.00	107.00	206.00	525.00
ENSG00000158234.8	950.91	162.00	195.00	213.00	656.00
ENSG00000158246.7	2368.00	2.00	3.00	3.00	12.00
ENSG00000158258.11	14202.00	3.00	2.00	0.00	3.00
ENSG00000158270.10	3312.48	16.00	34.00	4.00	33.00
ENSG00000158286.8	1965.61	154.00	291.00	481.00	1274.00
ENSG00000158290.12	4439.51	1061.00	1561.00	1193.00	3369.00
ENSG00000158292.6	4082.00	18.00	27.00	28.00	82.00
ENSG00000158296.9	2180.06	873.00	1523.00	920.00	2844.00
ENSG00000158301.14	3804.67	16.00	21.00	47.00	133.00
ENSG00000158315.6	1280.63	91.00	136.00	26.00	90.00
ENSG00000158321.11	5519.15	5.00	19.00	16.00	45.00
ENSG00000158352.11	8680.96	18.00	17.00	14.00	64.00
ENSG00000158373.7	620.56	53.00	70.00	89.00	283.00
ENSG00000158402.14	1752.11	283.00	419.00	317.00	999.00
ENSG00000158406.2	1034.00	5.00	14.00	22.00	62.00
ENSG00000158411.6	958.68	346.00	491.00	609.00	1630.00
ENSG00000158417.6	5612.17	2987.00	4173.00	3849.00	10903.00
ENSG00000158423.12	1393.28	4.00	20.00	15.00	43.00
ENSG00000158427.10	1862.98	2.00	2.00	0.00	4.00
ENSG00000158428.3	967.19	1.00	0.00	1.00	3.00
ENSG00000158435.3	1065.74	1948.00	3106.00	3290.00	9149.00
ENSG00000158445.7	11850.00	0.00	0.00	1.00	0.00
ENSG00000158457.4	1798.31	153.00	277.00	463.00	1465.96
ENSG00000158458.15	3723.00	0.00	0.00	1.00	1.00
ENSG00000158467.12	4785.70	258.00	503.00	532.00	1611.00
ENSG00000158470.5	4722.00	1015.00	1700.00	2359.00	6686.00
ENSG00000158480.6	3119.59	326.00	584.00	515.00	1540.00
ENSG00000158482.8	797.00	4.31	8.20	4.33	18.06
ENSG00000158483.11	1885.74	63.80	116.00	153.52	416.00
ENSG00000158486.9	2849.54	0.00	13.00	8.00	25.00
ENSG00000158516.7	803.00	0.00	0.00	1.00	1.00
ENSG00000158517.9	1396.00	1.00	0.00	0.00	2.67
ENSG00000158525.11	488.74	0.00	2.00	0.00	3.00
ENSG00000158526.7	1534.00	355.00	640.00	737.00	2315.00
ENSG00000158528.7	8403.85	743.00	1210.00	1145.00	3224.00
ENSG00000158545.11	3090.21	1417.00	2349.00	2194.00	6534.00
ENSG00000158552.8	1174.63	296.00	622.00	941.00	2646.00
ENSG00000158555.10	2096.95	843.00	1583.00	1735.00	5077.00
ENSG00000158560.10	2393.00	0.00	0.00	0.00	3.00
ENSG00000158571.6	1929.00	31.00	65.00	58.00	188.00
ENSG00000158578.14	646.00	0.00	0.00	0.00	1.00
ENSG00000158604.10	2203.82	861.00	1705.00	1417.00	4220.00
ENSG00000158615.8	5227.00	687.00	1014.00	884.00	2418.00
ENSG00000158623.10	835.14	108.00	192.00	185.00	594.00
ENSG00000158636.12	3052.66	534.00	868.00	833.00	2213.00
ENSG00000158669.7	1846.40	717.00	1164.00	1102.00	3456.00
ENSG00000158683.3	9092.00	0.00	0.00	0.00	3.00
ENSG00000158691.10	4223.45	153.00	268.00	293.00	878.00
ENSG00000158710.10	1601.23	164.00	338.00	155.00	581.00
ENSG00000158711.9	6000.15	813.00	1348.00	828.00	2546.00
ENSG00000158715.5	2945.56	94.00	213.00	233.00	641.00
ENSG00000158717.6	1465.84	290.00	471.00	493.00	1451.00
ENSG00000158747.9	1074.08	58.44	115.88	174.00	440.37
ENSG00000158769.13	2632.23	1403.00	2651.79	3253.00	9573.36
ENSG00000158773.10	1424.43	264.00	400.00	572.00	1579.00
ENSG00000158786.4	2723.00	0.00	3.00	2.00	3.00
ENSG00000158792.11	2278.64	78.00	201.00	187.00	651.00
ENSG00000158793.9	1244.51	231.00	408.00	497.00	1517.00
ENSG00000158796.12	1817.65	263.00	503.00	535.00	1561.00
ENSG00000158805.7	2649.32	329.00	570.00	724.00	2333.00
ENSG00000158806.9	892.39	185.00	368.00	384.00	1263.00
ENSG00000158813.13	5174.11	356.00	640.00	600.00	1674.00
ENSG00000158815.6	1858.69	71.00	155.00	124.00	387.00
ENSG00000158825.5	816.85	20.00	41.00	23.00	46.00
ENSG00000158828.5	2592.27	262.00	430.00	868.00	2698.00
ENSG00000158850.10	1739.80	529.00	1018.00	781.00	2218.00
ENSG00000158856.13	1850.98	1798.00	3642.00	1281.00	4105.00
ENSG00000158859.9	4377.01	39.00	79.00	24.00	73.00
ENSG00000158863.17	2107.38	459.00	847.00	1093.00	3262.00
ENSG00000158864.8	1539.82	1119.00	2011.00	1734.00	5517.00
ENSG00000158865.8	1819.79	12.00	21.00	21.00	65.00
ENSG00000158869.6	591.00	15.00	23.00	10.00	52.00
ENSG00000158874.7	473.17	29182.00	55017.00	17991.00	53719.00
ENSG00000158882.8	2428.48	234.00	387.00	486.00	1516.00
ENSG00000158887.11	1761.87	477.00	698.00	181.00	565.00
ENSG00000158941.12	1574.66	1323.00	2192.00	2264.00	7036.00
ENSG00000158955.6	1524.33	0.00	1.00	3.00	0.00
ENSG00000158966.9	5275.00	2.00	1.00	7.00	15.00
ENSG00000158985.9	3501.53	609.00	835.00	681.00	2102.00
ENSG00000158987.15	7877.61	581.00	850.00	777.00	2381.11
ENSG00000159023.14	3317.83	1246.00	1973.00	1523.00	4532.00
ENSG00000159055.3	1531.51	215.00	306.00	292.00	883.00
ENSG00000159063.8	1556.89	526.00	952.00	928.00	2850.00
ENSG00000159069.9	1934.80	549.00	1087.00	1374.00	4245.00
ENSG00000159079.14	1466.94	362.82	530.77	604.09	1613.72
ENSG00000159082.13	4192.82	170.00	207.00	350.00	884.00
ENSG00000159086.10	2948.49	833.00	1163.00	1098.00	2973.00
ENSG00000159110.15	2620.63	292.96	470.58	385.45	1274.47
ENSG00000159111.8	1035.78	1176.00	2328.00	2144.00	6653.00
ENSG00000159128.10	1280.17	796.00	1334.00	1081.00	3232.00
ENSG00000159131.12	1537.16	1524.00	2243.00	1717.00	5018.00
ENSG00000159140.13	3607.22	3869.00	6096.00	6642.00	18946.00
ENSG00000159147.13	1752.33	389.00	612.00	668.00	1869.23
ENSG00000159164.5	4416.00	84.00	179.00	52.00	139.00
ENSG00000159166.9	2544.31	628.00	1140.00	1547.00	4170.00
ENSG00000159167.7	3883.00	17.00	15.00	16.00	82.00
ENSG00000159176.9	2033.39	392.00	715.00	914.00	2532.00
ENSG00000159197.3	1051.00	0.00	1.00	0.00	2.00
ENSG00000159199.9	447.05	444.00	910.00	828.00	2442.00
ENSG00000159200.13	2385.84	296.00	446.00	682.00	1933.00
ENSG00000159202.13	2818.58	1995.00	3464.00	3007.00	9085.00
ENSG00000159208.11	1210.52	1.00	5.00	3.00	9.00
ENSG00000159210.5	843.65	576.00	874.00	1204.00	3535.00
ENSG00000159212.8	3806.00	0.00	0.00	1.00	1.00
ENSG00000159214.8	1515.96	50.00	92.00	99.00	342.00
ENSG00000159216.14	4675.25	254.00	422.00	538.00	1335.00
ENSG00000159217.5	7993.42	4986.00	7696.00	6656.00	20026.00
ENSG00000159224.4	716.00	2.00	2.00	3.00	8.00
ENSG00000159228.8	1224.21	222.00	435.00	394.00	1397.00
ENSG00000159239.7	2290.28	3.00	10.00	1.00	15.00
ENSG00000159247.8	1605.37	141.30	227.69	297.22	793.78
ENSG00000159251.6	636.00	0.00	0.00	0.00	1.00
ENSG00000159256.8	2630.94	523.00	877.00	865.00	2357.33
ENSG00000159259.7	4278.62	405.00	646.00	644.00	1880.00
ENSG00000159261.6	1859.31	57.00	90.00	100.00	299.00
ENSG00000159263.11	2631.35	16.00	21.00	27.00	93.00
ENSG00000159267.10	4610.69	223.00	421.00	381.00	1217.00
ENSG00000159289.6	3176.00	0.00	2.00	2.80	7.00
ENSG00000159307.14	9808.00	2.00	0.00	1.00	9.00
ENSG00000159314.7	2924.57	345.00	633.00	770.00	2229.00
ENSG00000159322.13	2226.54	707.00	1234.00	781.00	2308.00
ENSG00000159335.11	737.02	1996.00	4104.00	2213.00	7201.00
ENSG00000159337.6	3458.43	8.00	34.00	6.00	38.00
ENSG00000159339.9	672.37	0.00	0.00	1.00	4.00
ENSG00000159346.8	2169.29	1541.00	2701.00	2094.00	6472.00
ENSG00000159348.8	1508.66	110.00	260.00	370.00	1090.00
ENSG00000159352.11	1162.95	895.00	1595.00	1601.00	4759.00
ENSG00000159363.13	2030.97	464.00	888.00	848.00	2532.00
ENSG00000159377.6	946.19	872.00	1490.00	1549.00	4774.00
ENSG00000159388.5	2497.37	260.00	435.00	2092.00	5761.00
ENSG00000159399.5	5622.65	3550.99	6807.98	1260.99	4550.98
ENSG00000159403.11	1127.49	82.11	107.74	897.00	2470.50
ENSG00000159409.10	2635.78	4.00	3.00	3.00	12.00
ENSG00000159423.12	3142.73	1532.00	3248.00	1329.52	4399.54
ENSG00000159433.7	10752.22	688.00	1122.00	1258.00	3587.00
ENSG00000159445.8	1761.38	152.00	260.00	326.00	991.00
ENSG00000159459.7	7150.34	380.00	613.00	562.00	1657.00
ENSG00000159461.10	2803.42	1078.00	2037.00	1734.00	5150.00
ENSG00000159479.12	1765.77	349.00	586.00	563.00	1538.00
ENSG00000159556.5	1533.25	61.00	117.00	89.00	238.00
ENSG00000159579.9	2416.75	1141.00	1723.00	1798.00	4415.00
ENSG00000159588.10	2425.01	43.00	70.00	79.00	259.00
ENSG00000159592.6	2667.60	1588.00	2511.00	2525.00	7407.00
ENSG00000159593.10	1645.52	1086.00	1666.00	1905.00	4957.00
ENSG00000159596.6	1159.23	562.00	913.00	762.00	2150.00
ENSG00000159618.11	2436.67	1.00	1.00	0.00	0.00
ENSG00000159625.10	1689.91	50.00	42.00	31.00	107.00
ENSG00000159640.10	1025.99	0.00	1.00	0.00	2.00
ENSG00000159648.7	2360.00	3.00	2.00	0.00	2.00
ENSG00000159650.4	3131.15	18.00	37.00	32.00	90.00
ENSG00000159658.6	4008.87	659.00	1052.00	1112.02	3197.10
ENSG00000159674.7	1367.64	440.00	841.00	509.00	1719.00
ENSG00000159685.6	861.77	109.00	219.00	170.00	580.00
ENSG00000159692.11	1808.59	948.00	1790.00	2046.00	6261.00
ENSG00000159708.13	969.81	0.00	0.00	2.00	4.00
ENSG00000159712.10	2980.00	1.00	6.00	11.00	44.00
ENSG00000159713.6	1147.98	5.00	4.00	2.00	9.00
ENSG00000159714.6	1332.53	13.00	23.00	35.00	105.00
ENSG00000159720.7	1469.05	507.00	881.00	991.00	2852.00
ENSG00000159723.4	764.00	0.00	0.00	0.00	0.00
ENSG00000159733.9	1447.61	2.00	2.00	2.00	9.00
ENSG00000159753.9	2128.46	124.00	193.00	107.00	309.00
ENSG00000159761.10	1356.68	21.00	47.00	50.00	180.00
ENSG00000159784.13	3224.11	0.00	0.00	0.00	0.00
ENSG00000159788.14	2935.07	515.00	910.00	964.00	2964.00
ENSG00000159792.5	3462.35	533.00	1078.00	1665.00	5113.00
ENSG00000159840.11	1941.57	1027.00	1897.00	2618.00	7028.00
ENSG00000159842.10	3562.59	497.00	948.00	551.00	1783.00
ENSG00000159860.5	2600.00	2.07	9.57	0.00	3.05
ENSG00000159871.10	1315.50	0.00	0.00	1.00	0.00
ENSG00000159873.5	3468.21	1273.00	1718.00	2115.00	5579.00
ENSG00000159882.8	3000.11	46.00	59.00	93.00	330.00
ENSG00000159884.7	986.58	55.00	148.00	134.00	455.00
ENSG00000159885.9	1557.99	25.63	51.00	50.00	176.27
ENSG00000159899.10	1205.01	66.00	84.00	106.00	368.00
ENSG00000159904.7	1156.00	1.36	2.64	3.58	11.07
ENSG00000159905.10	2178.82	18.00	21.00	26.00	111.00
ENSG00000159915.8	2600.13	26.00	19.00	57.00	152.00
ENSG00000159917.10	2171.93	61.00	65.00	124.00	368.00
ENSG00000159921.10	4614.56	853.00	1345.00	777.00	2274.00
ENSG00000159958.3	926.00	2.00	3.00	3.00	8.00
ENSG00000160007.13	5594.09	1796.00	3181.00	2647.00	7955.00
ENSG00000160014.12	1988.57	5569.00	9454.00	11382.00	32759.00
ENSG00000160049.7	3933.72	714.00	1141.00	1048.00	3059.00
ENSG00000160050.10	1090.80	13.00	36.00	12.00	37.00
ENSG00000160051.7	2060.39	45.00	76.00	95.00	263.00
ENSG00000160055.15	1316.24	57.00	119.00	159.00	446.00
ENSG00000160058.14	2938.32	1063.00	1966.00	1892.00	5941.00
ENSG00000160062.10	4897.44	40.99	77.39	67.00	187.86
ENSG00000160072.15	2794.00	268.73	471.18	497.81	1668.39
ENSG00000160075.10	1480.59	860.00	1468.00	1485.56	4315.16
ENSG00000160087.16	1245.99	298.00	451.00	563.00	1580.00
ENSG00000160094.10	2640.26	442.00	812.00	859.00	2361.00
ENSG00000160097.11	2024.06	19.00	30.00	52.00	131.00
ENSG00000160111.8	3815.89	8.00	13.00	10.00	32.00
ENSG00000160113.5	2388.22	318.00	562.00	1004.00	2987.39
ENSG00000160117.10	2986.35	33.00	58.00	73.00	199.00
ENSG00000160124.5	677.76	472.00	757.00	833.00	2223.00
ENSG00000160131.9	4717.00	563.00	843.00	830.00	2418.00
ENSG00000160145.11	4031.47	427.58	726.00	451.50	1463.76
ENSG00000160161.5	4199.00	5.00	15.00	6.00	24.00
ENSG00000160172.6	1572.17	30.86	46.05	62.33	173.06
ENSG00000160179.14	2742.20	3.00	7.00	5.00	11.00
ENSG00000160180.14	937.98	27.00	60.00	22.00	125.00
ENSG00000160181.4	640.00	0.00	1.00	0.00	0.00
ENSG00000160182.2	551.00	18.00	45.00	6.00	46.00
ENSG00000160183.9	1874.91	69.00	87.00	65.00	213.00
ENSG00000160185.9	1966.00	0.00	0.00	0.00	0.00
ENSG00000160188.5	1749.00	0.00	0.00	2.00	0.00
ENSG00000160190.9	3202.87	5.00	7.00	22.00	36.00
ENSG00000160191.13	1767.41	200.00	387.00	272.00	674.00
ENSG00000160193.7	1648.55	147.00	251.00	199.00	632.00
ENSG00000160194.13	2721.34	389.00	712.00	715.00	2105.00
ENSG00000160199.10	1977.36	159.00	245.00	279.00	779.00
ENSG00000160200.13	1962.19	874.00	1406.00	1249.00	3626.00
ENSG00000160201.7	1241.13	1045.00	1726.00	1583.00	4639.00
ENSG00000160202.3	974.04	95.00	187.00	89.00	289.00
ENSG00000160207.4	1657.75	17.00	32.00	44.00	110.00
ENSG00000160208.11	5043.56	1253.00	2026.00	1225.00	3804.00
ENSG00000160209.14	3265.23	1306.00	2417.00	1885.00	5857.00
ENSG00000160211.11	2214.43	743.00	1251.00	1415.00	3899.00
ENSG00000160213.5	2099.46	1310.00	2811.00	1908.00	5703.00
ENSG00000160214.8	2088.01	370.00	597.00	514.00	1738.00
ENSG00000160216.14	3431.29	862.00	1571.00	2340.00	6739.00
ENSG00000160218.8	5413.94	748.00	1088.00	1189.00	3356.00
ENSG00000160219.7	2572.50	0.00	0.00	0.00	0.00
ENSG00000160221.12	1539.83	514.00	913.00	1047.00	3206.00
ENSG00000160223.12	4097.14	157.00	273.00	211.00	694.00
ENSG00000160226.11	1772.92	97.00	212.00	248.00	856.73
ENSG00000160229.7	983.73	33.00	38.00	56.00	141.00
ENSG00000160233.6	2529.00	302.00	695.00	538.00	1492.00
ENSG00000160255.12	2215.00	326.00	690.00	822.00	2791.00
ENSG00000160256.8	909.16	154.61	252.00	235.00	757.14
ENSG00000160271.10	3138.52	509.00	955.00	784.00	2337.00
ENSG00000160282.9	1368.97	764.00	1529.00	2158.00	6582.00
ENSG00000160284.10	1209.83	80.00	140.00	136.00	408.00
ENSG00000160285.10	4067.06	2682.80	5114.60	4795.62	14312.30
ENSG00000160293.12	4705.91	1675.00	2848.00	3603.00	10389.00
ENSG00000160294.6	3756.81	1034.00	1828.98	1901.99	5769.98
ENSG00000160298.13	2545.31	88.00	233.00	209.00	646.00
ENSG00000160299.12	5189.49	494.00	852.00	770.00	2273.00
ENSG00000160305.13	4626.65	787.00	1459.00	1318.00	3894.00
ENSG00000160310.12	1899.79	616.00	1068.00	1120.00	3286.00
ENSG00000160318.2	421.18	9.00	20.00	19.00	46.00
ENSG00000160323.14	2601.85	83.00	166.00	102.00	319.00
ENSG00000160325.10	2584.17	134.00	321.00	414.00	1342.00
ENSG00000160326.9	2489.30	92.00	137.00	194.00	576.00
ENSG00000160336.10	3685.64	362.00	615.00	668.28	2080.28
ENSG00000160345.8	705.26	44.00	83.00	89.00	280.00
ENSG00000160352.11	3767.17	226.00	337.00	374.00	1024.00
ENSG00000160360.7	2350.32	48.00	112.00	54.00	176.00
ENSG00000160392.9	1994.73	84.00	167.00	258.00	789.00
ENSG00000160401.10	2305.88	4.00	2.00	2.00	14.00
ENSG00000160404.13	1467.75	82.00	148.00	191.00	577.00
ENSG00000160408.10	1883.52	653.00	1444.34	709.00	2458.33
ENSG00000160410.10	1398.04	275.00	572.00	427.00	1287.00
ENSG00000160439.11	1947.96	154.00	300.00	280.00	858.00
ENSG00000160445.6	3813.89	466.00	871.00	778.00	2474.00
ENSG00000160446.14	1099.25	166.00	353.00	410.00	1211.00
ENSG00000160447.6	3352.12	325.00	620.00	469.00	1573.00
ENSG00000160460.11	2374.09	0.00	2.00	0.00	9.00
ENSG00000160469.12	1210.18	17.00	41.00	24.00	39.00
ENSG00000160471.8	638.78	2.00	7.00	0.00	2.83
ENSG00000160472.4	593.00	0.00	1.00	0.00	4.00
ENSG00000160539.4	1730.20	8.00	28.00	28.00	56.00
ENSG00000160551.5	12390.99	1854.00	2774.00	2774.00	7914.00
ENSG00000160563.9	1424.70	157.91	296.89	335.00	1012.73
ENSG00000160570.9	1574.96	231.00	415.00	449.00	1368.00
ENSG00000160584.11	5309.54	699.00	1114.00	980.00	2935.00
ENSG00000160588.5	3361.83	125.00	214.00	147.00	365.00
ENSG00000160593.13	1739.30	113.00	178.00	117.00	415.00
ENSG00000160602.9	2322.32	125.00	210.00	305.00	824.00
ENSG00000160606.6	819.77	57.00	120.00	136.00	448.00
ENSG00000160613.8	3337.34	326.00	600.96	695.00	2164.16
ENSG00000160633.8	2804.43	2117.20	3391.90	3319.73	9552.37
ENSG00000160654.5	1179.00	0.00	3.00	0.00	2.00
ENSG00000160678.7	600.48	1154.00	2035.00	1165.00	3358.00
ENSG00000160679.8	2142.03	659.00	1029.00	1145.00	3420.00
ENSG00000160685.9	2764.13	285.00	553.00	632.00	1903.00
ENSG00000160688.14	1646.84	161.00	263.00	340.00	1109.00
ENSG00000160691.14	1759.69	1647.00	2720.00	1477.00	4366.00
ENSG00000160695.10	2285.88	404.00	614.00	758.00	2251.00
ENSG00000160703.11	3221.71	240.00	398.00	568.00	1577.00
ENSG00000160710.11	5730.25	2842.00	4562.00	5540.00	15613.00
ENSG00000160712.8	4723.29	360.00	687.00	258.00	787.00
ENSG00000160714.5	1545.70	1072.00	1637.00	1738.00	4576.00
ENSG00000160716.4	5867.00	0.00	0.00	5.00	18.00
ENSG00000160741.12	1854.91	544.00	1020.00	777.00	2343.00
ENSG00000160746.8	2008.26	239.00	359.00	350.00	958.00
ENSG00000160752.10	1117.61	2875.00	5563.00	1956.00	6108.00
ENSG00000160753.11	1881.54	223.00	393.00	356.00	1180.00
ENSG00000160766.10	1747.66	38.01	68.63	113.81	263.42
ENSG00000160767.16	2441.50	584.00	1164.00	741.00	2243.00
ENSG00000160781.11	1511.70	21.00	34.00	26.00	67.00
ENSG00000160783.15	1067.89	430.10	873.84	811.65	2519.39
ENSG00000160785.9	3446.78	494.00	796.00	836.00	2265.00
ENSG00000160789.15	1388.05	1742.00	3017.00	2223.00	7009.00
ENSG00000160796.12	3815.95	538.00	1023.00	1328.00	3719.00
ENSG00000160799.7	621.53	318.00	555.00	548.00	1791.00
ENSG00000160803.7	3395.67	1111.03	1949.74	1680.65	4763.67
ENSG00000160808.5	924.00	0.00	1.00	0.00	1.00
ENSG00000160813.2	885.40	104.00	220.00	186.00	476.00
ENSG00000160818.12	1820.49	444.00	639.00	875.00	2564.00
ENSG00000160828.13	1105.97	94.93	106.03	140.05	406.33
ENSG00000160862.8	1264.76	1225.00	2135.97	1232.92	3848.88
ENSG00000160867.10	2057.82	2414.00	4966.00	5038.00	15693.00
ENSG00000160868.10	2208.82	4.00	8.00	9.04	30.12
ENSG00000160870.8	1555.23	64.00	112.00	872.00	2428.00
ENSG00000160877.5	2095.68	1441.00	2556.00	2403.00	7675.00
ENSG00000160883.6	1143.50	0.00	1.00	0.00	0.00
ENSG00000160888.6	2631.38	259.00	493.00	479.00	1545.00
ENSG00000160908.14	1845.55	110.00	194.00	193.00	586.00
ENSG00000160917.10	1285.04	276.00	453.00	574.00	1628.00
ENSG00000160932.6	1136.93	474.00	891.00	453.00	1368.00
ENSG00000160948.9	1058.13	195.00	409.00	412.00	1210.00
ENSG00000160949.12	4669.39	368.00	702.00	969.00	2987.00
ENSG00000160951.3	1421.00	1.00	0.00	0.00	3.00
ENSG00000160953.10	2365.71	489.00	869.00	860.00	2545.00
ENSG00000160957.8	2084.51	515.00	888.00	917.00	2822.00
ENSG00000160959.3	3012.24	172.00	307.00	422.00	1199.00
ENSG00000160961.7	2207.61	94.00	106.00	151.00	468.00
ENSG00000160963.9	2995.87	152.00	265.00	169.00	479.00
ENSG00000160972.5	903.55	348.00	676.00	1134.00	3308.00
ENSG00000160973.7	1762.46	4.00	4.00	6.00	18.00
ENSG00000160991.11	3659.21	119.00	171.00	124.00	468.00
ENSG00000160993.3	1866.13	52.00	126.00	107.00	375.00
ENSG00000160999.8	842.68	7.00	32.00	3.00	16.00
ENSG00000161010.10	2473.72	433.84	803.00	814.95	2472.82
ENSG00000161011.15	2004.51	1473.00	2426.00	2661.00	7211.00
ENSG00000161013.12	1694.65	891.00	1550.00	1669.00	4833.00
ENSG00000161016.11	939.74	6936.00	14185.00	11098.00	38341.00
ENSG00000161021.7	3560.04	844.00	1416.26	1082.00	3450.00
ENSG00000161031.8	2513.85	9.00	14.00	35.00	93.00
ENSG00000161036.6	2208.41	95.00	165.00	243.00	706.00
ENSG00000161040.12	1156.80	5.00	7.00	12.00	23.00
ENSG00000161048.7	3189.04	133.00	212.00	247.00	637.00
ENSG00000161057.6	1454.82	772.00	1196.00	1272.00	3587.00
ENSG00000161082.8	3512.05	25.00	69.00	112.00	299.00
ENSG00000161091.8	1497.84	351.00	599.00	565.00	1793.00
ENSG00000161133.12	1188.00	5.14	0.35	1.14	1.16
ENSG00000161149.7	958.00	2.00	1.00	0.00	1.00
ENSG00000161179.9	1290.77	102.00	220.00	201.00	602.00
ENSG00000161180.6	2072.62	0.00	2.00	13.00	27.00
ENSG00000161202.13	4705.00	2320.00	3767.00	4220.00	11944.00
ENSG00000161203.9	1735.41	1381.00	2437.00	2599.00	7597.00
ENSG00000161204.7	1633.31	417.00	659.00	832.00	2559.00
ENSG00000161217.7	2491.67	586.71	933.00	874.00	2415.00
ENSG00000161243.4	1097.32	16.00	27.00	26.00	79.00
ENSG00000161249.16	769.32	388.00	681.00	563.00	1644.00
ENSG00000161265.10	1013.46	94.00	161.00	188.95	576.58
ENSG00000161267.7	1085.64	328.00	665.00	1019.00	2972.00
ENSG00000161270.15	3741.00	0.00	0.00	1.00	2.00
ENSG00000161277.9	1328.54	53.00	86.00	125.00	396.00
ENSG00000161298.12	1833.58	111.00	167.00	162.00	467.00
ENSG00000161326.8	1561.63	207.00	368.00	338.00	979.00
ENSG00000161328.10	2769.00	8.00	12.00	8.00	27.00
ENSG00000161395.8	2428.52	133.00	250.00	367.00	1185.00
ENSG00000161509.9	4027.88	0.00	2.00	7.00	12.00
ENSG00000161513.7	1838.01	433.00	724.00	1929.00	5657.00
ENSG00000161526.10	1328.81	750.00	1310.00	1360.00	4092.00
ENSG00000161533.7	3998.07	1940.00	3190.00	2768.00	7891.00
ENSG00000161542.12	1403.52	1662.00	2849.00	2501.00	7538.00
ENSG00000161544.5	1432.77	254.88	483.00	1141.10	3123.89
ENSG00000161547.10	1416.19	2442.00	4119.00	4071.00	11952.00
ENSG00000161551.8	1382.26	65.00	99.00	126.00	310.00
ENSG00000161558.6	1620.40	181.00	308.00	378.00	974.00
ENSG00000161570.4	1365.00	0.00	7.00	2.00	4.00
ENSG00000161573.6	1511.83	135.00	238.00	100.00	322.00
ENSG00000161574.11	999.00	35.13	75.34	71.68	216.94
ENSG00000161583.12	942.77	33.33	35.41	68.87	218.22
