symbol	length	Control_D0	Control_D1	AKAP8L_D0	AKAP8L_D1
ENSG00000150873.7	980.00	1.00	0.00	2.00	2.00
ENSG00000150907.6	4240.78	985.00	1007.00	703.00	626.00
ENSG00000150938.5	5471.19	2546.00	2375.00	3215.00	2994.00
ENSG00000150961.10	3917.25	1615.00	1702.00	1319.00	1147.00
ENSG00000150967.13	3044.12	143.00	138.00	128.00	152.00
ENSG00000150977.9	1435.00	225.00	233.00	239.00	244.00
ENSG00000150990.3	4191.08	662.00	675.00	773.00	717.00
ENSG00000150991.10	2220.96	22573.00	24056.00	29256.00	29600.00
ENSG00000150995.13	7579.91	536.00	542.00	612.00	577.00
ENSG00000151006.7	4795.26	335.25	390.38	293.00	255.14
ENSG00000151012.9	9645.00	505.00	467.00	570.00	556.00
ENSG00000151014.4	1500.83	65.00	53.00	132.00	130.00
ENSG00000151023.12	1318.00	2.00	7.00	7.00	3.00
ENSG00000151025.9	6959.00	1.00	1.00	1.00	1.00
ENSG00000151033.7	808.00	0.00	1.00	0.00	0.00
ENSG00000151062.10	1450.32	637.00	642.00	458.00	491.00
ENSG00000151065.9	2006.80	284.00	273.00	435.00	421.00
ENSG00000151067.16	5394.57	0.00	1.00	0.00	0.00
ENSG00000151090.13	5100.20	371.00	349.00	460.00	469.00
ENSG00000151092.12	2244.47	1063.00	1155.00	1105.00	1057.00
ENSG00000151093.3	1386.75	219.00	245.00	221.00	224.00
ENSG00000151116.12	2847.44	268.00	282.00	415.00	410.00
ENSG00000151117.4	3595.00	4.00	4.00	14.00	13.00
ENSG00000151131.5	1000.36	80.00	63.00	122.00	132.00
ENSG00000151135.5	2742.68	1607.00	1634.00	1375.00	1278.00
ENSG00000151136.10	4825.96	173.00	164.00	186.00	137.00
ENSG00000151148.9	2906.85	838.00	788.00	917.00	892.00
ENSG00000151150.16	493.00	0.00	0.00	4.00	1.00
ENSG00000151151.5	6133.00	450.00	399.00	566.00	529.00
ENSG00000151164.14	2732.00	3.00	3.00	9.00	8.00
ENSG00000151176.3	2571.33	758.00	807.00	1449.00	1444.00
ENSG00000151208.12	6114.51	1659.00	1665.00	2577.00	2474.00
ENSG00000151224.8	3238.08	1760.00	1854.00	1813.00	1751.00
ENSG00000151229.8	5444.33	326.00	322.00	226.00	199.00
ENSG00000151233.6	4415.83	999.00	859.00	993.00	812.00
ENSG00000151239.9	2678.96	1406.11	1362.44	1625.74	1444.40
ENSG00000151240.11	7848.03	358.00	350.00	443.00	395.00
ENSG00000151247.8	1076.47	1208.13	1151.31	1393.37	1266.09
ENSG00000151276.19	4651.95	1471.00	1466.00	1513.00	1441.00
ENSG00000151287.12	1290.77	8.00	6.00	7.00	6.00
ENSG00000151292.13	2772.38	675.00	647.00	666.00	640.00
ENSG00000151303.11	4560.00	1.42	3.06	2.84	2.04
ENSG00000151304.5	2855.00	182.00	173.00	220.00	215.00
ENSG00000151320.6	2343.34	40.00	44.00	100.00	92.00
ENSG00000151327.8	1142.28	823.00	810.00	1305.00	1223.00
ENSG00000151332.14	1520.48	788.00	717.00	1099.00	931.00
ENSG00000151338.14	2285.75	397.00	392.00	345.00	295.00
ENSG00000151348.9	3259.37	1690.00	1630.00	1439.00	1387.00
ENSG00000151353.10	1315.76	478.00	539.00	536.00	569.00
ENSG00000151360.5	1690.08	0.00	2.00	8.00	7.00
ENSG00000151364.11	1691.00	240.00	205.98	179.64	169.38
ENSG00000151365.2	1174.00	3.00	1.00	0.00	0.00
ENSG00000151366.8	640.24	1574.00	1538.79	1773.68	1730.57
ENSG00000151376.12	1702.04	2.00	2.00	0.00	3.00
ENSG00000151388.6	3106.33	0.00	0.00	0.00	0.00
ENSG00000151413.12	2685.57	957.00	949.00	653.00	617.00
ENSG00000151414.10	3672.37	372.00	353.00	521.00	496.00
ENSG00000151422.8	6165.44	1022.00	960.00	1227.00	1118.00
ENSG00000151445.11	2521.29	328.00	352.00	524.00	496.00
ENSG00000151458.7	8180.18	312.00	316.00	655.00	623.00
ENSG00000151461.15	4887.64	698.00	683.00	797.00	763.00
ENSG00000151465.9	1244.95	1030.00	1012.00	1372.00	1268.00
ENSG00000151466.7	2935.05	129.00	102.00	104.00	104.00
ENSG00000151468.9	3180.00	1.00	0.00	0.00	2.00
ENSG00000151470.8	1176.08	33.00	48.00	66.00	63.00
ENSG00000151474.15	2371.53	14.00	17.00	17.00	24.00
ENSG00000151490.9	2454.17	0.00	0.00	3.00	0.00
ENSG00000151491.8	3155.83	1016.00	1008.00	1792.00	1607.00
ENSG00000151498.7	2244.88	374.00	361.00	548.00	494.00
ENSG00000151500.10	962.69	459.00	518.00	551.00	545.00
ENSG00000151502.6	2655.50	588.00	656.00	694.00	687.00
ENSG00000151503.8	3160.01	1067.00	1055.00	1019.00	933.00
ENSG00000151532.9	2970.79	552.00	596.00	670.00	681.00
ENSG00000151552.7	1378.19	952.00	945.00	1651.00	1596.00
ENSG00000151553.10	5473.56	378.00	331.00	716.00	608.00
ENSG00000151572.12	1385.00	1.00	1.00	1.00	1.00
ENSG00000151575.10	1231.18	41.00	43.00	60.00	51.00
ENSG00000151576.6	3341.57	509.00	478.00	595.00	504.00
ENSG00000151611.9	1823.11	34.00	41.00	54.00	63.00
ENSG00000151612.11	3733.61	289.00	290.00	603.00	581.00
ENSG00000151623.10	2791.94	10.00	8.00	30.00	27.00
ENSG00000151632.12	1298.40	1216.12	1452.79	1867.55	1828.34
ENSG00000151640.8	2204.97	108.00	117.00	84.00	96.00
ENSG00000151651.11	2585.69	4.00	5.00	6.00	13.00
ENSG00000151655.13	3147.25	44487.00	43880.00	34353.00	32882.00
ENSG00000151657.7	1472.11	269.00	301.00	374.00	389.00
ENSG00000151665.8	981.82	539.00	494.00	408.00	372.00
ENSG00000151687.10	1445.59	50.00	58.00	66.00	64.00
ENSG00000151689.8	1678.20	299.00	303.00	339.00	279.00
ENSG00000151690.10	4724.70	60.00	54.00	171.00	134.00
ENSG00000151692.10	5743.00	866.00	846.00	1216.00	1246.00
ENSG00000151693.5	5155.82	601.00	622.00	915.00	775.00
ENSG00000151694.8	4308.76	800.00	780.00	1665.00	1563.00
ENSG00000151715.3	1660.25	1993.00	2071.00	3271.00	3400.00
ENSG00000151718.11	4391.41	2499.00	2446.00	1823.00	1718.00
ENSG00000151725.7	1344.91	355.00	317.00	364.00	318.00
ENSG00000151726.9	3591.60	464.00	477.00	1185.00	1050.00
ENSG00000151729.6	2062.82	557.00	544.00	400.00	379.00
ENSG00000151743.6	1274.84	153.00	168.00	198.00	197.00
ENSG00000151746.9	1846.25	123.00	117.00	142.00	135.00
ENSG00000151748.10	2761.12	426.00	417.00	500.86	469.00
ENSG00000151773.8	1483.00	35.00	30.00	59.00	67.00
ENSG00000151779.8	4807.83	1655.00	1642.00	1893.00	1655.00
ENSG00000151789.5	1007.64	0.00	0.00	3.00	0.00
ENSG00000151790.4	1701.00	0.00	0.00	0.00	1.00
ENSG00000151806.9	4143.37	792.00	789.00	928.00	830.00
ENSG00000151834.11	4110.19	0.00	3.00	41.00	42.00
ENSG00000151835.9	10717.90	993.00	831.00	1152.00	959.00
ENSG00000151846.7	3090.00	1.00	2.00	4.00	8.99
ENSG00000151849.10	3077.71	587.00	534.00	359.00	289.00
ENSG00000151876.8	1503.96	94.00	94.00	124.00	110.00
ENSG00000151881.10	1962.57	129.00	107.00	110.00	112.00
ENSG00000151882.7	2414.17	2.00	1.00	3.00	5.00
ENSG00000151883.12	2472.79	6.00	6.00	31.00	30.00
ENSG00000151893.10	5995.70	1105.00	1112.00	1534.00	1338.00
ENSG00000151914.13	5954.46	6678.00	6494.00	18724.00	15719.00
ENSG00000151917.13	2089.00	1.00	0.00	1.00	1.00
ENSG00000151923.13	1604.83	2127.00	2051.00	2010.00	1948.00
ENSG00000151929.5	2492.44	527.00	514.00	723.00	772.00
ENSG00000151948.7	2295.17	4.00	5.00	17.00	15.00
ENSG00000151962.3	2262.50	1.00	1.00	0.00	0.00
ENSG00000151963.4	241.00	0.00	0.00	1.00	1.00
ENSG00000151967.14	1679.74	0.00	0.00	9.59	3.08
ENSG00000152022.7	3979.00	621.00	535.00	566.00	562.00
ENSG00000152042.13	3286.91	376.03	425.01	487.50	471.27
ENSG00000152049.5	2386.00	0.00	0.00	1.00	0.00
ENSG00000152056.12	1441.57	85.00	98.00	248.00	191.00
ENSG00000152061.17	3262.77	387.00	355.00	316.00	315.00
ENSG00000152076.14	1549.00	5.98	6.00	2.00	4.00
ENSG00000152078.5	6822.00	807.02	751.00	765.83	648.97
ENSG00000152082.9	734.97	877.24	1024.41	988.67	1072.73
ENSG00000152102.13	4154.59	3207.00	3230.00	4716.00	4422.00
ENSG00000152104.7	9614.40	476.00	500.00	806.00	753.00
ENSG00000152117.13	2424.80	688.72	624.36	995.58	1035.29
ENSG00000152127.4	7371.55	3933.00	3588.00	2044.00	1896.00
ENSG00000152128.13	2299.31	1.00	0.00	4.00	4.60
ENSG00000152133.10	3118.02	268.00	223.00	196.00	137.00
ENSG00000152137.2	2150.00	28.00	18.00	350.00	316.00
ENSG00000152147.6	1198.69	321.00	300.00	431.00	367.00
ENSG00000152154.6	1662.00	65.68	64.00	41.74	41.00
ENSG00000152192.6	4525.00	149.00	135.00	224.00	210.00
ENSG00000152193.7	3529.00	567.00	477.00	564.00	499.00
ENSG00000152208.7	2739.00	0.00	1.00	2.00	1.00
ENSG00000152213.3	3760.00	3.00	1.00	9.00	2.00
ENSG00000152217.12	7868.39	89.00	86.00	223.00	210.00
ENSG00000152219.4	1974.44	217.00	216.00	306.00	240.00
ENSG00000152223.8	9847.28	855.00	823.00	1246.00	1151.00
ENSG00000152229.14	3000.00	16.00	19.00	37.00	28.00
ENSG00000152234.11	1895.12	7888.00	8108.00	8440.00	7523.00
ENSG00000152240.8	1094.76	331.00	333.00	365.00	385.00
ENSG00000152242.6	4407.70	466.00	434.00	466.00	417.00
ENSG00000152253.4	1348.81	414.00	380.00	303.00	269.00
ENSG00000152256.9	4875.85	2702.00	2696.00	2489.00	2500.00
ENSG00000152268.8	4888.00	0.00	1.00	0.00	1.00
ENSG00000152270.4	4841.33	878.00	880.00	1432.00	1284.00
ENSG00000152284.4	2968.00	51.00	42.00	51.00	56.00
ENSG00000152291.9	5682.63	9330.00	9033.00	12577.00	11430.00
ENSG00000152292.12	556.00	1.00	0.00	1.00	1.00
ENSG00000152315.4	2522.00	4.00	11.00	11.00	6.00
ENSG00000152332.11	8454.95	1550.00	1431.00	2365.00	1931.00
ENSG00000152348.11	1711.62	86.00	77.00	139.00	134.00
ENSG00000152359.10	1855.14	152.00	116.00	192.00	157.00
ENSG00000152377.8	2973.25	0.00	1.00	22.00	25.00
ENSG00000152380.5	1388.20	17.00	9.00	9.00	12.00
ENSG00000152382.5	2186.49	461.00	485.00	591.00	546.00
ENSG00000152402.6	4780.05	2.00	2.00	2.00	2.00
ENSG00000152404.11	3084.62	236.00	237.00	234.00	224.00
ENSG00000152409.8	9042.00	537.00	483.00	744.00	685.00
ENSG00000152413.10	3981.12	521.00	527.00	575.00	537.00
ENSG00000152422.11	1496.19	170.00	154.00	152.00	115.00
ENSG00000152433.10	1643.63	29.90	43.13	41.40	44.23
ENSG00000152439.8	1640.11	102.52	86.73	146.98	129.32
ENSG00000152443.8	4439.33	313.09	321.00	435.52	387.78
ENSG00000152454.3	2172.00	93.00	88.00	114.00	138.00
ENSG00000152455.11	2089.65	409.00	375.00	320.00	289.00
ENSG00000152457.13	2843.25	116.00	110.00	147.00	133.00
ENSG00000152463.10	1036.11	12.00	5.00	13.00	17.00
ENSG00000152464.10	1142.99	127.00	101.00	175.00	168.00
ENSG00000152465.13	2260.71	482.00	469.00	476.00	453.00
ENSG00000152475.6	2038.00	11.00	8.00	32.00	25.00
ENSG00000152484.9	4497.00	966.00	870.00	1076.00	905.00
ENSG00000152487.6	615.87	12.00	12.56	2.00	11.00
ENSG00000152492.9	4537.66	2506.00	2307.00	2458.00	2258.00
ENSG00000152503.5	3396.32	30.00	34.00	51.00	61.00
ENSG00000152518.5	3696.00	1959.00	1786.00	2330.00	2033.00
ENSG00000152520.9	4265.00	514.00	557.00	693.00	646.00
ENSG00000152527.9	6586.85	221.00	182.00	520.00	449.00
ENSG00000152556.11	2279.98	74.00	58.00	88.00	82.00
ENSG00000152558.10	1809.25	23234.00	22817.00	22821.00	21290.00
ENSG00000152580.8	11067.00	2.00	4.00	9.00	3.00
ENSG00000152582.8	1795.76	42.00	51.00	33.00	46.00
ENSG00000152583.8	2520.00	0.00	0.00	1.00	1.00
ENSG00000152601.13	3924.04	1115.00	1041.00	1128.00	996.00
ENSG00000152620.8	2512.58	1232.00	1165.00	1390.00	1170.00
ENSG00000152642.6	3916.60	275.00	242.00	341.00	350.00
ENSG00000152661.7	3037.00	0.00	0.00	6.00	3.00
ENSG00000152669.8	1726.00	1.00	1.00	4.00	8.00
ENSG00000152670.14	1394.86	0.00	2.00	1.00	0.00
ENSG00000152672.3	2012.00	8.00	9.00	11.00	2.00
ENSG00000152683.10	4698.93	1215.00	1185.00	1186.00	1127.00
ENSG00000152684.10	3198.12	574.64	578.31	759.89	651.69
ENSG00000152689.13	1357.99	2.00	4.00	6.00	8.00
ENSG00000152700.9	1955.41	1158.00	1116.00	1377.00	1284.00
ENSG00000152705.6	1362.00	10.00	3.00	3.74	1.00
ENSG00000152726.14	2755.33	0.54	7.27	0.45	0.00
ENSG00000152749.7	8822.00	3.00	2.00	0.00	1.00
ENSG00000152763.12	998.44	5.00	1.00	4.00	6.00
ENSG00000152767.11	3705.34	9201.00	9580.00	8097.00	8253.00
ENSG00000152778.7	2666.71	187.00	179.00	213.00	202.00
ENSG00000152779.12	4617.01	8.00	7.00	20.00	16.00
ENSG00000152782.12	2619.56	525.00	532.00	730.00	643.00
ENSG00000152784.11	3124.00	1.00	0.00	1.00	4.00
ENSG00000152795.13	1500.07	6719.00	6320.00	6783.00	6325.00
ENSG00000152804.6	2256.96	1336.00	1432.00	1757.00	1650.00
ENSG00000152818.14	6068.84	9168.00	9090.00	7276.00	6693.00
ENSG00000152822.9	4756.25	0.00	1.00	1.00	0.00
ENSG00000152894.10	5377.74	3885.00	3885.00	4129.00	3921.00
ENSG00000152904.7	1792.56	788.00	721.00	941.00	866.00
ENSG00000152926.10	7784.60	1328.25	1223.74	714.02	616.80
ENSG00000152931.7	2925.90	132.00	111.00	98.00	104.00
ENSG00000152932.6	2621.00	2.00	2.00	0.00	0.00
ENSG00000152939.10	3083.53	310.00	312.00	542.00	531.00
ENSG00000152942.14	2601.54	604.00	543.00	667.00	590.00
ENSG00000152944.4	1579.59	293.00	253.00	341.00	334.00
ENSG00000152952.7	3634.29	12716.00	11973.00	11214.00	10224.00
ENSG00000152954.7	596.00	0.00	0.00	2.00	1.00
ENSG00000152990.9	4207.67	1662.89	1700.95	2072.90	1956.46
ENSG00000153006.10	4437.95	543.00	467.00	605.00	546.00
ENSG00000153012.7	3597.50	0.00	0.00	0.00	0.00
ENSG00000153015.11	2069.84	568.00	526.00	547.00	510.00
ENSG00000153029.10	1866.88	188.00	213.00	532.00	487.00
ENSG00000153037.8	650.71	531.23	506.31	674.40	564.68
ENSG00000153044.5	1380.63	257.00	222.00	221.00	201.00
ENSG00000153046.13	2285.19	503.00	446.00	582.00	569.00
ENSG00000153048.6	928.91	2458.00	2504.00	3689.00	3847.00
ENSG00000153060.3	968.67	1.00	1.00	1.00	0.00
ENSG00000153064.7	3044.00	1.00	1.00	2.00	1.00
ENSG00000153066.8	2318.01	1714.00	1776.00	2063.00	1996.00
ENSG00000153071.10	3785.57	396.00	354.00	820.00	697.00
ENSG00000153086.9	1198.00	0.00	1.00	3.00	2.00
ENSG00000153094.17	3625.89	476.00	468.00	661.00	614.00
ENSG00000153107.7	6855.83	2820.59	2859.41	2942.04	2708.95
ENSG00000153113.19	2159.60	1885.00	1998.00	2738.00	2459.00
ENSG00000153130.13	1809.73	1671.00	1536.00	1532.00	1347.00
ENSG00000153132.8	2920.37	443.00	367.00	493.00	467.00
ENSG00000153140.4	788.30	563.00	558.00	389.00	368.00
ENSG00000153147.5	7691.43	2410.00	2331.00	3523.00	3089.00
ENSG00000153157.8	2941.47	10.38	5.00	5.00	1.89
ENSG00000153162.8	2780.00	0.00	2.00	3.00	1.00
ENSG00000153165.14	5594.00	10.67	7.04	19.95	16.61
ENSG00000153179.7	3270.45	477.00	503.00	402.00	394.00
ENSG00000153187.12	3663.74	10267.48	10069.19	11348.93	10404.16
ENSG00000153201.11	10866.83	4586.12	4200.44	5968.34	5163.51
ENSG00000153207.10	6056.65	2580.54	2445.42	2713.94	2314.70
ENSG00000153208.12	3424.17	985.00	955.00	1847.00	1738.00
ENSG00000153214.5	4718.23	947.00	872.00	1419.00	1250.00
ENSG00000153234.9	2332.61	7.00	10.00	20.00	17.00
ENSG00000153237.13	1767.95	9.00	15.00	32.00	20.00
ENSG00000153250.13	3096.66	2204.84	2328.00	1171.89	1149.92
ENSG00000153253.11	3714.56	0.00	0.00	0.00	0.00
ENSG00000153283.8	500.00	1.00	0.00	0.00	1.00
ENSG00000153291.11	1167.88	68.00	61.00	97.00	99.00
ENSG00000153292.11	2254.85	0.00	0.00	0.00	0.00
ENSG00000153294.7	3074.00	0.00	0.00	3.00	4.00
ENSG00000153303.12	1044.69	0.00	0.00	0.00	2.00
ENSG00000153310.14	1840.83	674.00	666.00	891.00	785.00
ENSG00000153317.10	4647.41	1546.00	1536.00	1635.00	1593.00
ENSG00000153339.9	4516.81	911.00	880.00	1331.00	1237.00
ENSG00000153363.8	580.35	40.00	40.00	50.00	58.00
ENSG00000153391.11	898.55	146.79	161.00	308.25	263.51
ENSG00000153395.5	2982.39	2876.00	3035.00	3376.00	3183.00
ENSG00000153404.9	11513.00	1.00	0.00	1.00	1.00
ENSG00000153406.9	1145.71	242.00	254.00	267.00	280.00
ENSG00000153443.8	1623.33	332.00	307.00	417.00	434.00
ENSG00000153446.11	986.34	46.00	49.00	37.00	29.00
ENSG00000153485.5	954.77	250.00	240.42	293.00	253.00
ENSG00000153487.11	1989.12	287.00	326.00	204.00	193.00
ENSG00000153495.6	709.00	2.00	0.00	2.00	3.00
ENSG00000153531.8	1286.73	8.00	12.00	14.00	20.00
ENSG00000153551.9	1172.62	279.00	273.00	275.00	234.00
ENSG00000153558.9	1931.58	63.00	84.00	91.00	84.00
ENSG00000153560.7	2900.64	2098.00	2132.00	2755.00	2524.00
ENSG00000153561.8	5413.68	1874.68	1762.11	2819.83	2498.74
ENSG00000153563.11	2571.73	3.00	4.00	10.00	13.00
ENSG00000153574.8	1848.00	415.00	420.00	477.00	414.00
ENSG00000153575.6	3353.64	351.00	299.00	402.00	358.00
ENSG00000153666.5	4679.78	40.42	22.33	27.41	38.22
ENSG00000153684.10	2541.35	0.00	1.50	2.15	0.98
ENSG00000153707.11	5578.69	4.00	1.00	11.00	14.00
ENSG00000153714.5	1507.09	130.00	134.00	258.00	240.00
ENSG00000153721.13	3075.81	1191.00	1195.00	1478.00	1341.00
ENSG00000153767.5	2738.19	332.00	364.00	403.00	366.00
ENSG00000153774.4	956.03	1831.85	1950.00	1720.00	1742.00
ENSG00000153786.8	3009.60	2055.00	2142.00	3062.00	2788.00
ENSG00000153790.7	1964.08	86.00	73.00	50.00	54.00
ENSG00000153814.7	2919.00	0.00	0.00	1.00	1.00
ENSG00000153815.12	4131.69	3358.00	3593.00	3168.00	3206.00
ENSG00000153822.9	3668.47	0.00	0.00	2.00	4.00
ENSG00000153823.14	1506.84	0.00	1.00	4.00	2.00
ENSG00000153827.9	3669.79	4907.00	4922.00	6331.00	5700.00
ENSG00000153832.7	2846.55	53.00	45.00	76.00	71.00
ENSG00000153879.4	4109.00	1054.00	1089.00	1026.00	998.00
ENSG00000153885.10	2376.69	362.00	390.00	449.00	439.00
ENSG00000153896.13	2239.53	119.00	118.00	109.00	98.00
ENSG00000153902.9	2069.22	43.00	53.00	104.00	106.00
ENSG00000153904.14	3691.00	1385.00	1569.00	1342.00	1249.00
ENSG00000153914.11	3013.72	2421.00	2251.00	2872.00	2506.00
ENSG00000153922.6	3723.02	1390.00	1211.00	1462.00	1403.00
ENSG00000153933.5	3339.97	341.00	284.00	314.00	332.00
ENSG00000153936.12	6526.15	2717.00	2532.40	4557.03	3801.00
ENSG00000153944.6	3752.23	3468.00	3282.00	4152.00	3901.00
ENSG00000153975.5	2000.55	415.00	340.00	516.00	456.00
ENSG00000153976.2	1126.69	45.00	46.51	11.53	12.75
ENSG00000153982.6	1445.41	146.00	124.00	189.00	150.00
ENSG00000153989.7	4676.00	2778.53	2627.33	2578.68	2135.36
ENSG00000154001.9	3890.71	851.00	817.95	1262.00	1173.00
ENSG00000154016.9	2576.11	54.72	60.03	225.59	234.49
ENSG00000154025.11	2379.55	2.00	1.00	1.00	5.00
ENSG00000154035.6	4784.00	178.00	146.00	223.00	255.00
ENSG00000154040.16	1351.68	11.00	10.00	35.00	31.00
ENSG00000154059.5	2213.63	174.00	147.00	300.00	221.00
ENSG00000154065.12	1622.22	7.00	5.00	41.00	45.00
ENSG00000154079.5	971.26	108.00	109.00	90.00	101.00
ENSG00000154080.8	2073.82	84.00	95.00	288.00	253.00
ENSG00000154099.13	727.00	2.00	2.00	3.00	2.00
ENSG00000154102.6	744.00	2.00	0.00	1.00	1.00
ENSG00000154114.8	3695.00	408.00	378.00	571.00	512.00
ENSG00000154122.8	2258.26	685.00	747.00	876.00	853.00
ENSG00000154124.4	3871.15	618.00	601.00	714.00	668.00
ENSG00000154127.5	4268.02	247.00	234.00	402.00	363.00
ENSG00000154133.10	1792.48	147.00	104.00	21.00	23.00
ENSG00000154134.10	1071.83	61.00	54.00	25.00	23.00
ENSG00000154144.8	2493.40	517.00	509.00	658.00	617.00
ENSG00000154146.8	1306.00	2.00	5.00	11.00	9.00
ENSG00000154153.9	3012.86	1.00	1.00	11.00	9.00
ENSG00000154174.7	4291.11	1959.00	1948.00	1858.00	1704.00
ENSG00000154175.12	2984.00	1.00	0.00	0.00	1.00
ENSG00000154188.5	1523.00	0.00	0.00	0.00	1.00
ENSG00000154217.10	1862.38	166.00	167.00	177.00	188.00
ENSG00000154222.10	2978.41	390.00	422.00	654.00	629.00
ENSG00000154227.9	1372.50	0.00	0.00	0.00	0.00
ENSG00000154229.7	8566.53	2006.00	1869.00	1604.00	1497.00
ENSG00000154237.8	2082.71	8.00	16.00	8.00	10.00
ENSG00000154240.12	2479.68	118.00	94.00	96.78	81.00
ENSG00000154252.11	1370.00	24.00	31.00	20.00	35.00
ENSG00000154258.12	6116.00	5.00	1.00	4.00	3.00
ENSG00000154262.8	3743.38	3.00	5.00	18.00	12.00
ENSG00000154263.13	2949.48	13.00	6.00	14.00	15.00
ENSG00000154265.11	3491.63	426.00	443.00	916.00	777.00
ENSG00000154269.10	2763.37	1535.00	1631.00	1199.00	1232.00
ENSG00000154274.10	1943.00	1.00	3.00	53.00	39.00
ENSG00000154277.8	748.00	1.00	0.00	5.00	3.00
ENSG00000154305.12	2548.75	1497.00	1400.00	2410.00	2018.00
ENSG00000154309.7	4107.55	40.00	62.00	126.00	78.00
ENSG00000154310.12	6623.32	13.00	16.00	135.00	141.00
ENSG00000154316.10	1421.00	0.00	1.00	1.00	1.00
ENSG00000154319.10	1616.29	1.00	0.00	0.00	0.00
ENSG00000154328.11	2273.02	235.00	201.00	345.00	283.00
ENSG00000154330.8	3338.00	0.00	0.00	11.61	12.00
ENSG00000154358.15	11141.76	12.00	14.00	39.00	18.00
ENSG00000154359.8	2375.59	763.00	773.00	417.00	431.00
ENSG00000154370.9	2509.00	381.00	355.00	484.00	454.00
ENSG00000154380.12	3012.60	2042.00	1938.00	3881.00	3327.00
ENSG00000154415.3	2077.67	0.00	0.00	0.00	0.00
ENSG00000154429.6	5062.31	460.00	431.00	487.00	472.00
ENSG00000154447.10	5272.00	147.00	167.00	451.00	374.00
ENSG00000154473.13	1564.86	2186.00	2043.00	2799.00	2608.00
ENSG00000154479.8	1028.00	0.00	0.00	0.00	0.00
ENSG00000154485.4	1919.00	0.00	1.00	0.00	0.00
ENSG00000154511.7	2574.00	350.00	380.00	398.00	366.00
ENSG00000154518.5	865.64	2998.00	3285.00	3210.00	3226.00
ENSG00000154529.10	1938.32	170.18	148.05	122.87	85.44
ENSG00000154545.12	2473.65	2703.27	2780.84	2405.12	2342.00
ENSG00000154548.8	3165.77	72.00	57.00	61.00	47.00
ENSG00000154553.9	1761.58	107.00	85.00	236.00	195.00
ENSG00000154556.13	2432.70	704.00	784.00	745.00	731.00
ENSG00000154582.12	900.00	627.00	582.00	967.00	891.00
ENSG00000154589.2	607.00	20.00	26.00	47.00	49.00
ENSG00000154608.9	2411.38	6.57	0.00	2.81	10.03
ENSG00000154620.5	1669.00	1.00	6.00	18.00	12.00
ENSG00000154639.14	3433.73	2799.00	2760.00	4860.00	4288.00
ENSG00000154640.10	1325.17	279.00	267.00	529.00	481.00
ENSG00000154642.6	4277.96	194.00	175.00	239.00	215.00
ENSG00000154645.9	2207.71	0.00	0.00	0.00	0.00
ENSG00000154654.10	2203.67	0.00	0.00	0.00	0.00
ENSG00000154655.10	3432.63	375.00	401.00	296.00	291.00
ENSG00000154710.11	2893.68	211.69	357.10	263.01	422.39
ENSG00000154719.9	1107.21	438.00	419.00	536.00	517.00
ENSG00000154721.10	1545.00	0.00	1.00	0.00	0.00
ENSG00000154723.8	648.53	1092.00	980.00	1136.00	1071.00
ENSG00000154727.6	4882.65	562.00	521.00	626.00	537.48
ENSG00000154734.10	2149.22	13.00	13.00	43.00	37.00
ENSG00000154743.13	1883.83	197.00	152.00	239.00	232.00
ENSG00000154760.9	3910.00	0.00	0.00	1.00	2.00
ENSG00000154767.10	3320.89	906.00	806.00	1175.00	1137.00
ENSG00000154768.4	688.00	0.00	0.00	0.00	0.00
ENSG00000154781.11	1590.14	252.00	237.00	329.00	281.00
ENSG00000154783.6	2544.53	1.00	4.00	4.00	4.00
ENSG00000154803.8	2671.82	471.49	495.50	894.67	828.09
ENSG00000154813.5	2366.65	513.00	481.00	838.00	715.00
ENSG00000154814.9	1881.66	186.00	160.00	174.00	158.00
ENSG00000154822.11	1898.16	0.00	1.00	8.00	2.00
ENSG00000154832.10	1407.08	505.00	545.00	775.00	854.00
ENSG00000154839.5	2370.75	248.00	244.00	204.00	183.00
ENSG00000154845.11	3378.98	1372.00	1256.00	1527.00	1339.00
ENSG00000154856.8	2244.20	21.00	26.00	138.00	100.00
ENSG00000154864.7	6365.88	1862.00	1727.00	2152.00	1948.00
ENSG00000154874.10	2641.60	1.00	4.00	2.21	0.00
ENSG00000154889.12	1285.35	126.00	146.00	212.00	180.00
ENSG00000154898.11	3724.17	0.00	4.57	1.05	6.82
ENSG00000154914.12	3459.01	66.00	104.00	223.00	205.00
ENSG00000154917.6	1216.82	8.00	11.00	30.00	15.00
ENSG00000154920.10	1590.58	430.00	385.00	239.00	265.00
ENSG00000154928.12	3745.41	10.00	13.00	18.00	16.00
ENSG00000154930.10	3713.74	852.00	826.00	1642.00	1358.00
ENSG00000154945.6	3931.47	1220.00	1234.00	1732.00	1666.00
ENSG00000154957.9	2096.25	76.00	85.00	125.00	71.00
ENSG00000154978.8	2809.55	898.27	926.67	1283.73	1165.56
ENSG00000155008.9	1279.00	161.00	167.00	147.00	134.00
ENSG00000155011.4	1736.25	0.00	0.00	0.00	0.00
ENSG00000155016.13	4306.34	85.00	92.00	101.00	104.00
ENSG00000155026.12	1771.55	7.00	3.81	0.00	0.00
ENSG00000155034.14	3453.53	91.00	92.00	203.00	176.00
ENSG00000155066.11	3547.00	0.00	0.00	0.00	1.00
ENSG00000155085.11	2072.97	117.00	126.00	125.00	135.00
